,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,27293,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
2,"Roses - Imanbek Remix","SAINt JHN",17466,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
3,"Savage Love (Laxed - Siren Beat)","Jawsh 685",17296,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
4,"Blinding Lights","The Weeknd",17197,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
5,"Breaking Me",Topic,14307,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
6,MAMACITA,"Black Eyed Peas",13768,https://open.spotify.com/track/24IgCW19L8lXKyFZwzFtD3
7,"Toosie Slide",Drake,13187,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
8,"Party Girl",StaySolidRocky,12688,https://open.spotify.com/track/5RqR4ZCCKJDcBLIn4sih9l
9,"Watermelon Sugar","Harry Styles",12440,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
10,"TKN (feat. Travis Scott)",ROSALÍA,11594,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7
11,"ily (i love you baby) (feat. Emilee)","Surf Mesa",11312,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
12,GOOBA,6ix9ine,10629,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
13,XXL,"Miksu / Macloud",10514,https://open.spotify.com/track/0p3euGPg5LgFeQGC7bBFuR
14,"Dance Monkey","Tones And I",10237,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
15,"death bed (coffee for your head)",Powfu,10152,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
16,"Rain On Me (with Ariana Grande)","Lady Gaga",9696,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
17,Airwaves,Pashanim,9667,https://open.spotify.com/track/5CqkgDH8QZjSqqI3HmYxDD
18,"Kings & Queens","Ava Max",9265,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
19,"THE SCOTTS","THE SCOTTS",9200,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
20,"Djomb - Bien ou quoi",Bosh,9135,https://open.spotify.com/track/0KBwGCY9RYD9t2zjeW4h48
21,"The Box","Roddy Ricch",9022,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
22,"Big Body Benz","Bonez MC",8918,https://open.spotify.com/track/2WOJ7D52Ng3myrKlEf4Azj
23,"Blueberry Faygo","Lil Mosey",8796,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
24,"Break My Heart","Dua Lipa",8709,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
25,Supalonely,BENEE,8560,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw
26,"Don't Start Now","Dua Lipa",8181,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
27,"Some Say - Felix Jaehn Remix",Nea,7548,https://open.spotify.com/track/7C1trmcQQ5n5RNy4l6ziCv
28,Falling,"Trevor Daniel",7410,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
29,Tusa,"KAROL G",7394,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
30,"How You Like That",BLACKPINK,7373,https://open.spotify.com/track/3vAn0qZzdyuHamcrpkfiX3
31,"In Your Eyes","The Weeknd",7360,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
32,"HIGHEST IN THE ROOM","Travis Scott",7309,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
33,"All Dem Talk (feat. Gzuz & Dutchavelli)",Noizy,7029,https://open.spotify.com/track/4guHn2NQzdOLHy8ABHuVML
34,"Someone You Loved","Lewis Capaldi",7016,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
35,Dior,"Pop Smoke",6981,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
36,"Before You Go","Lewis Capaldi",6914,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
37,"Rover (feat. DTG)",S1mba,6817,https://open.spotify.com/track/4slSrbTK1sNK4I1mDYEthf
38,goosebumps,"Travis Scott",6767,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
39,Angela,Hatik,6667,https://open.spotify.com/track/6ab3CQvDlAVttThZucwGQ1
40,Roller,"Apache 207",6535,https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M
41,"TROLLZ (with Nicki Minaj)",6ix9ine,6497,https://open.spotify.com/track/3dVvWnj4D8JGkKvo6Hucso
42,"Lose Somebody",Kygo,6494,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza
