,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Dance Monkey","Tones And I",25197,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
2,"The Box","Roddy Ricch",24379,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
3,"Blinding Lights","The Weeknd",20969,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD
4,"Life Is Good (feat. Drake)",Future,19433,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc
5,Falling,"Trevor Daniel",17864,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa
6,ROXANNE,"Arizona Zervas",16663,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
7,Yummy,"Justin Bieber",16354,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l
8,"Don't Start Now","Dua Lipa",15184,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg
9,Roller,"Apache 207",13940,https://open.spotify.com/track/6hw1Sy9wZ8UCxYGdpKrU6M
10,Memories,"Maroon 5",13225,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
11,"everything i wanted","Billie Eilish",12320,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
12,"Ne reviens pas",Gradur,12104,https://open.spotify.com/track/4TnFANpjVwVKWzkxNzIyFH
13,Circles,"Post Malone",12060,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
14,"Lose You To Love Me","Selena Gomez",11422,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
15,"Ride It",Regard,11113,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
16,"RITMO (Bad Boys For Life)","Black Eyed Peas",10841,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf
17,Señorita,"Shawn Mendes",10813,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
18,Rare,"Selena Gomez",10097,https://open.spotify.com/track/7HMmFQsKsljwTw8bS7lu19
19,"hot girl bummer",blackbear,9404,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
20,"Someone You Loved","Lewis Capaldi",9269,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
21,"bad guy","Billie Eilish",9003,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
22,BOP,DaBaby,8916,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
23,"Trampoline (with ZAYN)",SHAED,8750,https://open.spotify.com/track/2ez6qvOTHKeI3ss80NGqnI
24,"HIGHEST IN THE ROOM","Travis Scott",8605,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
25,"Before You Go","Lewis Capaldi",8510,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
26,"Lose Control",MEDUZA,8469,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
27,"Beautiful People (feat. Khalid)","Ed Sheeran",7967,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
28,"My Oh My (feat. DaBaby)","Camila Cabello",7741,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K
29,"Roses - Imanbek Remix","SAINt JHN",7685,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI
30,110,"Capital Bra",7579,https://open.spotify.com/track/67ojvEGRPAUCOohuMPqoRC
31,"No Idea","Don Toliver",7386,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu
