,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Last Christmas",Wham!,473310,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
2,"All I Want for Christmas Is You","Mariah Carey",463743,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
3,Shallow,"Lady Gaga",417971,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
4,"Toy Story",Bedoes,363673,https://open.spotify.com/track/1bpjCGto1wM6A8UOmX32o4
5,"Chłopaki nie płaczą",Bedoes,363029,https://open.spotify.com/track/4glBRF3uJCf3bTG4hhIhpn
6,"Santa Tell Me","Ariana Grande",359427,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
7,"thank u, next","Ariana Grande",333326,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
8,Bestia,"Young Igi",332163,https://open.spotify.com/track/5b9RQx9CLZRZcO1W8PvmcB
9,"Nie Ma Fal","Dawid Podsiadło",321023,https://open.spotify.com/track/3kWcNl9IThew9vwO8UM3fD
10,"Ładni smutni ludzie",Paluch,320575,https://open.spotify.com/track/49uKuntJ8VMAHlF2a0U793
11,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",310941,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
12,Małomiasteczkowy,"Dawid Podsiadło",308611,https://open.spotify.com/track/77vLpSAMNzeYL4EBeZxWqI
13,"It's the Most Wonderful Time of the Year","Andy Williams",303118,https://open.spotify.com/track/5hslUAKq9I9CG2bAulFkHN
14,"Let It Snow! Let It Snow! Let It Snow!","Dean Martin",290575,https://open.spotify.com/track/2uFaJJtFpPDc5Pa95XzTvg
15,"Driving Home for Christmas","Chris Rea",288745,https://open.spotify.com/track/3Z3QhZAZpqwZa1phsbQ3JZ
16,"Merry Christmas Everyone - Remastered","Shakin' Stevens",281346,https://open.spotify.com/track/2ISl1zekPsc26sUQpVt8UB
17,Janosik,Bedoes,266064,https://open.spotify.com/track/3cvRpuLZT1c7pzuEVwDrUI
18,Początek,"Męskie Granie Orkiestra 2018",262122,https://open.spotify.com/track/6TfeSFGbqxGjIKuKLQOsKC
19,"Jingle Bell Rock - Daryl's Version","Daryl Hall & John Oates",261363,https://open.spotify.com/track/6pVW5LRWgeLaHudxauOTJU
20,"Najnowszy Klip","Dawid Podsiadło",257909,https://open.spotify.com/track/35UvOH0tRlSCdtWtaXuiWh
21,"Without Me",Halsey,251277,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
22,"Sweet but Psycho","Ava Max",246179,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
23,Hinata,Szpaku,245888,https://open.spotify.com/track/77URj1iTPpQ2UF0RCqadLv
24,Trofea,"Dawid Podsiadło",242183,https://open.spotify.com/track/3pe05XBTPu2wpWwkVPzuUX
25,"In My Mind",Dynoro,230298,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
26,Balans,Paluch,227701,https://open.spotify.com/track/2kJ45danEDdh4BqGPgoCbX
27,Fiji,"Taco Hemingway",213358,https://open.spotify.com/track/2CdCs9y04oDuYCF4ewNzI7
28,"Sleigh Ride","The Ronettes",210332,https://open.spotify.com/track/4rERoP56GEEjKmshbphPBK
29,Dżins,"Dawid Podsiadło",205628,https://open.spotify.com/track/0Jb5dS1yA86aEoW9An0RyW
30,"Holly Jolly Christmas","Michael Bublé",205198,https://open.spotify.com/track/6tjituizSxwSmBB5vtgHZE
31,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",203879,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
32,Youngblood,"5 Seconds of Summer",202685,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
33,"High Hopes","Panic! At The Disco",201402,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
34,"Be Alright","Dean Lewis",199546,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
35,05:05,Bedoes,195197,https://open.spotify.com/track/4oiXEXaXR2IPf3GVms9MLK
36,UFO,Szpaku,194191,https://open.spotify.com/track/6fSujm54jeDJopx8dVv517
37,"Santa Baby","Kylie Minogue",192628,https://open.spotify.com/track/2SBr3MK1sdMs8IxdRcN6qz
38,Mistletoe,"Justin Bieber",192393,https://open.spotify.com/track/7xapw9Oy21WpfEcib2ErSA
39,"Wonderful Dream (Holidays Are Coming) - Radio Version","Melanie Thornton",189989,https://open.spotify.com/track/0SvD6EdetxVtXei2JhkV4B
40,Wiking,Sarius,183993,https://open.spotify.com/track/1ef8jV2jElVL74JzBKo6K7
41,"Mój kościół",Paluch,181181,https://open.spotify.com/track/2UNQ43ByAYGEMUkGYmHshx
42,"Kiss and Make Up","Dua Lipa",179492,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
43,Tamagotchi,TACONAFIDE,178733,https://open.spotify.com/track/3yI9jZu5AE7y7kUCqfBhCA
44,"Nie Kłami","Dawid Podsiadło",178409,https://open.spotify.com/track/3FwWzOCkDwhu1RWTz3CSxJ
45,"Weź nie pytaj","Paweł Domagała",177753,https://open.spotify.com/track/5jakU1mpB03Dkl1ao0XlyK
46,Outside,Kartky,177239,https://open.spotify.com/track/4SDdeq8HUaKPUGiE4WMASH
47,"Do They Know It's Christmas? - 1984 Version","Band Aid",176030,https://open.spotify.com/track/0247StOpd3AkeBQzANX4Zf
48,LIS,"Dawid Podsiadło",175767,https://open.spotify.com/track/6MBvwe7DJPyMnmwXX86mKX
49,Natural,"Imagine Dragons",174565,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT
50,"Promises (with Sam Smith)","Calvin Harris",170175,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
51,Spłata,Paluch,169561,https://open.spotify.com/track/3EaoaayDsLFXigoiMClEzg
52,"when the party's over","Billie Eilish",168422,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
53,"Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version","Paul McCartney",165272,https://open.spotify.com/track/7Lbxvt42JsNSKVCaN63qhD
54,Euforia,Otsochodzi,164400,https://open.spotify.com/track/7KMMRJ4dtn1rFXCXseKzYc
55,Pudle,Paluch,164291,https://open.spotify.com/track/0bQg2TnhlK3MHIe1CegM5A
56,"It's Beginning to Look a Lot like Christmas","Michael Bublé",160263,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
57,"Christmas Lights",Coldplay,159962,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL
58,"Rozovoye Vino",Eldzhey,159617,https://open.spotify.com/track/4LDcQ9sLkKCie4XcKaEwJD
59,"Nie myśl o tym",Paluch,158496,https://open.spotify.com/track/3Na6xCDvcMvIuMSZFG2fi2
60,"Mistletoe and Wine","Cliff Richard",158428,https://open.spotify.com/track/3AgiRs3oxc2dFh0CPUHXJs
61,"Czerwony dywan",Paluch,156733,https://open.spotify.com/track/4Y5DgS7I3IS33FhcLUzq4h
62,"Let You Love Me","Rita Ora",156655,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP
63,Gady,Bedoes,153486,https://open.spotify.com/track/6QnHmLsASo72esf6oEw0Rv
64,California,"White 2115",152186,https://open.spotify.com/track/2nFaT0t36H6UX3wN3Vxvjm
65,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",152165,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
