,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Roli Glitzer Glitzer (feat. Luciano & Eno)","Capital Bra",217343,https://open.spotify.com/track/6Yocr5JJOjupv71R5uhye5
2,"500 PS","Bonez MC",210689,https://open.spotify.com/track/4UOXo3xWnxYdTf3sFyRaUG
3,"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)",KitschKrieg,209533,https://open.spotify.com/track/4Nip6oiJU24LqcUEi7u19S
4,Kokain,"Bonez MC",201044,https://open.spotify.com/track/4Bj3usjRTckEJARO0dLbDf
5,"Nummer unterdrückt","Bonez MC",160370,https://open.spotify.com/track/2SRVj6ceeIffVEm9NFyRHI
6,Happier,Marshmello,155283,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
7,"In My Mind",Dynoro,152454,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
8,"Fightclub (feat. Samra & AK Ausserkontrolle)","Capital Bra",129289,https://open.spotify.com/track/3eMwf7uAEn1VJcmd12gMmi
9,Risiko,"Bonez MC",124758,https://open.spotify.com/track/4HIv1dRF270YMyfvuxnF0d
10,"Be Alright","Dean Lewis",116837,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
11,Shallow,"Lady Gaga",116713,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
12,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",114075,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
13,"High Hopes","Panic! At The Disco",112482,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
14,UFF,Veysel,109862,https://open.spotify.com/track/6XjEOPgbgHKcaHcunEHSJJ
15,"BONNIE & CLYDE",Loredana,108569,https://open.spotify.com/track/5UtiebKGhsSce9gX1qCqic
16,"Promises (with Sam Smith)","Calvin Harris",103058,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
17,"Dior 2001",RIN,102133,https://open.spotify.com/track/2eNSyVH3sNPiAj9WpRYK73
18,Facetime,Dardan,100413,https://open.spotify.com/track/0oZyouBDStcJEUbTmSfys2
19,"Eastside (with Halsey & Khalid)","benny blanco",98325,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
20,"Ja Mann!","Bonez MC",98298,https://open.spotify.com/track/4XHP5B63UsW0GniEx7oMHu
21,Shotgun,"George Ezra",96486,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
22,"Melodien (feat. Juju)","Capital Bra",95876,https://open.spotify.com/track/5d35jcJj7WjDQBOHCHPY6t
23,Prominent,"Bonez MC",95704,https://open.spotify.com/track/4JxvECbZ3Oes1eUrmhQNSH
24,Kompanie,"Bonez MC",93562,https://open.spotify.com/track/6Cy4jkukjKnIqGYkU7xCeF
25,"Body (feat. brando)","Loud Luxury",92078,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
