,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)",KitschKrieg,207029,https://open.spotify.com/track/4Nip6oiJU24LqcUEi7u19S
2,Allein,"Capital Bra",202885,https://open.spotify.com/track/7vaAOcDpqY5x9VXefVbGIT
3,"500 PS","Bonez MC",179446,https://open.spotify.com/track/4UOXo3xWnxYdTf3sFyRaUG
4,Meer,Luciano,173889,https://open.spotify.com/track/6hcqxx32EL884qpJXDstsA
5,Kokain,"Bonez MC",160983,https://open.spotify.com/track/4Bj3usjRTckEJARO0dLbDf
6,"In meiner Zone 2.0","RAF Camora",151804,https://open.spotify.com/track/0bjRU06oKQ7Rt7kle9zA2b
7,"Ich liebe es (feat. XATAR & SAMY)","Capital Bra",149575,https://open.spotify.com/track/3nOapu3bCsgKa3WKLwjF9n
8,"In My Mind",Dynoro,141587,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
9,Happier,Marshmello,140258,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
10,"Roli Glitzer Glitzer (feat. Luciano & Eno)","Capital Bra",139285,https://open.spotify.com/track/6Yocr5JJOjupv71R5uhye5
11,"Nummer unterdrückt","Bonez MC",130200,https://open.spotify.com/track/2SRVj6ceeIffVEm9NFyRHI
12,"High Hopes","Panic! At The Disco",118000,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
13,Shallow,"Lady Gaga",113493,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
14,"Be Alright","Dean Lewis",112482,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
15,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",110689,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
16,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,107967,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
17,Risiko,"Bonez MC",99536,https://open.spotify.com/track/4HIv1dRF270YMyfvuxnF0d
18,"Dior 2001",RIN,97269,https://open.spotify.com/track/2eNSyVH3sNPiAj9WpRYK73
19,"BONNIE & CLYDE",Loredana,95019,https://open.spotify.com/track/5UtiebKGhsSce9gX1qCqic
20,Facetime,Dardan,94400,https://open.spotify.com/track/0oZyouBDStcJEUbTmSfys2
21,"Fightclub (feat. Samra & AK Ausserkontrolle)","Capital Bra",93860,https://open.spotify.com/track/3eMwf7uAEn1VJcmd12gMmi
22,"Promises (with Sam Smith)","Calvin Harris",91235,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
23,"Melodien (feat. Juju)","Capital Bra",90479,https://open.spotify.com/track/5d35jcJj7WjDQBOHCHPY6t
