,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"All I Want for Christmas Is You","Mariah Carey",221925,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
2,"Baller los",MERO,201750,https://open.spotify.com/track/1IPRghUN3LFPNbCTsfBJx9
3,"Last Christmas",Wham!,200057,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
4,"Sweet but Psycho","Ava Max",186855,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
5,"Driving Home for Christmas","Chris Rea",150738,https://open.spotify.com/track/3Z3QhZAZpqwZa1phsbQ3JZ
6,"Merry Christmas Everyone - Remastered","Shakin' Stevens",146412,https://open.spotify.com/track/2ISl1zekPsc26sUQpVt8UB
7,"Tausend Tattoos",Sido,146185,https://open.spotify.com/track/2PAYSgrVOBz8RJqp9B7QLu
8,"Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version","Paul McCartney",138787,https://open.spotify.com/track/7Lbxvt42JsNSKVCaN63qhD
9,Feuer,"Capital Bra",137680,https://open.spotify.com/track/3yuMTMJQ2gkvLhMVZLrcRV
10,"High Hopes","Panic! At The Disco",136613,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
11,"Santa Tell Me","Ariana Grande",135644,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
12,"Happy Xmas (War Is Over) - Remastered 2010","John Lennon",130307,https://open.spotify.com/track/3zJw3rugfpVrmBeDDnUYzy
13,"Perfekt (feat. Sofiane)","RAF Camora",123508,https://open.spotify.com/track/38KR9aB0bPkjM4gKhKr7tr
14,"500 PS","Bonez MC",121987,https://open.spotify.com/track/4UOXo3xWnxYdTf3sFyRaUG
15,"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)",KitschKrieg,114117,https://open.spotify.com/track/4Nip6oiJU24LqcUEi7u19S
16,"Wonderful Dream (Holidays Are Coming) - Radio Version","Melanie Thornton",112756,https://open.spotify.com/track/0SvD6EdetxVtXei2JhkV4B
17,Zoey,Nimo,112289,https://open.spotify.com/track/0dGSOCj6hdV5Nr0V8FjONc
18,"It's Beginning to Look a Lot like Christmas","Michael Bublé",107283,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
19,Cataleya,Samra,105975,https://open.spotify.com/track/3MrTi2XjvQCZm8V1P1ryuR
20,"thank u, next","Ariana Grande",103727,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
21,Hallelujah,Pentatonix,101699,https://open.spotify.com/track/550rQQCGkrTzvp4SfpOPzx
22,"Be Alright","Dean Lewis",101109,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
23,"Thank God It's Christmas - 2011 Remaster",Queen,98785,https://open.spotify.com/track/3AymrUApW5JKKaNrHQhcBG
24,"Without Me",Halsey,95644,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
25,Kokain,"Bonez MC",95639,https://open.spotify.com/track/4Bj3usjRTckEJARO0dLbDf
