,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Cataleya,Samra,204956,https://open.spotify.com/track/3MrTi2XjvQCZm8V1P1ryuR
2,"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)",KitschKrieg,181581,https://open.spotify.com/track/4Nip6oiJU24LqcUEi7u19S
3,Allein,"Capital Bra",148744,https://open.spotify.com/track/4tW7mc0pab35DznfVlr3px
4,"500 PS","Bonez MC",144994,https://open.spotify.com/track/4UOXo3xWnxYdTf3sFyRaUG
5,"thank u, next","Ariana Grande",144569,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
6,"Ich liebe es (feat. XATAR & SAMY)","Capital Bra",135048,https://open.spotify.com/track/71XGMPKmWtVxO7bGcGZhbn
7,"High Hopes","Panic! At The Disco",133362,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
8,Meer,Luciano,132293,https://open.spotify.com/track/6hcqxx32EL884qpJXDstsA
9,Kokain,"Bonez MC",130196,https://open.spotify.com/track/4Bj3usjRTckEJARO0dLbDf
10,Happier,Marshmello,128100,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
11,"Be Alright","Dean Lewis",121045,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
12,"In My Mind",Dynoro,117872,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
13,Shallow,"Lady Gaga",116169,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
14,"Tausend Tattoos",Sido,108787,https://open.spotify.com/track/1rGZd7EVl4aOClpzDLNPwy
15,"Sweet but Psycho","Ava Max",105418,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
16,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",105211,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
17,"Nummer unterdrückt","Bonez MC",100851,https://open.spotify.com/track/2SRVj6ceeIffVEm9NFyRHI
18,"Roli Glitzer Glitzer (feat. Luciano & Eno)","Capital Bra",99559,https://open.spotify.com/track/5P8EPCYTLW2bR4PanlvEpI
19,Natural,"Imagine Dragons",95133,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT
20,"Let You Love Me","Rita Ora",89218,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
21,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,89035,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
22,"Eastside (with Halsey & Khalid)","benny blanco",87459,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
23,Facetime,Dardan,84788,https://open.spotify.com/track/0oZyouBDStcJEUbTmSfys2
24,"Body (feat. brando)","Loud Luxury",84538,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
25,"Dior 2001",RIN,84219,https://open.spotify.com/track/2eNSyVH3sNPiAj9WpRYK73
26,"Falling Down - Bonus Track","Lil Peep",82351,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9
27,"Without Me",Halsey,81743,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
28,"Promises (with Sam Smith)","Calvin Harris",78396,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
29,"Fightclub (feat. Samra & AK Ausserkontrolle)","Capital Bra",78149,https://open.spotify.com/track/3lr7xUKPIBRmOWwGY2JNSH
30,"Bad Liar","Imagine Dragons",78119,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
31,Risiko,"Bonez MC",76965,https://open.spotify.com/track/4HIv1dRF270YMyfvuxnF0d
32,"BONNIE & CLYDE",Loredana,76718,https://open.spotify.com/track/5UtiebKGhsSce9gX1qCqic
33,"Melodien (feat. Juju)","Capital Bra",76034,https://open.spotify.com/track/5d35jcJj7WjDQBOHCHPY6t
34,"In meiner Zone 2.0","RAF Camora",74857,https://open.spotify.com/track/0bjRU06oKQ7Rt7kle9zA2b
35,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",74508,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8
36,"when the party's over","Billie Eilish",73130,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
37,UFF,Veysel,71544,https://open.spotify.com/track/6XjEOPgbgHKcaHcunEHSJJ
38,Shotgun,"George Ezra",70456,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
39,Rise,"Jonas Blue",66530,https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx
40,BAD!,XXXTENTACION,66513,https://open.spotify.com/track/4CH66Rxcjcj3VBHwmIBj4T
41,TGV,Veysel,62059,https://open.spotify.com/track/6znV0VSQjAuP2WaIpC6YEz
42,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",60806,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
43,"Bohemian Rhapsody - 2011 Mix",Queen,59910,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
44,"Girls Like You (feat. Cardi B)","Maroon 5",59301,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
45,"Maybach (feat. Bushido)","Capital Bra",59223,https://open.spotify.com/track/4gS5rKGbcgXsSMXGmwzBl6
46,"I Love It (& Lil Pump)","Kanye West",58498,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
47,Casanova,"Summer Cem",58466,https://open.spotify.com/track/0jB0RNZIfaihaDKNmdrI40
48,MoneyGram,Luciano,58357,https://open.spotify.com/track/7kh5weCB2Jm19XOg1XtOpe
49,Youngblood,"5 Seconds of Summer",56996,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
50,"Kiss and Make Up","Dua Lipa",56263,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
51,2002,Anne-Marie,54334,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
52,"MIA (feat. Drake)","Bad Bunny",54099,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
53,Mercedes,Eno,52620,https://open.spotify.com/track/3FHppoOv1gMexzC9XyMCFz
54,"Selbst verdient","Capital Bra",52572,https://open.spotify.com/track/5w5Zq6IAtSo1vBXBofvgZ9
55,"Better Now","Post Malone",51343,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
56,"Woman Like Me (feat. Nicki Minaj)","Little Mix",50713,https://open.spotify.com/track/6rrTr2HEAzlpC4KWZxF3S1
57,"SICKO MODE","Travis Scott",50697,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
58,Nevermind,"Dennis Lloyd",47969,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
59,"Das erste Mal (feat. 18 Karat)",Kollegah,47352,https://open.spotify.com/track/2oodTJBiwgY3lrZV5W3P1N
60,"Solo (feat. Demi Lovato)","Clean Bandit",47264,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
61,Copacabana,"Leon Machère",47072,https://open.spotify.com/track/214Mx6MSJhtaO1uPtZGqLH
62,Better,Khalid,46944,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
63,Neymar,"Capital Bra",46445,https://open.spotify.com/track/7ecGSqT8Ulbzhs5QwgWGVN
64,Prominenz,"AK AUSSERKONTROLLE",45482,https://open.spotify.com/track/3w4Y1rJyL55iuKVu0kLXw9
65,Prominent,"Bonez MC",44417,https://open.spotify.com/track/4JxvECbZ3Oes1eUrmhQNSH
66,Mula,Mert,44284,https://open.spotify.com/track/06xtJscJRJBZjTThCy46iq
67,"Cordula Grün",Josh.,44146,https://open.spotify.com/track/483ykNWhSQXYprueXUMNeo
68,"Don't Stop Me Now - 2011 Mix",Queen,42961,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7
69,"Born To Be Yours",Kygo,42863,https://open.spotify.com/track/4M3FO0ji6Lc8vwD1sgf1nc
70,"Ja Mann!","Bonez MC",42837,https://open.spotify.com/track/4XHP5B63UsW0GniEx7oMHu
71,SAD!,XXXTENTACION,42208,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
72,Ballin,Luciano,42022,https://open.spotify.com/track/1ZxBGZ7pxkh0VwFRp6biXk
73,"One Night Stand","Capital Bra",42012,https://open.spotify.com/track/3AXtDUSO78KrGa9Rq8rWUS
74,"Goodbye (feat. Nicki Minaj & Willy William)","Jason Derulo",41541,https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG
75,"Nike Pullover",Azet,40908,https://open.spotify.com/track/4rAN7PfOWxyR9MAeUd7wLy
