,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Kokain,"Bonez MC",269364,https://open.spotify.com/track/1H3oIeKUEHpBhXUiso0IMH
2,"In My Mind",Dynoro,205016,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
3,UFF,Veysel,186409,https://open.spotify.com/track/6XjEOPgbgHKcaHcunEHSJJ
4,"BONNIE & CLYDE",Loredana,178762,https://open.spotify.com/track/5UtiebKGhsSce9gX1qCqic
5,"500 PS","Bonez MC",172779,https://open.spotify.com/track/641R77CBy4bOLGRcA9sgHy
6,"INTERNATIONAL GANGSTAS","Farid Bang",161350,https://open.spotify.com/track/4IAVIBh9jbYN30DwpHFMD4
7,"Dior 2001",RIN,150970,https://open.spotify.com/track/2eNSyVH3sNPiAj9WpRYK73
8,Happier,Marshmello,150524,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
9,"I Love It (& Lil Pump)","Kanye West",145505,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
10,Risiko,"Bonez MC",141349,https://open.spotify.com/track/0mjbIwkdLPK5g2nGzhacjU
11,"Falling Down - Bonus Track","Lil Peep",138879,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q
12,Facetime,Dardan,136599,https://open.spotify.com/track/0oZyouBDStcJEUbTmSfys2
13,"Melodien (feat. Juju)","Capital Bra",128315,https://open.spotify.com/track/5d35jcJj7WjDQBOHCHPY6t
14,Shotgun,"George Ezra",124806,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
15,"Promises (with Sam Smith)","Calvin Harris",112710,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
16,"Body (feat. brando)","Loud Luxury",105547,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
17,"Eastside (with Halsey & Khalid)","benny blanco",101445,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
18,Rise,"Jonas Blue",101044,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
19,"High Hopes","Panic! At The Disco",93646,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
20,Casanova,"Summer Cem",92537,https://open.spotify.com/track/0jB0RNZIfaihaDKNmdrI40
21,"Lucky You (feat. Joyner Lucas)",Eminem,91494,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
22,"Girls Like You (feat. Cardi B)","Maroon 5",90546,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
23,"Bella ciao - HUGEL Remix","El Profesor",89499,https://open.spotify.com/track/1MFSD0AkPk8Yq7TDEhrHcb
24,2002,Anne-Marie,85690,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
25,"Cordula Grün",Josh.,84214,https://open.spotify.com/track/483ykNWhSQXYprueXUMNeo
26,"Be Alright","Dean Lewis",83756,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
27,"Solo (feat. Demi Lovato)","Clean Bandit",81262,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
28,"Wie ein Alpha",Kollegah,80584,https://open.spotify.com/track/6ctK397vh20Ok72DMhbRI6
29,BlaBla,"Azzi Memo",77543,https://open.spotify.com/track/4mGxpq4nAOz9ZHe7GmPcgO
30,Mercedes,Eno,74884,https://open.spotify.com/track/0VNlBq4JKqvlIlveSwC4WJ
31,"Blah Blah Blah","Armin van Buuren",74379,https://open.spotify.com/track/0tp6mwUt99QnfY95T30Lqj
32,Nevermind,"Dennis Lloyd",73861,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
33,Wellou,Kurdo,70110,https://open.spotify.com/track/1phPPgHcR590i0y8c9H36r
34,Copacabana,"Leon Machère",69966,https://open.spotify.com/track/214Mx6MSJhtaO1uPtZGqLH
35,"Jackie Chan",Tiësto,69152,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
36,"Born To Be Yours",Kygo,68937,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
37,"Don't Leave Me Alone (feat. Anne-Marie)","David Guetta",68397,https://open.spotify.com/track/2zy9TMoZlYGuCNY4TLqG24
38,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,66391,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
39,"Oh Child","Robin Schulz",64578,https://open.spotify.com/track/77VLYTyrdlHEWcjhjQoXlz
40,Neymar,"Capital Bra",64345,https://open.spotify.com/track/7ecGSqT8Ulbzhs5QwgWGVN
41,Natural,"Imagine Dragons",63088,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
42,Safe,"Nico Santos",62144,https://open.spotify.com/track/5B7AL4ZcRVNsUzR8WUVxmT
43,"Only Thing We Know","Alle Farben",60267,https://open.spotify.com/track/77YLeSEI8unMbZVWNUqioQ
44,"Whenever (feat. Conor Maynard)","Kris Kross Amsterdam",59946,https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z
45,"Better Now","Post Malone",58932,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
46,"In My Feelings",Drake,58401,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
47,"One Night Stand","Capital Bra",57951,https://open.spotify.com/track/3AXtDUSO78KrGa9Rq8rWUS
48,Testarossa,"Miami Yacine",56940,https://open.spotify.com/track/5f6Bft94CPc7caZuqywckE
49,"Nike Pullover",Azet,55895,https://open.spotify.com/track/4rAN7PfOWxyR9MAeUd7wLy
50,Mephisto,Bushido,54164,https://open.spotify.com/track/5HZaPWkOHUioEbruRY8HnL
51,Unterwegs,"AK AUSSERKONTROLLE",53634,https://open.spotify.com/track/7k6sTmc6wuOnvelPcOMyf1
52,"Change Your Mind",ELI,53147,https://open.spotify.com/track/4kOlyvj9WiPrI4zpmzKAeA
53,"Für Euch alle (feat. Samra & Capital Bra)",Bushido,51243,https://open.spotify.com/track/78CLZUWhsxIDwObCKOh1fh
54,"Lucid Dreams","Juice WRLD",50873,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
55,Better,Khalid,50787,https://open.spotify.com/track/4T3fNx3CgwDRRYgmFCbD4J
56,"Ruf mich nicht an",Mert,50071,https://open.spotify.com/track/7bTpDFKTd8GiLzrDclmCjh
57,SAD!,XXXTENTACION,49595,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
58,"Toto (feat. RAF Camora)",Noizy,49425,https://open.spotify.com/track/1fyvQWmRbW81M0xXKI1Rrk
59,Killshot,Eminem,49353,https://open.spotify.com/track/1jo3TwNGCXfNdB5uba3ZVv
60,"Kennzeichen B-TK","Capital Bra",48135,https://open.spotify.com/track/4kAIdBQEmb1M9ryd9tNSCD
61,Youngblood,"5 Seconds of Summer",47668,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
62,"Taste (feat. Offset)",Tyga,46680,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
