,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Roses - Imanbek Remix","SAINt JHN",59551,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
2,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,58400,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
3,"Go Gettas",andrei,56478,https://open.spotify.com/track/6GiTUiS0A8ORsZesaOSwj2
4,"Savage Love (Laxed - Siren Beat)","Jawsh 685",55960,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
5,"Blinding Lights","The Weeknd",52936,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
6,"TKN (feat. Travis Scott)",ROSALÍA,49646,https://open.spotify.com/track/4w47S36wQGBhGg073q3nt7
7,"Breaking Me",Topic,48604,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
8,"Watermelon Sugar","Harry Styles",47718,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
9,"Smile (with The Weeknd)","Juice WRLD",45327,https://open.spotify.com/track/6wQlQrTY5mVS8EGaFZVwVF
10,"HIGHEST IN THE ROOM","Travis Scott",43772,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
11,"WAP (feat. Megan Thee Stallion)","Cardi B",43673,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
12,"Jale - Djeale Romanian Remix",Jador,41813,https://open.spotify.com/track/3WV0ujoWqeaETjbUtX7svc
13,"Blueberry Faygo","Lil Mosey",41110,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
14,PUNANI,6ix9ine,41035,https://open.spotify.com/track/41xKiK40e7MFu1bqcGSz1d
15,goosebumps,"Travis Scott",40967,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
16,Stai,"Killa Fonic",40088,https://open.spotify.com/track/6PPU2L6XRr9njn7GnLkAT7
17,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",38681,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
18,Dior,"Marko Glass",38565,https://open.spotify.com/track/2uYtcnrTxmHcH98YLAOOWh
19,"Miami Bici","Killa Fonic",38149,https://open.spotify.com/track/3x36ydx3x5LtlQLQUESjtl
20,"THE SCOTTS","THE SCOTTS",36228,https://open.spotify.com/track/39Yp9wwQiSRIDOvrVg7mbk
21,"Toosie Slide",Drake,35999,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
22,"Gang În Sus",Nane,35940,https://open.spotify.com/track/131QzZD2qg9fE0nxJSWZAT
23,"60 De Zile",Ian,35594,https://open.spotify.com/track/5ymFsfuMVDuG43ksIqCohv
24,Mili,Ian,35233,https://open.spotify.com/track/04cqASbER6wLs0me9FszxL
25,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow",35129,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
26,"The Woo (feat. 50 Cent & Roddy Ricch)","Pop Smoke",35023,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
27,"TROLLZ (with Nicki Minaj)",6ix9ine,34855,https://open.spotify.com/track/3dVvWnj4D8JGkKvo6Hucso
28,"GREECE (feat. Drake)","DJ Khaled",34651,https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad
29,Haolo,"Killa Fonic",34547,https://open.spotify.com/track/0eHoaHif9kYQXlHF5J5ti7
30,"The Box","Roddy Ricch",34414,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
31,"Kings & Queens","Ava Max",33788,https://open.spotify.com/track/76nqCfJOcFFWBJN32PAksn
32,"SICKO MODE","Travis Scott",33726,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
33,"Pala Mande",Azteca,33694,https://open.spotify.com/track/4li3bu2BbCyLJVrXIJnkgg
34,"Dragostea Ta",Nane,33194,https://open.spotify.com/track/2ZhMraqx6eOMFMb9gtzkCj
35,GOOBA,6ix9ine,32949,https://open.spotify.com/track/4NhDYoQTYCdWHTvlbGVgwo
36,"Party Girl",StaySolidRocky,32313,https://open.spotify.com/track/3IJYUaN3tx04S4TYyZHKoP
37,"8 Zile Din 7","B.U.G. Mafia",31745,https://open.spotify.com/track/61GaaPDkOPhmoCR4BC7hKe
38,"Life Is Good (feat. Drake)",Future,31571,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
39,"Before You Go","Lewis Capaldi",30641,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
40,Nefiu,Ian,30396,https://open.spotify.com/track/1QVYDQmJSBpQ1vnO5euZMk
41,"ily (i love you baby) (feat. Emilee)","Surf Mesa",30315,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
42,"Dau Moda",Jador,30149,https://open.spotify.com/track/0v1Yg2zOk3t0YoW8NWsgWt
43,"Sigur Dar Incet",Ian,29981,https://open.spotify.com/track/60sBlyutMbe8Qbta5EPd7o
44,Slăbiciuni,"DJ Project",29545,https://open.spotify.com/track/0Fx4mdAm8mPLGuTJB0ajB2
45,B.M.V.,Nane,29332,https://open.spotify.com/track/0YF7NWEb8CTZQFXCIL2Ztq
46,"Juma' de Mil",Nane,29134,https://open.spotify.com/track/2avy9NT26odQTHXzdfmsVp
47,"my future","Billie Eilish",28860,https://open.spotify.com/track/2ygvZOXrIeVL4xZmAWJT2C
48,Savana,"Marko Glass",28785,https://open.spotify.com/track/4BJsV9Iu4sJphgvAyDxfkp
49,"you broke me first","Tate McRae",28576,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
50,"OUT WEST (feat. Young Thug)",JACKBOYS,27376,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
51,"La Saltea",Nane,27103,https://open.spotify.com/track/6kJ1HOABHo08AMYp3PDj9d
52,Nein,Nane,27052,https://open.spotify.com/track/64aUDGfRGc52k2fMAYZcty
53,"Jerusalema (feat. Nomcebo Zikode)","Master KG",27039,https://open.spotify.com/track/2MlOUXmcofMackX3bxfSwi
54,Asfalt,Nane,26990,https://open.spotify.com/track/53nmFVEoiKcBTDPdYEsw6F
55,"Cum Era",Delia,26617,https://open.spotify.com/track/7xmJDeRlqSLFlyDBZ9JQs7
56,Dior,"Pop Smoke",26562,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
57,"POPSTAR (feat. Drake)","DJ Khaled",26381,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
58,"Break My Heart","Dua Lipa",26133,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
59,Fluture,Nane,25856,https://open.spotify.com/track/7fQDfMu75I2Ch7SZVmS3Cp
60,"Bag Un Blunt",Ian,25755,https://open.spotify.com/track/1nGnZ1SNJHg0qmCKZLiCgi
61,"Come & Go (with Marshmello)","Juice WRLD",25570,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
62,"death bed (coffee for your head)",Powfu,25223,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
63,"Someone You Loved","Lewis Capaldi",25215,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
64,"Wishing Well","Juice WRLD",25169,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
65,"Arde-ma Baby","Alex Velea",25093,https://open.spotify.com/track/0rfa9454z45KqBj4HpliwH
66,MAMACITA,"Black Eyed Peas",24892,https://open.spotify.com/track/24IgCW19L8lXKyFZwzFtD3
67,"Dance Monkey","Tones And I",24887,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
68,Secrete,"Carla's Dreams",24878,https://open.spotify.com/track/3Lxq3tB7w8EyJBwIYYyF9U
69,"After Party","Don Toliver",24621,https://open.spotify.com/track/527k23H0A4Q0UJN3vGs0Da
70,"N-O Poți Controla",Nane,24593,https://open.spotify.com/track/0yqEQgjQ8NGsrJpfPnevBE
71,"Tată De Zahăr",Nane,24319,https://open.spotify.com/track/3FJ6Bgw7r31lhJxXLiZoaX
72,"Ride It",Regard,24067,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
73,"Lose Control",MEDUZA,24001,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK
74,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",23837,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
75,"Godzilla (feat. Juice WRLD)",Eminem,23312,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
76,"Lucid Dreams","Juice WRLD",23165,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
77,"Mood Swings (feat. Lil Tjay)","Pop Smoke",22997,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
78,Falling,"Trevor Daniel",22902,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
79,"Go Crazy","Chris Brown",22560,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
80,Tacsu,"Marko Glass",22004,https://open.spotify.com/track/3K1VMhVAbP5LyyLMwDOJ7P
81,"Head & Heart (feat. MNEK)","Joel Corry",21582,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
82,"Xanny - Remix","Marko Glass",21164,https://open.spotify.com/track/4oMPZbzG1dK2UltYojsKu8
83,"Ce-Ţi Cântă Dragostea",Roxen,21127,https://open.spotify.com/track/2SbIarT6RP85tisGUGzCud
84,"WHATS POPPIN","Jack Harlow",20912,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM
85,"Intentions (feat. Quavo)","Justin Bieber",20865,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
86,"Don't Start Now","Dua Lipa",20700,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
87,"Rain On Me (with Ariana Grande)","Lady Gaga",20536,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
88,"Be Kind (with Halsey)",Marshmello,20496,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
89,SAD!,XXXTENTACION,20374,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
90,Zendaya,Ian,20263,https://open.spotify.com/track/1Rn0BcmlMIln0tapy6CaRW
91,Player,Ian,20196,https://open.spotify.com/track/7x0UdBzgDqtFCLfD5jzL34
92,ROXANNE,"Arizona Zervas",20179,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
93,"Jocelyn Flores",XXXTENTACION,20096,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
94,Secrets,Regard,20036,https://open.spotify.com/track/66W1rVTnEv86dIkFhoiElg
95,COCO,5GANG,19855,https://open.spotify.com/track/1IMoPCzZuFcWrmfw8nPwDe
96,Supermort,Nane,19847,https://open.spotify.com/track/13pEH6RHjXFEOOaLY9UCvZ
97,"Seara De Seara","Carla's Dreams",19794,https://open.spotify.com/track/2nxtGyeiTJ8CsDhPyzveR7
98,"Sute Albastre",Azteca,19614,https://open.spotify.com/track/5UJYv3KCtkNiHLF6CbLdlK
99,"Stunnin' (feat. Harm Franklin)","Curtis Waters",19529,https://open.spotify.com/track/2D0dj3hVkRQJCp63cxCPEx
100,Îndrăgostrip,Nane,19231,https://open.spotify.com/track/67uJv4hy7NQ569kCwHH8Zr
101,"In Your Eyes","The Weeknd",19216,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
102,"lovely (with Khalid)","Billie Eilish",19096,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
103,"Adore You","Harry Styles",19030,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
104,Contactu,"OG Eastbull",18815,https://open.spotify.com/track/2n62iPgTDwjpZz1LE08IKE
105,"bad guy","Billie Eilish",18730,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
106,"Strazile din Bucuresti","Florian Rus",18628,https://open.spotify.com/track/1tDk0Jot1RkxsPTPXaNM7k
107,"Let Me Down Slowly","Alec Benjamin",18412,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
