,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Señorita,"Shawn Mendes",73877,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
2,Ransom,"Lil Tecca",51290,https://open.spotify.com/track/1kBbgxAUc4HQv7cgIayIDH
3,Lalala,Y2K,40978,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo
4,"bad guy","Billie Eilish",39531,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
5,"Old Town Road - Remix","Lil Nas X",39226,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG
6,"Loco Contigo (feat. J. Balvin & Tyga)","DJ Snake",39190,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx
7,"I Don't Care (with Justin Bieber)","Ed Sheeran",37937,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
8,"Strazile din Bucuresti","Florian Rus",36765,https://open.spotify.com/track/1tDk0Jot1RkxsPTPXaNM7k
9,"Beautiful People (feat. Khalid)","Ed Sheeran",34792,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
10,"Goodbyes (Feat. Young Thug)","Post Malone",33739,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo
11,"boyfriend (with Social House)","Ariana Grande",32965,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t
12,"Someone You Loved","Lewis Capaldi",29500,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
13,"How Do You Sleep?","Sam Smith",29377,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y
14,"Piece Of Your Heart",MEDUZA,26694,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
15,"The London (feat. J. Cole & Travis Scott)","Young Thug",26352,https://open.spotify.com/track/3s4mrPrEFFPF0LmAfutW0n
16,"7 rings","Ariana Grande",26299,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
17,"Money In The Grave (Drake ft. Rick Ross)",Drake,25780,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb
18,"Takeaway (feat. Lennon Stella)","The Chainsmokers",25647,https://open.spotify.com/track/6wo37KVqFJhtuxPTpLCcfe
