,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"thank u, next","Ariana Grande",601717,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
2,Shallow,"Lady Gaga",495237,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
3,"Woman Like Me (feat. Nicki Minaj)","Little Mix",273359,https://open.spotify.com/track/6rrTr2HEAzlpC4KWZxF3S1
4,Happier,Marshmello,268661,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
5,"Let You Love Me","Rita Ora",255736,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
6,"Promises (with Sam Smith)","Calvin Harris",236871,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
7,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",226100,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8
8,"Always Remember Us This Way","Lady Gaga",219303,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
9,"Electricity (with Dua Lipa)","Silk City",214012,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
10,"Eastside (with Halsey & Khalid)","benny blanco",212362,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
11,"Be Alright","Dean Lewis",210502,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
12,"Without Me",Halsey,209102,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
13,"Back & Forth",MK,204032,https://open.spotify.com/track/4M8x1TR36VMQMFMbGCdoyA
14,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,200864,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
15,Better,Khalid,187095,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
16,"Sweet but Psycho","Ava Max",184192,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
17,"Kiss and Make Up","Dua Lipa",176145,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
18,"In My Mind",Dynoro,169407,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
