,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Promises (with Sam Smith)","Calvin Harris",388482,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
2,"Eastside (with Halsey & Khalid)","benny blanco",372898,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
3,Happier,Marshmello,361655,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
4,"I Love It (& Lil Pump)","Kanye West",361317,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
5,"In My Mind",Dynoro,287704,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
6,"Electricity (with Dua Lipa)","Silk City",287162,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
7,"Be Alright","Dean Lewis",281392,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
8,"Body (feat. brando)","Loud Luxury",233809,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
9,Shotgun,"George Ezra",214448,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
10,"Falling Down - Bonus Track","Lil Peep",211579,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q
11,breathin,"Ariana Grande",187121,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
12,Thunderclouds,Sia,186511,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi
13,"All I Am","Jess Glynne",186236,https://open.spotify.com/track/6X6SdJzxyw7GzxwP2fr9WV
14,Better,Khalid,174675,https://open.spotify.com/track/4T3fNx3CgwDRRYgmFCbD4J
15,"No Brainer","DJ Khaled",171396,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
16,"In My Feelings",Drake,155926,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
17,"High Hopes","Panic! At The Disco",154519,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
18,"Lucky You (feat. Joyner Lucas)",Eminem,154273,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
19,Rise,"Jonas Blue",154244,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
20,"God is a woman","Ariana Grande",152890,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
21,"Lucid Dreams","Juice WRLD",141198,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
22,"Mona Lisa (feat. Kendrick Lamar)","Lil Wayne",137536,https://open.spotify.com/track/0dbTQYW3Ad1FTzIA9t90E8
23,Killshot,Eminem,131382,https://open.spotify.com/track/1jo3TwNGCXfNdB5uba3ZVv
24,"Let You Love Me","Rita Ora",129860,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
25,"Back & Forth",MK,122633,https://open.spotify.com/track/4M8x1TR36VMQMFMbGCdoyA
26,"Goodbye (feat. Nicki Minaj & Willy William)","Jason Derulo",121908,https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG
27,"SICKO MODE","Travis Scott",121438,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
28,Nevermind,"Dennis Lloyd",120554,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
29,Youngblood,"5 Seconds of Summer",120514,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
30,"Taste (feat. Offset)",Tyga,116289,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
31,Shallow,"Lady Gaga",113995,https://open.spotify.com/track/5lK18Pt33xNudq4qYDxIm8
32,"Beautiful (feat. Camila Cabello)",Bazzi,113317,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
33,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",112153,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
34,"Solo (feat. Demi Lovato)","Clean Bandit",109506,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
35,"Girls Like You (feat. Cardi B)","Maroon 5",106334,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
36,2002,Anne-Marie,106017,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
37,"Jackie Chan",Tiësto,105016,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
38,"Ocean (feat. Khalid)","Martin Garrix",103199,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
39,SAD!,XXXTENTACION,103067,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
40,"Better Now","Post Malone",101370,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
41,"If You're Over Me","Years & Years",100502,https://open.spotify.com/track/1oc3jna2ablnfIKLYbKujl
42,"Just Got Paid",Sigala,99346,https://open.spotify.com/track/5CpkVOosLFc83LbwqO6hnI
43,Paradise,"George Ezra",94065,https://open.spotify.com/track/38zwkK6TtTjIW9tpYBfZ3D
44,"One Kiss (with Dua Lipa)","Calvin Harris",92375,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
45,"Don't Cry (feat. XXXTENTACION)","Lil Wayne",92080,https://open.spotify.com/track/5BQrp63SHCVf4bzCzJePne
46,"Only You (with Little Mix)","Cheat Codes",91831,https://open.spotify.com/track/54l9GJGQ1UCFKe2tzt1Vxt
47,"Happy Now",Zedd,89433,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
48,"no tears left to cry","Ariana Grande",88845,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
49,Natural,"Imagine Dragons",87147,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
50,"Ring Ring (feat. Mabel & Rich The Kid)","Jax Jones",79236,https://open.spotify.com/track/3pSfoP1xZllxEuZ6Oh6ebn
51,"No Stylist (feat. Drake)","French Montana",76628,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A
52,"Want To","Dua Lipa",73585,https://open.spotify.com/track/0CBFOvHlyqy30Q5tbyNHfQ
53,REMEDY,Alesso,72678,https://open.spotify.com/track/6jreFSOTUAViWjKyzOC4Kg
54,"This Feeling (feat. Kelsea Ballerini)","The Chainsmokers",71383,https://open.spotify.com/track/15kQGEy89K8deJcZVFEn0N
55,Moonlight,XXXTENTACION,70754,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
56,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",70666,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
57,"Love No More","Loud Luxury",70609,https://open.spotify.com/track/15fZrZhdK0g1BS9sDeW6sD
58,"Whenever (feat. Conor Maynard)","Kris Kross Amsterdam",69928,https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z
59,Anywhere,Sigma,65162,https://open.spotify.com/track/6lD9nDl7jBUSIPDMAMZjuD
60,"Lost Without You","Freya Ridings",65112,https://open.spotify.com/track/3QlF2ExmrRP0RM7ffv7y0Q
61,"I Like It","Cardi B",63918,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
62,"What About Me (feat. Sosamann)","Lil Wayne",63902,https://open.spotify.com/track/3JX0dOCIAiaR8MP3ryXWuM
63,Nonstop,Drake,63560,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
64,"The Ringer",Eminem,62782,https://open.spotify.com/track/2jt2WxXMCD4zjACthkJQVE
65,"Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky",62643,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
66,"Wake Up in the Sky","Gucci Mane",62040,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq
67,"Don't Leave Me Alone (feat. Anne-Marie)","David Guetta",61949,https://open.spotify.com/track/2zy9TMoZlYGuCNY4TLqG24
68,"Jocelyn Flores",XXXTENTACION,61176,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
69,"Born To Be Yours",Kygo,60947,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
70,"I'll Be There","Jess Glynne",60555,https://open.spotify.com/track/083Qf6hn6sFL6xiOHlZUyn
71,Noticed,"Lil Mosey",60450,https://open.spotify.com/track/7d6XJZjnm7iWcKwYL9z5kC
72,"RAP DEVIL","Machine Gun Kelly",60104,https://open.spotify.com/track/43TP6JCWXgkc2D7Xjz5hBr
73,"Let It Fly (feat. Travis Scott)","Lil Wayne",60078,https://open.spotify.com/track/0CBQ0m3mufWH75LTYB3s6h
74,"God's Plan",Drake,60022,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
75,"This Is Me","Keala Settle",58734,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U
76,"One Shot",Mabel,58706,https://open.spotify.com/track/1uSXWgU7H957sDwQZqFlw1
77,"rockstar (feat. 21 Savage)","Post Malone",58361,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
78,"Nice For What",Drake,57892,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
79,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,57647,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
80,"Bed (feat. Ariana Grande)","Nicki Minaj",57283,https://open.spotify.com/track/3L4GsGLgxpHieVQH86H8bv
81,Fall,Eminem,56822,https://open.spotify.com/track/58QhkbaAkLFnn7JwAnAato
82,"Love Someone","Lukas Graham",56665,https://open.spotify.com/track/2JqnpexlO9dmvjUMCaLCLJ
83,"Mr. Brightside","The Killers",56572,https://open.spotify.com/track/7oK9VyNzrYvRFo7nQEYkWN
84,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,56346,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
85,"Say My Name","David Guetta",55569,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6
86,Uproar,"Lil Wayne",53470,https://open.spotify.com/track/3wScL5W8H40zzCKN0atfBk
87,"Don’t Matter To Me (with Michael Jackson)",Drake,53406,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0
88,Ketamine,Versatile,53120,https://open.spotify.com/track/34gM5PULxWtqbplXUwbAo8
89,"Panic Room",Au/Ra,52522,https://open.spotify.com/track/3MkuFR7t25mu7Iscp6GGiV
90,Africa,TOTO,51721,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
91,"Follow Your Fire",Kodaline,51719,https://open.spotify.com/track/5ESJINHtOXLh3KSsazEfRf
92,"New Rules","Dua Lipa",49438,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
93,Lullaby,Sigala,48817,https://open.spotify.com/track/6Z0CSptkTKzOpownOPnK5g
94,"Shape of You","Ed Sheeran",48199,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
