,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",23533,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
2,"Venom - Music From The Motion Picture",Eminem,20191,https://open.spotify.com/track/2SL6oP2YAEQbqsrkOzRGO4
3,"MIA (feat. Drake)","Bad Bunny",15233,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
4,"Without Me",Halsey,14443,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
5,Shallow,"Lady Gaga",13928,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
6,"PASS OUT (feat. 21 Savage)",Quavo,13917,https://open.spotify.com/track/3edzl4zvKFi0D3iuF6cs2f
7,"I Love It (& Lil Pump)","Kanye West",13616,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
8,"Lucky You (feat. Joyner Lucas)",Eminem,13299,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
9,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",13146,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
10,"In My Mind",Dynoro,12561,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
11,"SICKO MODE","Travis Scott",12202,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
12,"Promises (with Sam Smith)","Calvin Harris",12017,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
13,"Falling Down - Bonus Track","Lil Peep",10874,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q
14,STOOPID,6ix9ine,10658,https://open.spotify.com/track/1jQvUmf16VE9WQCPuK2e8K
15,"No Stylist (feat. Drake)","French Montana",10119,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A
16,"Eastside (with Halsey & Khalid)","benny blanco",10019,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
17,"Woman Like Me (feat. Nicki Minaj)","Little Mix",9626,https://open.spotify.com/track/6rrTr2HEAzlpC4KWZxF3S1
18,"Let You Love Me","Rita Ora",9619,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
19,Killshot,Eminem,9617,https://open.spotify.com/track/1jo3TwNGCXfNdB5uba3ZVv
20,Nonstop,Drake,9588,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
21,Happier,Marshmello,9356,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
22,"God is a woman","Ariana Grande",9328,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
23,"Better Now","Post Malone",9323,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
24,Fall,Eminem,9279,https://open.spotify.com/track/58QhkbaAkLFnn7JwAnAato
25,Better,Khalid,9277,https://open.spotify.com/track/4T3fNx3CgwDRRYgmFCbD4J
26,ПЛАКАЛА,KAZKA,9222,https://open.spotify.com/track/1BFLQYT9DCh6GPn4GojRWE
27,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,8859,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
28,"In My Feelings",Drake,8792,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
29,"The Ringer",Eminem,8716,https://open.spotify.com/track/2jt2WxXMCD4zjACthkJQVE
30,Moonlight,XXXTENTACION,8414,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
31,"rockstar (feat. 21 Savage)","Post Malone",8202,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
32,Natural,"Imagine Dragons",8143,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
33,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",8105,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
34,"Taste (feat. Offset)",Tyga,7868,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
35,"Electricity (with Dua Lipa)","Silk City",7780,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
36,"Not Alike (feat. Royce Da 5'9)",Eminem,7759,https://open.spotify.com/track/28FGV3ORH14MYORd7s5dlU
37,"WORKIN ME",Quavo,7732,https://open.spotify.com/track/4MAsYGSgxsaj73dC2lvFC4
38,"Never Recover (Lil Baby & Gunna, Drake)","Lil Baby",7652,https://open.spotify.com/track/6wWaVoUOzLQJHd3bWAUpdZ
39,"I Like It","Cardi B",7466,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
40,"Mo Bamba","Sheck Wes",7345,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
41,SAD!,XXXTENTACION,7335,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
42,"Чужди усмивки","ToTo H",7197,https://open.spotify.com/track/7a4QHep3kxvGT9ZcP0z0G5
43,"BIGGEST ALLEY OOP",Quavo,7140,https://open.spotify.com/track/6Q36XucqrejMId3RydVhch
44,breathin,"Ariana Grande",7110,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
45,"LOSE IT (feat. Lil Baby)",Quavo,7055,https://open.spotify.com/track/69PkhA9q3xCWU2CzoZnLAu
46,"FLIP THE SWITCH (feat. Drake)",Quavo,6781,https://open.spotify.com/track/1rlIrbWboTRGeKfHhgbJRZ
47,Greatest,Eminem,6723,https://open.spotify.com/track/2XTquzYQAdT1Hk78bOUwsv
48,"Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky",6683,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
