,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Lucky You (feat. Joyner Lucas)",Eminem,35988,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
2,"The Ringer",Eminem,34225,https://open.spotify.com/track/2jt2WxXMCD4zjACthkJQVE
3,Greatest,Eminem,26882,https://open.spotify.com/track/2XTquzYQAdT1Hk78bOUwsv
4,Fall,Eminem,26807,https://open.spotify.com/track/58QhkbaAkLFnn7JwAnAato
5,"Not Alike (feat. Royce Da 5'9)",Eminem,25597,https://open.spotify.com/track/28FGV3ORH14MYORd7s5dlU
6,Kamikaze,Eminem,24094,https://open.spotify.com/track/2gsNpSn7VvvJuSrIDfRoYy
7,"Stepping Stone",Eminem,18545,https://open.spotify.com/track/60Z57Wdrn0pEVpHI7d7GAX
8,"Venom - Music From The Motion Picture",Eminem,17989,https://open.spotify.com/track/2SL6oP2YAEQbqsrkOzRGO4
9,Normal,Eminem,17983,https://open.spotify.com/track/0evt4UZbdhnHtcAnxkm6A1
10,"God is a woman","Ariana Grande",16660,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
11,"In My Feelings",Drake,16237,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
12,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,15004,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
13,"SICKO MODE","Travis Scott",14978,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
14,"Paul - Skit","Paul Rosenberg",14863,https://open.spotify.com/track/0Uv5Kp8sEnriJjkX4oLfNI
15,"Nice Guy (with Jessie Reyez)",Eminem,14642,https://open.spotify.com/track/09FfQO3PqHO4HIJL511Ksi
16,"Good Guy (feat. Jessie Reyez)",Eminem,14518,https://open.spotify.com/track/4g32MdRoqwGKQd3NXIRhpU
17,"In My Mind",Dynoro,13144,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
18,"Em Calls Paul - Skit",Eminem,13048,https://open.spotify.com/track/6B3zy3LOKHndqsviCr2z15
19,breathin,"Ariana Grande",11967,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
20,Nonstop,Drake,11654,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
21,"Taste (feat. Offset)",Tyga,11461,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
22,"Eastside (with Halsey & Khalid)","benny blanco",11003,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
23,"Promises (with Sam Smith)","Calvin Harris",10314,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
24,"I Like It","Cardi B",10281,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
25,STARGAZING,"Travis Scott",9621,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
26,"Чужди усмивки","ToTo H",9211,https://open.spotify.com/track/7a4QHep3kxvGT9ZcP0z0G5
27,"Girls Like You (feat. Cardi B)","Maroon 5",8813,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
28,"Solo (feat. Demi Lovato)","Clean Bandit",8768,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
29,"No Brainer","DJ Khaled",8510,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
30,Natural,"Imagine Dragons",8485,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
31,"no tears left to cry","Ariana Grande",7976,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
32,"Lucid Dreams","Juice WRLD",7798,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
33,"Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky",7795,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
34,"rockstar (feat. 21 Savage)","Post Malone",7484,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
35,"Better Now","Post Malone",7479,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
36,Happier,Marshmello,7392,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
37,"Body (feat. brando)","Loud Luxury",7377,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
38,"Whenever (feat. Conor Maynard)","Kris Kross Amsterdam",7228,https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z
39,SAD!,XXXTENTACION,7092,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
40,"One Kiss (with Dua Lipa)","Calvin Harris",6779,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
41,Хайвера,SkandaU,6696,https://open.spotify.com/track/1Bts7SCDa2CAcCU7CVcFhW
42,"Be Alright","Dean Lewis",6594,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
43,Rise,"Jonas Blue",6592,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
