,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"thank u, next","Ariana Grande",18403,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
2,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",17523,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
3,"SICKO MODE","Travis Scott",16448,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
4,"Without Me",Halsey,14565,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
5,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,13807,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
6,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",12990,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
7,"Woman Like Me (feat. Nicki Minaj)","Little Mix",12828,https://open.spotify.com/track/222B3aljXx6fFwKmFjuBED
8,Shallow,"Lady Gaga",12177,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
9,"KUDE BESHE",V:RGO,12052,https://open.spotify.com/track/2q3JnwftU19wSFgQl2lH4U
10,"Bohemian Rhapsody - 2011 Mix",Queen,12009,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
11,POP/STARS,K/DA,11313,https://open.spotify.com/track/5sbooPcNgIE22DwO0VNGUJ
12,BAD!,XXXTENTACION,11225,https://open.spotify.com/track/4CH66Rxcjcj3VBHwmIBj4T
13,"Kiss and Make Up","Dua Lipa",10646,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
14,"when the party's over","Billie Eilish",10466,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
15,BEEF,V:RGO,10143,https://open.spotify.com/track/3S8mjrgSHA5u9D9JA9SSXT
16,"Let You Love Me","Rita Ora",9873,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
17,"Mo Bamba","Sheck Wes",9591,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
18,"VRUM VRUM",V:RGO,9274,https://open.spotify.com/track/0ukuDuvxgKQSSA8vytsIVf
19,BOMBAY,V:RGO,9269,https://open.spotify.com/track/2vUKVppOyLaEAl6YIgEOuw
20,"MIA (feat. Drake)","Bad Bunny",9113,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
21,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",8767,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8
22,"Another One Bites The Dust - Remastered 2011",Queen,8744,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
23,"In My Mind",Dynoro,8417,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
24,"TRAP CARD",V:RGO,8355,https://open.spotify.com/track/1z5au5xZCU75jVvSrcGWiC
25,"Better Now","Post Malone",8276,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
