,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"I Love It (& Lil Pump)","Kanye West",18387,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
2,"Lucky You (feat. Joyner Lucas)",Eminem,16940,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
3,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",16748,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
4,Killshot,Eminem,13936,https://open.spotify.com/track/1jo3TwNGCXfNdB5uba3ZVv
5,"Mona Lisa (feat. Kendrick Lamar)","Lil Wayne",13750,https://open.spotify.com/track/0dbTQYW3Ad1FTzIA9t90E8
6,"Falling Down - Bonus Track","Lil Peep",13517,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q
7,"SICKO MODE","Travis Scott",13340,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
8,"In My Mind",Dynoro,13026,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
9,"Promises (with Sam Smith)","Calvin Harris",12070,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
10,"Don't Cry (feat. XXXTENTACION)","Lil Wayne",11073,https://open.spotify.com/track/5BQrp63SHCVf4bzCzJePne
11,Fall,Eminem,10734,https://open.spotify.com/track/58QhkbaAkLFnn7JwAnAato
12,"God is a woman","Ariana Grande",10670,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
13,"Eastside (with Halsey & Khalid)","benny blanco",10547,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
14,"In My Feelings",Drake,10533,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
15,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,10376,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
16,"The Ringer",Eminem,10021,https://open.spotify.com/track/2jt2WxXMCD4zjACthkJQVE
17,Happier,Marshmello,9430,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
18,Nonstop,Drake,9277,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
19,Natural,"Imagine Dragons",9195,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
20,breathin,"Ariana Grande",9015,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
21,Better,Khalid,9014,https://open.spotify.com/track/4T3fNx3CgwDRRYgmFCbD4J
22,"Electricity (with Dua Lipa)","Silk City",8904,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
23,"Not Alike (feat. Royce Da 5'9)",Eminem,8817,https://open.spotify.com/track/28FGV3ORH14MYORd7s5dlU
24,"Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky",8149,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
25,"Let It Fly (feat. Travis Scott)","Lil Wayne",8119,https://open.spotify.com/track/0CBQ0m3mufWH75LTYB3s6h
26,"I Like It","Cardi B",8097,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
27,"Чужди усмивки","ToTo H",8046,https://open.spotify.com/track/7a4QHep3kxvGT9ZcP0z0G5
28,"Taste (feat. Offset)",Tyga,8040,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
29,ПЛАКАЛА,KAZKA,8012,https://open.spotify.com/track/1BFLQYT9DCh6GPn4GojRWE
30,"No Stylist (feat. Drake)","French Montana",7988,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A
31,"Wake Up in the Sky","Gucci Mane",7906,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq
32,"Venom - Music From The Motion Picture",Eminem,7844,https://open.spotify.com/track/2SL6oP2YAEQbqsrkOzRGO4
33,Greatest,Eminem,7814,https://open.spotify.com/track/2XTquzYQAdT1Hk78bOUwsv
