,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",21810,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
2,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,19273,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
3,"Without Me",Halsey,15971,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
4,"SICKO MODE","Travis Scott",15960,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
5,"Kiss and Make Up","Dua Lipa",14028,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
6,"Venom - Music From The Motion Picture",Eminem,13788,https://open.spotify.com/track/2SL6oP2YAEQbqsrkOzRGO4
7,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",13279,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
8,Shallow,"Lady Gaga",13202,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
9,"Woman Like Me (feat. Nicki Minaj)","Little Mix",11743,https://open.spotify.com/track/6rrTr2HEAzlpC4KWZxF3S1
10,"MIA (feat. Drake)","Bad Bunny",11558,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
11,"Lucky You (feat. Joyner Lucas)",Eminem,10771,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
12,"Let You Love Me","Rita Ora",10252,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
13,"No Stylist (feat. Drake)","French Montana",10162,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A
14,"In My Mind",Dynoro,10094,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
15,"when the party's over","Billie Eilish",9927,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
16,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",9605,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8
17,"Better Now","Post Malone",9587,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
18,"Promises (with Sam Smith)","Calvin Harris",9469,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
19,"I Love It (& Lil Pump)","Kanye West",9371,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
20,Money,"Cardi B",9131,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e
21,Better,Khalid,9014,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
22,Nonstop,Drake,8751,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
23,"God is a woman","Ariana Grande",8358,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
24,"Waste It On Me (feat. BTS)","Steve Aoki",8302,https://open.spotify.com/track/2r1T6xGTVaNAqBoPH4lZEE
25,Happier,Marshmello,8235,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
26,"Mo Bamba","Sheck Wes",8205,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
27,"rockstar (feat. 21 Savage)","Post Malone",8032,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
28,"Taste (feat. Offset)",Tyga,7934,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
29,"Eastside (with Halsey & Khalid)","benny blanco",7928,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
30,Moonlight,XXXTENTACION,7928,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
31,"In My Feelings",Drake,7859,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
32,Но!,SkandaU,7694,https://open.spotify.com/track/5gJCXA4WDxUT1fES9ldbSW
33,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,7631,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
34,SAD!,XXXTENTACION,7523,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
35,"Falling Down - Bonus Track","Lil Peep",7432,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q
36,"I Like It","Cardi B",7408,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
37,"Чужди усмивки","ToTo H",7400,https://open.spotify.com/track/7a4QHep3kxvGT9ZcP0z0G5
38,ПЛАКАЛА,KAZKA,7320,https://open.spotify.com/track/1BFLQYT9DCh6GPn4GojRWE
39,Killshot,Eminem,7118,https://open.spotify.com/track/1jo3TwNGCXfNdB5uba3ZVv
40,STOOPID,6ix9ine,7102,https://open.spotify.com/track/1jQvUmf16VE9WQCPuK2e8K
41,Fall,Eminem,7089,https://open.spotify.com/track/58QhkbaAkLFnn7JwAnAato
42,Natural,"Imagine Dragons",6885,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
43,"The Ringer",Eminem,6600,https://open.spotify.com/track/2jt2WxXMCD4zjACthkJQVE
44,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",6536,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
45,"Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky",6139,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
46,"Sweet but Psycho","Ava Max",6036,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
47,"no tears left to cry","Ariana Grande",5907,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
48,Believer,"Imagine Dragons",5896,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
49,"Suncity (feat. Empress Of)",Khalid,5893,https://open.spotify.com/track/4AhSkRYioEIfGvCV19peYN
50,"Last Memory",Takeoff,5863,https://open.spotify.com/track/66XXCMX3Na7KNfm5e0tOVZ
51,"Never Recover (Lil Baby & Gunna, Drake)","Lil Baby",5854,https://open.spotify.com/track/6wWaVoUOzLQJHd3bWAUpdZ
52,"Wake Up in the Sky","Gucci Mane",5836,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq
53,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",5806,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
54,"Lucid Dreams","Juice WRLD",5791,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
55,"Electricity (with Dua Lipa)","Silk City",5760,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
56,Thunder,"Imagine Dragons",5712,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
57,"Be Alright","Dean Lewis",5709,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
58,"Always Remember Us This Way","Lady Gaga",5704,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
59,"Say My Name","David Guetta",5682,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6
60,"Not Alike (feat. Royce Da 5'9)",Eminem,5604,https://open.spotify.com/track/28FGV3ORH14MYORd7s5dlU
61,"Solo (feat. Demi Lovato)","Clean Bandit",5547,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
