,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"thank u, next","Ariana Grande",16880,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
2,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",15649,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
3,"SICKO MODE","Travis Scott",15616,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
4,"Without Me",Halsey,14524,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
5,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",13891,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
6,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,13817,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
7,Shallow,"Lady Gaga",12756,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
8,"Bohemian Rhapsody - 2011 Mix",Queen,11752,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
9,"Woman Like Me (feat. Nicki Minaj)","Little Mix",10777,https://open.spotify.com/track/222B3aljXx6fFwKmFjuBED
10,"Mo Bamba","Sheck Wes",10697,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
11,"come out and play","Billie Eilish",10121,https://open.spotify.com/track/7wC5eZcFS1Q1BsQ35DU6H4
12,"KUDE BESHE",V:RGO,10114,https://open.spotify.com/track/2q3JnwftU19wSFgQl2lH4U
13,"Let You Love Me","Rita Ora",9802,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP
14,"when the party's over","Billie Eilish",9611,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
15,BAD!,XXXTENTACION,9274,https://open.spotify.com/track/4CH66Rxcjcj3VBHwmIBj4T
16,"Kiss and Make Up","Dua Lipa",9235,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
17,MOLLY,V:RGO,8882,https://open.spotify.com/track/4DirxGjaoJxZiCRJ6JEUP6
