,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Wow.,"Post Malone",517236,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
2,"Sweet but Psycho","Ava Max",478173,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
3,"Kolde Nætter",Gilli,369872,https://open.spotify.com/track/6OuXYdo2VotwVcV9kEBqS9
4,"Synger For Mig",Citybois,368755,https://open.spotify.com/track/152DVKl9x5rMk7PWfHcxyr
5,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",354253,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
6,Shallow,"Lady Gaga",350440,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
7,"Without Me",Halsey,350115,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
8,"thank u, next","Ariana Grande",337940,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
9,"Love Someone","Lukas Graham",304054,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r
10,"Be Alright","Dean Lewis",289930,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
11,JUNGLE,MellemFingaMuzik,288983,https://open.spotify.com/track/0VWTSWZVask2dSMShSphvM
12,"Body (feat. brando)","Loud Luxury",260340,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
13,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",259016,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
14,"Eastside (with Halsey & Khalid)","benny blanco",240757,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
15,"Mama (feat. Kesi)",Gilli,228985,https://open.spotify.com/track/10CdS6lWzNxOaIX1PCuFW5
16,"In My Mind",Dynoro,226198,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
17,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",225576,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
18,"Pesto - Ternet Ninja","Anders Matthesen",216069,https://open.spotify.com/track/21arwdlVJ7vEb6M1EUG2EB
19,"High Hopes","Panic! At The Disco",213257,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
20,"Ka Du Ik",Omar,205881,https://open.spotify.com/track/4jm5AHENFhFjz5m9kXgwQ9
21,Happier,Marshmello,201985,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
22,Oui,Sivas,201671,https://open.spotify.com/track/7j8K8PE1tO2TvhY15E8ZcD
23,Irony,Christopher,197992,https://open.spotify.com/track/0UEszsTJ5SezkEQPeAM9S9
24,"Ruin My Life","Zara Larsson",197031,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
25,"Kom Over",KESI,193829,https://open.spotify.com/track/6Lu7LCf7t7V6X7i4NQywcT
26,"SICKO MODE","Travis Scott",193105,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
27,"Promises (with Sam Smith)","Calvin Harris",192010,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
28,Better,Khalid,191218,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
29,"One Kiss (with Dua Lipa)","Calvin Harris",182052,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
30,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",181762,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
31,"Uuh (feat. Branco & Kesi)","Benny Jamz",181066,https://open.spotify.com/track/1wS6eqgFznjq4P11vtBH7k
32,Youngblood,"5 Seconds of Summer",178621,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
33,"Better Now","Post Malone",178202,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
34,Sydpå,Bro,175050,https://open.spotify.com/track/1lahfyqBPVvBIxf3XgmQmZ
