,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"KICK (feat. 6ix9ine)",Jimilian,726099,https://open.spotify.com/track/3nkA1BXQFsT1rP2rNzufhh
2,"Love Someone","Lukas Graham",669518,https://open.spotify.com/track/2JqnpexlO9dmvjUMCaLCLJ
3,"I Love It (& Lil Pump)","Kanye West",472118,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
4,"Falling Down - Bonus Track","Lil Peep",462810,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q
5,"Eastside (with Halsey & Khalid)","benny blanco",450684,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
6,"Be Alright","Dean Lewis",412082,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
7,Happier,Marshmello,402933,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
8,Shotgun,"George Ezra",400203,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
9,"Promises (with Sam Smith)","Calvin Harris",396558,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
10,Better,Khalid,383340,https://open.spotify.com/track/4T3fNx3CgwDRRYgmFCbD4J
11,Irony,Christopher,370911,https://open.spotify.com/track/0UEszsTJ5SezkEQPeAM9S9
12,"Su Casa",KESI,337639,https://open.spotify.com/track/4yF9erb9bMUIRXr6QdPgP4
13,Papirsklip,"Kim Larsen",327782,https://open.spotify.com/track/0B52e8kJrbBzUfTMP1O4Ss
14,"In My Mind",Dynoro,320038,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
15,"Body (feat. brando)","Loud Luxury",307002,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
16,AMG,MellemFingaMuzik,285881,https://open.spotify.com/track/12upFOLFbpQ5nTENWm2Glj
17,"Midt om natten","Kim Larsen",275727,https://open.spotify.com/track/6FvyN8jVNDNsOREm5VDlex
18,"Sweet but Psycho","Ava Max",271623,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
19,"Chopper Tale (feat. Branco & Gilli)",ATYPISK,267003,https://open.spotify.com/track/6vOwDZnFovhiJiQEgiePTE
20,"Tarzan Mama Mia - 2012 - Remaster","Kim Larsen",260150,https://open.spotify.com/track/0nIf2Q44SPMxCManlZrjPv
21,"Rum Bum Bum",NAVID,257967,https://open.spotify.com/track/0QzldbZnd9gLpor4S2EzJc
22,"Lucid Dreams","Juice WRLD",256848,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
23,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",249607,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
24,"Jutlandia - 2011 - Remaster","Kim Larsen",248390,https://open.spotify.com/track/4iRxyR9myMc18yYbI4NfjV
25,"De smukke unge mennesker - 2011 - Remaster","Kim Larsen",237283,https://open.spotify.com/track/77qlTzXdjc9izVHXtYh6D3
