,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Love Someone","Lukas Graham",691251,https://open.spotify.com/track/2JqnpexlO9dmvjUMCaLCLJ
2,"I Love It (& Lil Pump)","Kanye West",531998,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
3,"Falling Down - Bonus Track","Lil Peep",520072,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q
4,"Eastside (with Halsey & Khalid)","benny blanco",460553,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
5,Shotgun,"George Ezra",423199,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
6,"Promises (with Sam Smith)","Calvin Harris",419800,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
7,"Be Alright","Dean Lewis",401180,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
8,Papirsklip,"Kim Larsen",392576,https://open.spotify.com/track/0B52e8kJrbBzUfTMP1O4Ss
9,Better,Khalid,388640,https://open.spotify.com/track/4T3fNx3CgwDRRYgmFCbD4J
10,"Su Casa",KESI,373288,https://open.spotify.com/track/4yF9erb9bMUIRXr6QdPgP4
11,Happier,Marshmello,365234,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
12,"In My Mind",Dynoro,356067,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
13,"Midt om natten","Kim Larsen",347765,https://open.spotify.com/track/6FvyN8jVNDNsOREm5VDlex
14,"Body (feat. brando)","Loud Luxury",336068,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
15,"Tarzan Mama Mia - 2012 - Remaster","Kim Larsen",324915,https://open.spotify.com/track/0nIf2Q44SPMxCManlZrjPv
16,"Chopper Tale (feat. Branco & Gilli)",ATYPISK,321660,https://open.spotify.com/track/6vOwDZnFovhiJiQEgiePTE
17,AMG,MellemFingaMuzik,317298,https://open.spotify.com/track/12upFOLFbpQ5nTENWm2Glj
18,"Jutlandia - 2011 - Remaster","Kim Larsen",309881,https://open.spotify.com/track/4iRxyR9myMc18yYbI4NfjV
19,"Fru Sauterne - 2011 - Remaster","Kim Larsen",292010,https://open.spotify.com/track/3gDpR4jq0asSJUpY5483Oc
20,"De smukke unge mennesker - 2011 - Remaster","Kim Larsen",291485,https://open.spotify.com/track/77qlTzXdjc9izVHXtYh6D3
21,"Susan Himmelblå","Kim Larsen",284363,https://open.spotify.com/track/6aJS26fzd7rZzxKUM65r86
22,"This Is My Life",Gasolin',283672,https://open.spotify.com/track/1J8Qq7QAPIkCw7194hSllX
23,"Rum Bum Bum",NAVID,282494,https://open.spotify.com/track/0QzldbZnd9gLpor4S2EzJc
24,"Om lidt - 2011 - Remaster","Kim Larsen",275154,https://open.spotify.com/track/3sUauIN36mmLk2PZZYrbQs
25,"Lucid Dreams","Juice WRLD",273917,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
26,"Tjep (feat. Kesi)","Benny Jamz",261312,https://open.spotify.com/track/6Xc6N2ptIEj8z77KDLlj9g
27,Youngblood,"5 Seconds of Summer",254859,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
28,Kamehameha,ICEKIID,242111,https://open.spotify.com/track/3AE6oAwInWyvyreWAQ38vA
29,Oui,Sivas,238925,https://open.spotify.com/track/7j8K8PE1tO2TvhY15E8ZcD
30,"Lucky You (feat. Joyner Lucas)",Eminem,211079,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
31,"New Eyes","Nicklas Sahl",210828,https://open.spotify.com/track/5nvPhsgDEqEHQ3bLTfqDsd
32,"Blah Blah Blah","Armin van Buuren",209706,https://open.spotify.com/track/0tp6mwUt99QnfY95T30Lqj
33,"Taste (feat. Offset)",Tyga,204781,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
34,"Sweet but Psycho","Ava Max",201485,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
35,"Whenever (feat. Conor Maynard)","Kris Kross Amsterdam",200679,https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z
36,"In My Feelings",Drake,192446,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
37,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",190758,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
38,"No Brainer","DJ Khaled",182888,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
39,"Kom Over",KESI,181861,https://open.spotify.com/track/6Lu7LCf7t7V6X7i4NQywcT
40,Langebro,"Kim Larsen",179756,https://open.spotify.com/track/1UpBSOPk41ExFZwkfRUJHB
41,"Flyvere i natten - 2011 - Remaster","Kim Larsen",178655,https://open.spotify.com/track/7gcWCnrkJb6NVEwi1oHfeS
42,"Desert Eagle",ZK,174781,https://open.spotify.com/track/02vZaMYB8dM8lF9AN1KzJs
43,SAD!,XXXTENTACION,173530,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
44,"Mona Lisa (feat. Kendrick Lamar)","Lil Wayne",172092,https://open.spotify.com/track/0dbTQYW3Ad1FTzIA9t90E8
45,Rise,"Jonas Blue",171892,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
46,"High Hopes","Panic! At The Disco",162222,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
47,"Electricity (with Dua Lipa)","Silk City",161950,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
48,"Girls Like You (feat. Cardi B)","Maroon 5",161322,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
49,"SICKO MODE","Travis Scott",160712,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
50,Killshot,Eminem,159568,https://open.spotify.com/track/1jo3TwNGCXfNdB5uba3ZVv
51,"Better Now","Post Malone",159411,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
52,Jantelov,"Ude Af Kontrol",159210,https://open.spotify.com/track/5xVQeWdm4AJTrav8ZMQ86t
53,Wild,"Hugo Helmig",157599,https://open.spotify.com/track/0kTUf60V9AQTqNVKZAmJKc
54,"No Stylist (feat. Drake)","French Montana",155141,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A
55,Thunderclouds,Sia,154819,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi
56,Langebro,Gasolin',152221,https://open.spotify.com/track/0RzhNfAvAjWGVpjGqPQ9yF
57,"Solo (feat. Demi Lovato)","Clean Bandit",149652,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
58,"Let You Love Me","Rita Ora",145600,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
59,"Kvinde Min",Gasolin',145556,https://open.spotify.com/track/2bHLKpSdVarDmfMZFabaBj
60,"Bedre Dage (feat. PAY)",Omar,145243,https://open.spotify.com/track/0MsrVYtuuRZqqgfUlZyqoY
61,"Dagen Før - Remastret","Kim Larsen",142949,https://open.spotify.com/track/51FFLIAD4mN04lOFJzOFa2
62,"Beautiful (feat. Camila Cabello)",Bazzi,138909,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
63,Haveje,"Kim Larsen",137359,https://open.spotify.com/track/0mWjsnA8N1R0MuVNI6AtDZ
64,Natural,"Imagine Dragons",135741,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
65,"Don't Cry (feat. XXXTENTACION)","Lil Wayne",134894,https://open.spotify.com/track/5BQrp63SHCVf4bzCzJePne
66,"25 timer",Milbo,134219,https://open.spotify.com/track/3ZhbtCVKFtBKjCs9OrZ6rS
67,Ekstra,KESI,133761,https://open.spotify.com/track/3G3mTTR1EDmce8zZIdapM6
68,"Jackie Chan",Tiësto,132909,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
69,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,132596,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
