,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Love Someone","Lukas Graham",616090,https://open.spotify.com/track/2JqnpexlO9dmvjUMCaLCLJ
2,"Not A Damn Thing Changed","Lukas Graham",581133,https://open.spotify.com/track/6hAXHqQPI8uJLrL1EVwmMu
3,"Stjæle Eller Eje (feat. Gilli & Toko)",AWADA,451752,https://open.spotify.com/track/3rsu8Ay1iJv58pyC65N2Xu
4,"KICK (feat. 6ix9ine)",Jimilian,445915,https://open.spotify.com/track/3nkA1BXQFsT1rP2rNzufhh
5,"Eastside (with Halsey & Khalid)","benny blanco",426656,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
6,"Be Alright","Dean Lewis",405843,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
7,"Falling Down - Bonus Track","Lil Peep",399213,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q
8,Shotgun,"George Ezra",389673,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
9,"I Love It (& Lil Pump)","Kanye West",377953,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
10,"LIV$TIL (feat. Benny Jamz, Gilli & MellemFingaMuzik)",Molo,377312,https://open.spotify.com/track/1zrTET6hil9XNlRcSwRsV1
11,Happier,Marshmello,364301,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
12,"Sweet but Psycho","Ava Max",359378,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
13,Better,Khalid,355117,https://open.spotify.com/track/4T3fNx3CgwDRRYgmFCbD4J
14,"Promises (with Sam Smith)","Calvin Harris",350879,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
15,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",321051,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
16,"Su Casa",KESI,314771,https://open.spotify.com/track/4yF9erb9bMUIRXr6QdPgP4
17,Irony,Christopher,307917,https://open.spotify.com/track/0UEszsTJ5SezkEQPeAM9S9
18,"In My Mind",Dynoro,296396,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
19,"Body (feat. brando)","Loud Luxury",269869,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
20,AMG,MellemFingaMuzik,266258,https://open.spotify.com/track/12upFOLFbpQ5nTENWm2Glj
21,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",263357,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
22,"Rum Bum Bum",NAVID,248918,https://open.spotify.com/track/0QzldbZnd9gLpor4S2EzJc
23,Youngblood,"5 Seconds of Summer",243040,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
24,"Lucid Dreams","Juice WRLD",241830,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
25,"Without Me",Halsey,236653,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
26,Oui,Sivas,224483,https://open.spotify.com/track/7j8K8PE1tO2TvhY15E8ZcD
27,"High Hopes","Panic! At The Disco",224409,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
28,"Chopper Tale (feat. Branco & Gilli)",ATYPISK,221303,https://open.spotify.com/track/6vOwDZnFovhiJiQEgiePTE
