,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"thank u, next","Ariana Grande",617068,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
2,"Sweet but Psycho","Ava Max",599328,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
3,"Love Someone","Lukas Graham",510562,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r
4,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",459273,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8
5,"Uuh (feat. Branco & Kesi)","Benny Jamz",422362,https://open.spotify.com/track/1wS6eqgFznjq4P11vtBH7k
6,Gaden,Fouli,380589,https://open.spotify.com/track/0zeMVGz1ZphzggPiiaas3s
7,"Be Alright","Dean Lewis",368376,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
8,"Not A Damn Thing Changed","Lukas Graham",351625,https://open.spotify.com/track/5vph4KmP15IRBLRPPsLnRo
9,"Safari (feat. Benny Jamz, Gilli & MellemFingaMuzik)",Molo,339204,https://open.spotify.com/track/4zEZYOl9qMNG2bp15WsgLB
10,"Bang Bang (feat. NODE)",ZK,329319,https://open.spotify.com/track/3I2AgUtuZpnjgCXxViiPGX
11,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,329007,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
12,Happier,Marshmello,313286,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
13,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",313273,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
14,"Without Me",Halsey,300035,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
15,Irony,Christopher,297528,https://open.spotify.com/track/0UEszsTJ5SezkEQPeAM9S9
16,"LIV$TIL (feat. Benny Jamz, Gilli & MellemFingaMuzik)",Molo,291035,https://open.spotify.com/track/1zrTET6hil9XNlRcSwRsV1
17,Better,Khalid,288898,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
18,"Ka Du Ik",Omar,278173,https://open.spotify.com/track/4jm5AHENFhFjz5m9kXgwQ9
19,"Eastside (with Halsey & Khalid)","benny blanco",269137,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
20,BAD!,XXXTENTACION,252422,https://open.spotify.com/track/4CH66Rxcjcj3VBHwmIBj4T
21,"Falling Down - Bonus Track","Lil Peep",245409,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9
22,"when the party's over","Billie Eilish",237793,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
