,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Falling Down - Bonus Track","Lil Peep",29616,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9
2,"thank u, next","Ariana Grande",29014,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
3,BAD!,XXXTENTACION,23404,https://open.spotify.com/track/4CH66Rxcjcj3VBHwmIBj4T
4,"Life is Beautiful","Lil Peep",21295,https://open.spotify.com/track/5rYpwP1dHWGVMrSZbTmt3e
5,"when the party's over","Billie Eilish",20420,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
6,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,18296,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
7,"Bad Liar","Imagine Dragons",18054,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
8,Shallow,"Lady Gaga",17664,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
9,"Without Me",Halsey,17546,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
10,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",17431,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
11,"Zemes stunda",ansis,17278,https://open.spotify.com/track/7MSS9mAqAHHkUCa7HL0RbA
12,"SICKO MODE","Travis Scott",16740,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
13,"Mo Bamba","Sheck Wes",16532,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
14,Runaway,"Lil Peep",15762,https://open.spotify.com/track/1FBi1YWCAxlRmfuUbMINqO
15,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",15707,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8
16,"Bohemian Rhapsody - 2011 Mix",Queen,15338,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
17,"In My Mind",Dynoro,15209,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
18,Natural,"Imagine Dragons",14573,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT
19,Happier,Marshmello,14416,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
20,"Broken Smile (My All)","Lil Peep",13559,https://open.spotify.com/track/1BCBBO8VUEFOb6RBct4XDp
21,"Sweet but Psycho","Ava Max",13400,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
22,"Cry Alone","Lil Peep",12592,https://open.spotify.com/track/4kQazx3VMaDKUG1IIaC94i
23,"Wake Up in the Sky","Gucci Mane",12583,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq
24,"Let You Love Me","Rita Ora",12544,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
25,"Better Now","Post Malone",12376,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
26,SAD!,XXXTENTACION,12354,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
27,Better,Khalid,12275,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
28,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",12216,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
29,"Sex with My Ex","Lil Peep",12210,https://open.spotify.com/track/0H1Had94fszD13qsFsP1U5
30,"Promises (with Sam Smith)","Calvin Harris",11860,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
31,Moonlight,XXXTENTACION,11641,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
32,"Eastside (with Halsey & Khalid)","benny blanco",11573,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
33,"Lucid Dreams","Juice WRLD",11425,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
34,"Woman Like Me (feat. Nicki Minaj)","Little Mix",11316,https://open.spotify.com/track/6rrTr2HEAzlpC4KWZxF3S1
35,"Be Alright","Dean Lewis",11195,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
36,"I Love It (& Lil Pump)","Kanye West",11017,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
37,"Мокрые кроссы","Tima Belorusskih",10941,https://open.spotify.com/track/35poFvLMiXHPZsItZ0HiHZ
38,"lovely (with Khalid)","Billie Eilish",10811,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
39,"Another One Bites The Dust - Remastered 2011",Queen,10587,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
40,Nevermind,"Dennis Lloyd",10560,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
41,"Jocelyn Flores",XXXTENTACION,10336,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
42,"I Got Love","MiyaGi & Endspiel",10319,https://open.spotify.com/track/5rwsJbBNa8SfPW4oFA1GjP
43,"16 Lines","Lil Peep",9880,https://open.spotify.com/track/6akBF8JWM8lrpqejdwIfYI
44,"Armed And Dangerous","Juice WRLD",9865,https://open.spotify.com/track/6SAKXCj5jyF6IgPCPbZ5ra
45,"Kiss and Make Up","Dua Lipa",9685,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
46,"Ruin My Life","Zara Larsson",9625,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
47,"rockstar (feat. 21 Savage)","Post Malone",9532,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
