,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Lucky You (feat. Joyner Lucas)",Eminem,35734,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
2,"In My Mind",Dynoro,33768,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
3,"The Ringer",Eminem,30872,https://open.spotify.com/track/2jt2WxXMCD4zjACthkJQVE
4,"Zemes stunda",ansis,28617,https://open.spotify.com/track/7MSS9mAqAHHkUCa7HL0RbA
5,Greatest,Eminem,23165,https://open.spotify.com/track/2XTquzYQAdT1Hk78bOUwsv
6,Kamikaze,Eminem,22540,https://open.spotify.com/track/2gsNpSn7VvvJuSrIDfRoYy
7,Fall,Eminem,22161,https://open.spotify.com/track/58QhkbaAkLFnn7JwAnAato
8,"Promises (with Sam Smith)","Calvin Harris",22106,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
9,"Not Alike (feat. Royce Da 5'9)",Eminem,21751,https://open.spotify.com/track/28FGV3ORH14MYORd7s5dlU
10,"Eastside (with Halsey & Khalid)","benny blanco",19275,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
11,"In My Feelings",Drake,18852,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
12,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,18287,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
13,"SICKO MODE","Travis Scott",17689,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
14,"Body (feat. brando)","Loud Luxury",17617,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
15,"Stepping Stone",Eminem,17566,https://open.spotify.com/track/60Z57Wdrn0pEVpHI7d7GAX
16,Normal,Eminem,17463,https://open.spotify.com/track/0evt4UZbdhnHtcAnxkm6A1
17,"Lucid Dreams","Juice WRLD",17328,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
18,Natural,"Imagine Dragons",16844,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
19,Nevermind,"Dennis Lloyd",16310,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
20,Happier,Marshmello,15901,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
21,"Venom - Music From The Motion Picture",Eminem,15827,https://open.spotify.com/track/2SL6oP2YAEQbqsrkOzRGO4
22,"Jackie Chan",Tiësto,15542,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
23,breathin,"Ariana Grande",15178,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
24,"Good Guy (feat. Jessie Reyez)",Eminem,15016,https://open.spotify.com/track/4g32MdRoqwGKQd3NXIRhpU
25,"Taste (feat. Offset)",Tyga,14989,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
26,"Better Now","Post Malone",14927,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
27,"Whenever (feat. Conor Maynard)","Kris Kross Amsterdam",14619,https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z
28,"Girls Like You (feat. Cardi B)","Maroon 5",14581,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
29,"Nice Guy (with Jessie Reyez)",Eminem,14510,https://open.spotify.com/track/09FfQO3PqHO4HIJL511Ksi
30,SAD!,XXXTENTACION,14081,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
31,"Be Alright","Dean Lewis",14074,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
32,Youngblood,"5 Seconds of Summer",13725,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
33,"Paul - Skit","Paul Rosenberg",13688,https://open.spotify.com/track/0Uv5Kp8sEnriJjkX4oLfNI
34,Rise,"Jonas Blue",13562,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
35,"God is a woman","Ariana Grande",13221,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
36,"Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky",12988,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
37,"No Brainer","DJ Khaled",12938,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
38,"Happy Now",Zedd,12925,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
39,"Em Calls Paul - Skit",Eminem,12471,https://open.spotify.com/track/6B3zy3LOKHndqsviCr2z15
40,Moonlight,XXXTENTACION,12301,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
41,Ogles,"Prāta Vētra",12210,https://open.spotify.com/track/0xZbTUeLOIXjAHFuyZNQr2
42,Shotgun,"George Ezra",11921,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
43,Nonstop,Drake,11550,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
44,"Solo (feat. Demi Lovato)","Clean Bandit",11528,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
45,"Beautiful (feat. Camila Cabello)",Bazzi,11170,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
46,"rockstar (feat. 21 Savage)","Post Malone",10935,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
47,"Roku Okeāns","Bermudu Divstūris",10785,https://open.spotify.com/track/7qfisxNvTUxlD6mvrw8673
48,"I Like It","Cardi B",10603,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
49,"I Got Love","MiyaGi & Endspiel",10553,https://open.spotify.com/track/5rwsJbBNa8SfPW4oFA1GjP
50,"I'm a Mess","Bebe Rexha",10448,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
51,"Jocelyn Flores",XXXTENTACION,9784,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
52,"Don't Leave Me Alone (feat. Anne-Marie)","David Guetta",9715,https://open.spotify.com/track/2lYTJK94hb0fd1LQtb6Dhk
53,STARGAZING,"Travis Scott",9430,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
54,"One Kiss (with Dua Lipa)","Calvin Harris",9380,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
55,Thunderclouds,Sia,9172,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi
56,"Ocean (feat. Khalid)","Martin Garrix",9121,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
57,"Born To Be Yours",Kygo,8969,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
58,Darkside,"Alan Walker",8962,https://open.spotify.com/track/1snWlbcbgQpJfknoI30DWG
