,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"thank u, next","Ariana Grande",22893,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
2,"All I Want for Christmas Is You","Mariah Carey",20969,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
3,"whoa (mind in awe)",XXXTENTACION,19709,https://open.spotify.com/track/7pdF27mSDuPWhppnHAmWHa
4,"Without Me",Halsey,18992,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
5,"Falling Down - Bonus Track","Lil Peep",18992,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9
6,BAD!,XXXTENTACION,18395,https://open.spotify.com/track/22An65gG31JLf9n18qjdhZ
7,"Last Christmas",Wham!,17656,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
8,"Jingle Bell Rock","Bobby Helms",17239,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya
9,"Zemes stunda",ansis,16114,https://open.spotify.com/track/7MSS9mAqAHHkUCa7HL0RbA
10,"Rockin' Around The Christmas Tree","Brenda Lee",16021,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
11,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",15998,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
12,"Santa Tell Me","Ariana Grande",15728,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
13,"when the party's over","Billie Eilish",15180,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
14,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",15154,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8
15,"Mo Bamba","Sheck Wes",14957,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
16,"SICKO MODE","Travis Scott",14926,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
17,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,14899,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
18,"It's the Most Wonderful Time of the Year","Andy Williams",14495,https://open.spotify.com/track/5hslUAKq9I9CG2bAulFkHN
19,Shallow,"Lady Gaga",14434,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
20,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",13754,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
21,"It's Beginning to Look a Lot like Christmas","Michael Bublé",13677,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
22,"In My Mind",Dynoro,13450,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
23,"I don’t let go",XXXTENTACION,13427,https://open.spotify.com/track/4axYWgXASdsCBHuwInAubT
24,"Мокрые кроссы","Tima Belorusskih",13293,https://open.spotify.com/track/35poFvLMiXHPZsItZ0HiHZ
25,SAD!,XXXTENTACION,13021,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
26,"Do They Know It's Christmas? - 1984 Version","Band Aid",12779,https://open.spotify.com/track/0247StOpd3AkeBQzANX4Zf
27,"Lucid Dreams","Juice WRLD",12709,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
28,"Better Now","Post Malone",12668,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
29,"Guardian angel",XXXTENTACION,12490,https://open.spotify.com/track/7uqcLJFlSYjVPLUz1vPxkY
30,"Bad Liar","Imagine Dragons",12091,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
31,"Jocelyn Flores",XXXTENTACION,11969,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
32,"Bohemian Rhapsody - 2011 Mix",Queen,11779,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
33,Moonlight,XXXTENTACION,11715,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
34,"Wake Up in the Sky","Gucci Mane",11588,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud
