,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Falling Down - Bonus Track","Lil Peep",23136,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9
2,"thank u, next","Ariana Grande",22227,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
3,"when the party's over","Billie Eilish",20576,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
4,BAD!,XXXTENTACION,18471,https://open.spotify.com/track/4CH66Rxcjcj3VBHwmIBj4T
5,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,17832,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
6,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",17330,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
7,"SICKO MODE","Travis Scott",17124,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
8,"Mo Bamba","Sheck Wes",16768,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
9,"Without Me",Halsey,16588,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
10,Shallow,"Lady Gaga",16048,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
11,"Zemes stunda",ansis,15720,https://open.spotify.com/track/7MSS9mAqAHHkUCa7HL0RbA
12,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",15460,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8
13,"In My Mind",Dynoro,14113,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
14,"Bohemian Rhapsody - 2011 Mix",Queen,13753,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
15,Happier,Marshmello,13205,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
16,"Bad Liar","Imagine Dragons",13086,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
17,"Мокрые кроссы","Tima Belorusskih",12747,https://open.spotify.com/track/35poFvLMiXHPZsItZ0HiHZ
18,"Sweet but Psycho","Ava Max",12247,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
19,Better,Khalid,11930,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
20,"Wake Up in the Sky","Gucci Mane",11884,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq
21,"Better Now","Post Malone",11810,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
22,"Let You Love Me","Rita Ora",11715,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
23,"Life is Beautiful","Lil Peep",11659,https://open.spotify.com/track/5rYpwP1dHWGVMrSZbTmt3e
24,"lovely (with Khalid)","Billie Eilish",11562,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
25,"Lucid Dreams","Juice WRLD",11505,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
26,SAD!,XXXTENTACION,11172,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
27,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",11139,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
28,"Woman Like Me (feat. Nicki Minaj)","Little Mix",10960,https://open.spotify.com/track/222B3aljXx6fFwKmFjuBED
29,Moonlight,XXXTENTACION,10741,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
30,Natural,"Imagine Dragons",10712,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT
31,"Ruin My Life","Zara Larsson",10477,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
32,"Eastside (with Halsey & Khalid)","benny blanco",10429,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
33,"Promises (with Sam Smith)","Calvin Harris",10331,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
