,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"All I Want for Christmas Is You","Mariah Carey",25939,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
2,"Last Christmas",Wham!,21604,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
3,"Jingle Bell Rock","Bobby Helms",21579,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya
4,"Rockin' Around The Christmas Tree","Brenda Lee",20981,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
5,"thank u, next","Ariana Grande",20799,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
6,"Santa Tell Me","Ariana Grande",20467,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
7,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",19767,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
8,"Without Me",Halsey,19485,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
9,"It's the Most Wonderful Time of the Year","Andy Williams",19077,https://open.spotify.com/track/5hslUAKq9I9CG2bAulFkHN
10,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",17873,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
11,"Do They Know It's Christmas? - 1984 Version","Band Aid",17526,https://open.spotify.com/track/0247StOpd3AkeBQzANX4Zf
12,"It's Beginning to Look a Lot like Christmas","Michael Bublé",17464,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
13,"Falling Down - Bonus Track","Lil Peep",15717,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9
14,"SICKO MODE","Travis Scott",15682,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
15,"Mo Bamba","Sheck Wes",15391,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
16,"when the party's over","Billie Eilish",15220,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
17,"Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","Frank Sinatra",15191,https://open.spotify.com/track/7inXu0Eaeg02VsM8kHNvzM
18,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,15026,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
19,Shallow,"Lady Gaga",14631,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
20,"Zemes stunda",ansis,14437,https://open.spotify.com/track/7MSS9mAqAHHkUCa7HL0RbA
21,"Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version","Paul McCartney",14198,https://open.spotify.com/track/7Lbxvt42JsNSKVCaN63qhD
22,Mistletoe,"Justin Bieber",14187,https://open.spotify.com/track/7xapw9Oy21WpfEcib2ErSA
23,"whoa (mind in awe)",XXXTENTACION,13910,https://open.spotify.com/track/7pdF27mSDuPWhppnHAmWHa
24,"Have Yourself A Merry Little Christmas","Sam Smith",13487,https://open.spotify.com/track/1Qi2wh8fFgDV7tl4Sj3f2K
25,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",13096,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
26,"Мокрые кроссы","Tima Belorusskih",12898,https://open.spotify.com/track/35poFvLMiXHPZsItZ0HiHZ
27,"In My Mind",Dynoro,12840,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
28,"Sweet but Psycho","Ava Max",12815,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
29,"Let It Snow! Let It Snow! Let It Snow!","Dean Martin",12765,https://open.spotify.com/track/2uFaJJtFpPDc5Pa95XzTvg
30,imagine,"Ariana Grande",12748,https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F
31,"Happy Xmas (War Is Over) - Remastered 2010","John Lennon",12541,https://open.spotify.com/track/3zJw3rugfpVrmBeDDnUYzy
