,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"BUDE LÍP",MILION+,129542,https://open.spotify.com/track/1HURVedroTlzswJbtfbVEh
2,"HULILA HULILA",MILION+,93582,https://open.spotify.com/track/0hUXtIe04neSwQVr0Sn41J
3,"All I Want for Christmas Is You","Mariah Carey",92182,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
4,"Z NULY NA STO",MILION+,82955,https://open.spotify.com/track/2PWcF0vZyCZNuX53BoMAUo
5,KILO,MILION+,81369,https://open.spotify.com/track/7fkakCUoWwbFt5lw7CM8MH
6,"thank u, next","Ariana Grande",80113,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
7,"Bohemian Rhapsody - 2011 Mix",Queen,79611,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
8,"Děvče v první řadě",Calin,76858,https://open.spotify.com/track/2Oz6Y9pmPbo1ubV4rZG3YE
9,"In My Mind",Dynoro,74672,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
10,"Last Christmas",Wham!,73588,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
11,"OBĚŽNÁ DRÁHA",MILION+,72154,https://open.spotify.com/track/2fAjRFi5cBmDATUS9gPGo5
12,KIWI,MILION+,68864,https://open.spotify.com/track/5u8dc2ZAjhe1JY1ou2ItnM
13,"MILION+ BANDANA",MILION+,68062,https://open.spotify.com/track/2AuAWKqXNuW16E0ElXiTkV
14,"SEDM - Remix",MILION+,66468,https://open.spotify.com/track/5Fc5R1945fuU6b0QB0HcYa
15,"Without Me",Halsey,63978,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
16,Shallow,"Lady Gaga",62656,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
17,"Bad Liar","Imagine Dragons",62601,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
18,"CHTĚLY BY TO MÍT",MILION+,60669,https://open.spotify.com/track/7IyxPYbc56u9KEIUOklvRx
19,"VZDUŠNÝ ZÁMKY",MILION+,60520,https://open.spotify.com/track/1ov7pjq9PMLoETtMaB6ned
20,KOMANDO,MILION+,58440,https://open.spotify.com/track/0tOZGHsrX3rRk4G3FaQDEF
21,Natural,"Imagine Dragons",58372,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT
22,MEGASTAR,MILION+,58350,https://open.spotify.com/track/2Ywugg9eAUTXEvgKj93Gq5
23,"Santa Tell Me","Ariana Grande",58297,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
24,"Sweet but Psycho","Ava Max",56601,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
25,MILLY,MILION+,56342,https://open.spotify.com/track/2NXbHJJ0G007vcoUVCdMHb
26,"Jingle Bell Rock","Bobby Helms",56322,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya
27,Happier,Marshmello,56198,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
28,"Another One Bites The Dust - Remastered 2011",Queen,52928,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
29,DOBRÁ,MILION+,52588,https://open.spotify.com/track/6LJbTZ8Tuq5dqtBSA6os9W
30,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",52226,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
31,"TIC TOC",6ix9ine,50661,https://open.spotify.com/track/4m5Cd9kAbIxg6t9sMrQWtk
32,PŘIDEJ,MILION+,49900,https://open.spotify.com/track/0LaHykPX6TBDBCV1mA8ETH
33,"Rockin' Around The Christmas Tree","Brenda Lee",48561,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
34,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",47686,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
35,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",47116,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8
36,"when the party's over","Billie Eilish",46552,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
37,"It's Beginning to Look a Lot like Christmas","Michael Bublé",45380,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
38,"Under Pressure - Remastered",Queen,45190,https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x
39,"Somebody To Love - 2011 Mix",Queen,43772,https://open.spotify.com/track/6cFZ4PLC19taNlpl9pbGMf
40,"It's the Most Wonderful Time of the Year","Andy Williams",43527,https://open.spotify.com/track/5hslUAKq9I9CG2bAulFkHN
41,"Cizí zeď","ONEMANSHOW Foundation",42983,https://open.spotify.com/track/7nLZ336nDC44S0CCXcCBJm
42,RODINA,MILION+,42870,https://open.spotify.com/track/64x4naShFSvlG3bgJ4c2QA
43,"Be Alright","Dean Lewis",42606,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
44,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,42141,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
45,"Let You Love Me","Rita Ora",42049,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP
46,"Don't Stop Me Now - 2011 Mix",Queen,41807,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7
47,"Happy Now",Kygo,40925,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4
48,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",40484,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
49,"Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","Frank Sinatra",40128,https://open.spotify.com/track/7inXu0Eaeg02VsM8kHNvzM
50,"Solo (feat. Demi Lovato)","Clean Bandit",39848,https://open.spotify.com/track/3NuK5xMlSlB6K2Qp16zf3h
51,"Falling Down - Bonus Track","Lil Peep",38685,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9
52,Thunder,"Imagine Dragons",37549,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
53,Believer,"Imagine Dragons",37527,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
54,Rise,"Jonas Blue",37231,https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx
55,"Let It Snow! Let It Snow! Let It Snow!","Dean Martin",37000,https://open.spotify.com/track/2uFaJJtFpPDc5Pa95XzTvg
56,"We Will Rock You - Remastered",Queen,35885,https://open.spotify.com/track/4pbJqGIASGPr0ZpGpnWkDn
57,"Girls Like You (feat. Cardi B)","Maroon 5",35785,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
58,"Better Now","Post Malone",35494,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
59,Sedm,"Nik Tendo",35475,https://open.spotify.com/track/7Kk3JdKFFQv1YN2hluyx1J
60,"come out and play","Billie Eilish",35020,https://open.spotify.com/track/7wC5eZcFS1Q1BsQ35DU6H4
61,"Happy Xmas (War Is Over) - Remastered 2010","John Lennon",34899,https://open.spotify.com/track/3zJw3rugfpVrmBeDDnUYzy
62,"Do They Know It's Christmas? - 1984 Version","Band Aid",34381,https://open.spotify.com/track/0247StOpd3AkeBQzANX4Zf
63,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",33609,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
64,Nevermind,"Dennis Lloyd",33284,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
65,"Promises (with Sam Smith)","Calvin Harris",32582,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
66,"Ruin My Life","Zara Larsson",32492,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
67,"Woman Like Me (feat. Nicki Minaj)","Little Mix",32391,https://open.spotify.com/track/222B3aljXx6fFwKmFjuBED
68,"Shape of You","Ed Sheeran",32366,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
69,"Killer Queen - 2011 Mix",Queen,32332,https://open.spotify.com/track/7GqWnsKhMtEW0nzki5o0d8
70,2002,Anne-Marie,31867,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
71,Better,Khalid,31799,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
72,"High Hopes","Panic! At The Disco",31517,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
73,"Eastside (with Halsey & Khalid)","benny blanco",30920,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
74,KIKA,6ix9ine,30386,https://open.spotify.com/track/6Gy7rXB6Ku5vIWC7WGWsl3
75,Mistletoe,"Justin Bieber",30297,https://open.spotify.com/track/7xapw9Oy21WpfEcib2ErSA
76,MAMA,6ix9ine,30145,https://open.spotify.com/track/1oJ8EDr2pv94IvSd6ZmDgo
77,"Venom - Music From The Motion Picture",Eminem,30064,https://open.spotify.com/track/2SL6oP2YAEQbqsrkOzRGO4
78,Návraty,"Paulie Garand",29789,https://open.spotify.com/track/6eOjHBVs0IPZcoNXGkluNo
79,"Born To Be Yours",Kygo,29747,https://open.spotify.com/track/4M3FO0ji6Lc8vwD1sgf1nc
80,Cesta,"Lvcas Dope",29476,https://open.spotify.com/track/6xGfVuDStonGtWRxJI1xeY
81,"Blah Blah Blah","Armin van Buuren",29278,https://open.spotify.com/track/0tp6mwUt99QnfY95T30Lqj
82,Shotgun,"George Ezra",28925,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
83,FRIENDS,Marshmello,28893,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
84,"Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version","Paul McCartney",28671,https://open.spotify.com/track/7Lbxvt42JsNSKVCaN63qhD
85,"Oddanost (feat. Ego)","Paulie Garand",28077,https://open.spotify.com/track/1VNWNyZ6yXST2s8pX5DlFT
86,"rockstar (feat. 21 Savage)","Post Malone",27892,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
87,Youngblood,"5 Seconds of Summer",27815,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
88,"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""","Imagine Dragons",27805,https://open.spotify.com/track/2bzitsPcImYC6DZWvvLCQi
89,"SICKO MODE","Travis Scott",27665,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
90,"Za 100 let",Za100let,27280,https://open.spotify.com/track/7t2zn6Wl0SVnMOdtZlf8qS
91,IDGAF,"Dua Lipa",27051,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
92,SAD!,XXXTENTACION,26910,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
93,"Have Yourself A Merry Little Christmas","Sam Smith",26541,https://open.spotify.com/track/1Qi2wh8fFgDV7tl4Sj3f2K
94,"Havana (feat. Young Thug)","Camila Cabello",26382,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
95,"More Than You Know","Axwell /\ Ingrosso",26228,https://open.spotify.com/track/6h5PAsRni4IRlxWr6uDPTP
