,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"thank u, next","Ariana Grande",241775,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
2,"Sweet but Psycho","Ava Max",241180,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
3,"All I Want for Christmas Is You","Mariah Carey",233646,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
4,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",195295,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
5,"Be Alright","Dean Lewis",194689,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
6,"In My Mind",Dynoro,179505,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
7,"Without Me",Halsey,167957,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
8,Happier,Marshmello,158297,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
9,"High Hopes","Panic! At The Disco",157939,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
10,"Last Christmas",Wham!,157245,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
11,Shallow,"Lady Gaga",151185,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
12,Youngblood,"5 Seconds of Summer",146612,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
13,"whoa (mind in awe)",XXXTENTACION,138277,https://open.spotify.com/track/7pdF27mSDuPWhppnHAmWHa
14,Djadja,"Aya Nakamura",136184,https://open.spotify.com/track/7sKDftgGirHWTVFMtJoDoh
15,"Promises (with Sam Smith)","Calvin Harris",135496,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
16,"Verleden Tijd",Frenna,135083,https://open.spotify.com/track/7qkqUFKET2tAjVHLxlLYOe
17,"when the party's over","Billie Eilish",134073,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
18,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,130861,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
19,Shotgun,"George Ezra",124012,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
20,"Tout oublier",Angèle,123508,https://open.spotify.com/track/06O3hxudc6V0BOuoCFSy71
21,"Let You Love Me","Rita Ora",121141,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP
22,"Trop beau",Lomepal,120141,https://open.spotify.com/track/4WB9OeauHXnGOMUK4s80gM
23,BAD!,XXXTENTACION,119789,https://open.spotify.com/track/22An65gG31JLf9n18qjdhZ
24,"Santa Tell Me","Ariana Grande",119149,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
25,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",116915,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8
26,1000°C,Lomepal,114890,https://open.spotify.com/track/6l7PqWKsgm4NLomOE7Veou
27,"Jingle Bell Rock","Bobby Helms",114787,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya
28,X-men,Lomepal,112136,https://open.spotify.com/track/6A3bL3MlU0l54kKlgpw0UT
29,Moonlight,XXXTENTACION,111906,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
30,SAD!,XXXTENTACION,111659,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
31,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",111430,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
32,"Girls Like You (feat. Cardi B)","Maroon 5",109872,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
33,"It's Beginning to Look a Lot like Christmas","Michael Bublé",108939,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
34,"Ne me ramène pas",Lomepal,108274,https://open.spotify.com/track/0XzLCD3Gnk7G6U72PnOWfr
35,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",107542,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
36,"La vérité",Lomepal,104369,https://open.spotify.com/track/1H0OfL0clmcI1odODWD2DS
37,"Eastside (with Halsey & Khalid)","benny blanco",102590,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
38,"It's the Most Wonderful Time of the Year","Andy Williams",102309,https://open.spotify.com/track/5hslUAKq9I9CG2bAulFkHN
39,Mômes,Lomepal,99900,https://open.spotify.com/track/2FRnrkO72S9tbqu6eLjq6b
40,Rise,"Jonas Blue",99736,https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx
41,"Mo Bamba","Sheck Wes",96177,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
42,"Lucid Dreams","Juice WRLD",95642,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
43,"Plus de larmes",Lomepal,95642,https://open.spotify.com/track/2MknoFgWs0xJshIAGfGgf1
44,"Better Now","Post Malone",95015,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
45,"TIC TOC",6ix9ine,93979,https://open.spotify.com/track/4m5Cd9kAbIxg6t9sMrQWtk
46,"One Kiss (with Dua Lipa)","Calvin Harris",93185,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
47,"Rockin' Around The Christmas Tree","Brenda Lee",90116,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
48,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",88960,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
49,Spiegel,"Tourist LeMC",86503,https://open.spotify.com/track/3ntgBmbCmFYu3hGpUscH7i
50,"SICKO MODE","Travis Scott",86304,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
51,"Going Bad (feat. Drake)","Meek Mill",86071,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
52,2002,Anne-Marie,85891,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
53,"MIA (feat. Drake)","Bad Bunny",85779,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
54,Évidemment,Lomepal,85752,https://open.spotify.com/track/43yYuYeSOOupBHOkH9pRtF
55,"Guardian angel",XXXTENTACION,85625,https://open.spotify.com/track/7uqcLJFlSYjVPLUz1vPxkY
56,Natural,"Imagine Dragons",84908,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT
57,"Ruin My Life","Zara Larsson",84260,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
58,"Woman Like Me (feat. Nicki Minaj)","Little Mix",83936,https://open.spotify.com/track/222B3aljXx6fFwKmFjuBED
59,"Solo (feat. Demi Lovato)","Clean Bandit",83108,https://open.spotify.com/track/3NuK5xMlSlB6K2Qp16zf3h
60,"Beau la folie",Lomepal,82372,https://open.spotify.com/track/5Dj45c1qB3tCmevdPqvD4f
61,"Happy Now",Kygo,81721,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4
62,Better,Khalid,81502,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
63,KIKA,6ix9ine,80271,https://open.spotify.com/track/6Gy7rXB6Ku5vIWC7WGWsl3
64,"Blah Blah Blah","Armin van Buuren",79554,https://open.spotify.com/track/0tp6mwUt99QnfY95T30Lqj
65,"Do They Know It's Christmas? - 1984 Version","Band Aid",78542,https://open.spotify.com/track/0247StOpd3AkeBQzANX4Zf
66,"Le vrai moi",Lomepal,77940,https://open.spotify.com/track/7E7HEM4y50AACKV8BaT7OI
67,"I don’t let go",XXXTENTACION,77616,https://open.spotify.com/track/4axYWgXASdsCBHuwInAubT
68,"Rêves bizarres (feat. Damso)",Orelsan,77458,https://open.spotify.com/track/7lhuM9WUqdThw72dCBRmQW
69,"Like I Love You (feat. The NGHBRS)","Lost Frequencies",75659,https://open.spotify.com/track/30K9xVNSog0DVr5ey5yVoY
70,"Le lendemain de l'orage",Lomepal,73856,https://open.spotify.com/track/6sG00oroR1oYJiPwRxZkA5
71,"Bohemian Rhapsody - 2011 Mix",Queen,73720,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
72,"God's Plan",Drake,72477,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
73,Mistletoe,"Justin Bieber",72362,https://open.spotify.com/track/7xapw9Oy21WpfEcib2ErSA
74,"Leave a Light On","Tom Walker",71745,https://open.spotify.com/track/6lOWoTqVnAWXchddtTH31W
75,lovely,"Billie Eilish",71107,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf
76,"Rolls Sessie",Boef,68574,https://open.spotify.com/track/1mXVrp2xlVMwZ0Jm517SVh
77,"Dave Grohl",Lomepal,68153,https://open.spotify.com/track/4FUiJJPW0bvjXVqFuTonSz
78,"no tears left to cry","Ariana Grande",67611,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
79,"Ma cousin",Lomepal,67511,https://open.spotify.com/track/5hLsl4Izx2zxnqHradLPNt
80,FRIENDS,Marshmello,67418,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
81,"Shape of You","Ed Sheeran",67289,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
82,"Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","Frank Sinatra",67079,https://open.spotify.com/track/7inXu0Eaeg02VsM8kHNvzM
83,"Rewrite The Stars (with James Arthur & Anne-Marie)","James Arthur",66208,https://open.spotify.com/track/6mQLN3zRtAp6ovjusyYKrV
84,"come out and play","Billie Eilish",66177,https://open.spotify.com/track/7wC5eZcFS1Q1BsQ35DU6H4
85,"Say My Name","David Guetta",66129,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6
86,"Bad Liar","Imagine Dragons",65667,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
87,"what are you so afraid of",XXXTENTACION,65305,https://open.spotify.com/track/57nOpVSc3j9o03Cr928ZM4
88,"Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version","Paul McCartney",65128,https://open.spotify.com/track/7Lbxvt42JsNSKVCaN63qhD
89,Copines,"Aya Nakamura",64671,https://open.spotify.com/track/1Bhm5HNO1cq8olDbBmokyL
90,"Let It Snow! Let It Snow! Let It Snow!","Dean Martin",64579,https://open.spotify.com/track/2uFaJJtFpPDc5Pa95XzTvg
91,"Body (feat. brando)","Loud Luxury",64407,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
92,"Electricity (with Dua Lipa)","Silk City",64266,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
93,IDGAF,"Dua Lipa",62880,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
94,"Jocelyn Flores",XXXTENTACION,62842,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
95,"In My Feelings",Drake,62689,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
96,"Love Someone","Lukas Graham",61657,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r
97,"Train food",XXXTENTACION,61348,https://open.spotify.com/track/5lar0mCUejpILVkAz50s2J
98,"rockstar (feat. 21 Savage)","Post Malone",61105,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
99,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",60940,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
100,changes,XXXTENTACION,60501,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
101,"Havana (feat. Young Thug)","Camila Cabello",60209,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
102,"Happy Xmas (War Is Over) - Remastered 2010","John Lennon",60102,https://open.spotify.com/track/3zJw3rugfpVrmBeDDnUYzy
103,HUTS,"The Blockparty",59517,https://open.spotify.com/track/0UMaqPntFC8dFOc7p3Iefj
104,"La thune",Angèle,59308,https://open.spotify.com/track/3iBOe7U7kRPNIoL3QLCVu2
105,Ellie,Regi,58681,https://open.spotify.com/track/0vJFpxm8SDKAzqtJyVNXFw
106,"I Love It (& Lil Pump)","Kanye West",58437,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
107,"The Middle",Zedd,58297,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
108,"Falling Down - Bonus Track","Lil Peep",57815,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9
109,"Kiss and Make Up","Dua Lipa",57151,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
110,"One Minute (feat. Kanye West & Travis Barker)",XXXTENTACION,56924,https://open.spotify.com/track/0T6RSXxFhW8dRTWHI604ld
111,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,56711,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
112,Jaloux,Dadju,56064,https://open.spotify.com/track/0QnEGWGECQUPuE3m8L6hdT
113,"Ta reine",Angèle,55585,https://open.spotify.com/track/3iXhLi33EpUfcOwasC8un1
114,"I Like It","Cardi B",55460,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
115,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",55146,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
116,"Happy Now",Zedd,54853,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
117,"Driving Home for Christmas","Chris Rea",54808,https://open.spotify.com/track/3Z3QhZAZpqwZa1phsbQ3JZ
118,"Goodbye (feat. Nicki Minaj & Willy William)","Jason Derulo",54610,https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG
119,"Sleigh Ride","The Ronettes",54606,https://open.spotify.com/track/4rERoP56GEEjKmshbphPBK
120,"Balance ton quoi",Angèle,54544,https://open.spotify.com/track/2jX5c5RFp0A9E1GDsvGxIa
121,"Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky",54072,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
122,Jalousie,Angèle,53849,https://open.spotify.com/track/3U5x1rplpJNKR3Xg88EfLi
123,"Skit Roman",Lomepal,53678,https://open.spotify.com/track/4YQSkV3WppdoDuc0ZT8ai6
124,"Jackie Chan",Tiësto,53561,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
125,Nevermind,"Dennis Lloyd",53437,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
126,"Grip (Omarm Me)",Bazart,53265,https://open.spotify.com/track/1GxnItymaVqSu8sVlwKq7w
127,"Cinq doigts",Lomepal,53132,https://open.spotify.com/track/2XoDYzILTT7ykcHDvOLp1j
128,breathin,"Ariana Grande",53022,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
129,FEFE,6ix9ine,52983,https://open.spotify.com/track/4QIyEq7TcTdAcxjI2AFlAK
130,"Saturday Nights",Khalid,52798,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
131,"Whenever (feat. Conor Maynard)","Kris Kross Amsterdam",52516,https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z
132,"New Rules","Dua Lipa",52162,https://open.spotify.com/track/2xJCMIJfcNYDc5iR0sAm2O
133,"Holly Jolly Christmas","Michael Bublé",52039,https://open.spotify.com/track/6tjituizSxwSmBB5vtgHZE
134,"Have Yourself A Merry Little Christmas","Sam Smith",51910,https://open.spotify.com/track/1Qi2wh8fFgDV7tl4Sj3f2K
135,"Underneath the Tree","Kelly Clarkson",51750,https://open.spotify.com/track/3nAp4IvdMPPWEH9uuXFFV5
136,"White Christmas","Bing Crosby",51710,https://open.spotify.com/track/4so0Wek9Ig1p6CRCHuINwW
137,"STARING AT THE SKY",XXXTENTACION,51545,https://open.spotify.com/track/4KpKyRFwN0gcwj58Uqjv7q
138,"Losing It",FISHER,51097,https://open.spotify.com/track/6ho0GyrWZN3mhi9zVRW7xi
139,"Santa Claus Is Coming to Town","Michael Bublé",50859,https://open.spotify.com/track/5Ber68jZ7ytegr2UISEdb7
140,Believer,"Imagine Dragons",50535,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
141,"Baby, It's Cold Outside (feat. Meghan Trainor)","Brett Eldredge",50495,https://open.spotify.com/track/5Q2P43CJra0uRAogjHyJDK
142,"A Million Dreams",P!nk,50407,https://open.spotify.com/track/0oagwWkGlBoACUuKvTmqZV
143,"difference (interlude)",XXXTENTACION,50332,https://open.spotify.com/track/5itzep0nGnq7hxCfFNsTIR
144,MAMA,6ix9ine,50265,https://open.spotify.com/track/1oJ8EDr2pv94IvSd6ZmDgo
145,Flames,"David Guetta",50027,https://open.spotify.com/track/66BjcDhhwWCcQIBxHMpKXh
146,"Skit Mamaz",Lomepal,49826,https://open.spotify.com/track/1xFvizAFz6XQC0L3BLQfsx
147,Africa,TOTO,49758,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
148,Perfect,"Ed Sheeran",49610,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
149,Madrina,Maes,48959,https://open.spotify.com/track/4miiqu2dxOhBguQDHtqssH
150,"A Holly Jolly Christmas - Single Version","Burl Ives",48838,https://open.spotify.com/track/65Q2mv3UlVi9eO70OpsmSe
151,"Feliz Navidad","José Feliciano",48763,https://open.spotify.com/track/7taXf5odg9xCAZERYfyOkS
152,"Wake Up in the Sky","Gucci Mane",47965,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud
153,"Ramenez la coupe à la maison",Vegedream,47952,https://open.spotify.com/track/1m0UFnuTktOkksvjbF9z0m
154,"Taste (feat. Offset)",Tyga,47780,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
155,"In My Blood","Shawn Mendes",47692,https://open.spotify.com/track/2QZ7WLBE8h2y1Y5Fb8RYbH
156,"La loi de Murphy",Angèle,47365,https://open.spotify.com/track/1UQKfmCH2wxVXTAVMUXiEj
157,"Don't Stop Me Now - 2011 Mix",Queen,47363,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7
158,"Remind Me to Forget",Kygo,46828,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
159,"Miljonair (feat. SBMG, Lil' Kleine, Boef & Ronnie Flex)",$hirak,46640,https://open.spotify.com/track/77wz2VtAwxAwYOGTJrZBKT
160,Polaroid,"Jonas Blue",46598,https://open.spotify.com/track/6XqvFyJGdUD5IWee02ARKU
161,"Feu de bois",Damso,46454,https://open.spotify.com/track/4L0Iwsk1s8cbdBcEgdm8K5
162,"The Christmas Song (Merry Christmas To You)","Nat King Cole",46277,https://open.spotify.com/track/4PS1e8f2LvuTFgUs1Cn3ON
163,"La même","Maître Gims",46252,https://open.spotify.com/track/7HK0UeyxUWJjc6ndRZVKFg
164,"Don't Leave Me Alone (feat. Anne-Marie)","David Guetta",46044,https://open.spotify.com/track/2zy9TMoZlYGuCNY4TLqG24
165,"Christmas (Baby Please Come Home)","Mariah Carey",46016,https://open.spotify.com/track/3PIDciSFdrQxSQSihim3hN
166,Louboutin,Frenna,45958,https://open.spotify.com/track/1nYj5Hv2ON80QokibDMvOE
167,"Dans le livret",Lomepal,45895,https://open.spotify.com/track/35it5rYpF6ANEGSOJ6yG5v
168,"High On Life (feat. Bonn)","Martin Garrix",45571,https://open.spotify.com/track/4ut5G4rgB1ClpMTMfjoIuy
169,"It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)","Perry Como",45521,https://open.spotify.com/track/2pXpURmn6zC5ZYDMms6fwa
170,bellyache,"Billie Eilish",45419,https://open.spotify.com/track/51NFxnQvaosfDDutk0tams
171,"Too Good At Goodbyes","Sam Smith",44618,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
172,"Jingle Bell Rock - Daryl's Version","Daryl Hall & John Oates",44456,https://open.spotify.com/track/6pVW5LRWgeLaHudxauOTJU
173,Thunder,"Imagine Dragons",43567,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
