,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Sweet but Psycho","Ava Max",251587,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
2,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",229194,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
3,"thank u, next","Ariana Grande",225888,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
4,"Rêves bizarres (feat. Damso)",Orelsan,224728,https://open.spotify.com/track/7lhuM9WUqdThw72dCBRmQW
5,"Be Alright","Dean Lewis",208890,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
6,"In My Mind",Dynoro,200344,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
7,Happier,Marshmello,172925,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
8,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,159261,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
9,"Promises (with Sam Smith)","Calvin Harris",158192,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
10,Djadja,"Aya Nakamura",157654,https://open.spotify.com/track/7sKDftgGirHWTVFMtJoDoh
11,Shallow,"Lady Gaga",155923,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
12,Youngblood,"5 Seconds of Summer",148824,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
13,"Without Me",Halsey,148716,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
14,"Verleden Tijd",Frenna,147184,https://open.spotify.com/track/4kuexchmxuc5NXmokfo1WH
15,Shotgun,"George Ezra",144707,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
16,"when the party's over","Billie Eilish",140097,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
17,"Let You Love Me","Rita Ora",138095,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
18,"Woman Like Me (feat. Nicki Minaj)","Little Mix",127986,https://open.spotify.com/track/222B3aljXx6fFwKmFjuBED
19,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",124714,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8
20,BAD!,XXXTENTACION,121395,https://open.spotify.com/track/4CH66Rxcjcj3VBHwmIBj4T
21,"High Hopes","Panic! At The Disco",120516,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
22,"Girls Like You (feat. Cardi B)","Maroon 5",119017,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
23,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",117920,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
24,Natural,"Imagine Dragons",116128,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT
25,Spiegel,"Tourist LeMC",115810,https://open.spotify.com/track/3ntgBmbCmFYu3hGpUscH7i
26,"Like I Love You (feat. The NGHBRS)","Lost Frequencies",114236,https://open.spotify.com/track/30K9xVNSog0DVr5ey5yVoY
27,"Tout oublier",Angèle,113485,https://open.spotify.com/track/06O3hxudc6V0BOuoCFSy71
28,"SICKO MODE","Travis Scott",112267,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
29,"Blah Blah Blah","Armin van Buuren",112142,https://open.spotify.com/track/0tp6mwUt99QnfY95T30Lqj
30,Rise,"Jonas Blue",109283,https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx
31,"Ruin My Life","Zara Larsson",107787,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
32,"Eastside (with Halsey & Khalid)","benny blanco",107596,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
33,"MIA (feat. Drake)","Bad Bunny",107209,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
34,Moonlight,XXXTENTACION,106767,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
35,"Mo Bamba","Sheck Wes",99491,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
36,SAD!,XXXTENTACION,97804,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
37,Better,Khalid,97429,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
38,"Lucid Dreams","Juice WRLD",97365,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
39,"Better Now","Post Malone",93538,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
40,"Electricity (with Dua Lipa)","Silk City",92414,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
41,2002,Anne-Marie,90445,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
42,"One Kiss (with Dua Lipa)","Calvin Harris",90186,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
43,Copines,"Aya Nakamura",89902,https://open.spotify.com/track/1Bhm5HNO1cq8olDbBmokyL
44,"I Love It (& Lil Pump)","Kanye West",89740,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
45,"Solo (feat. Demi Lovato)","Clean Bandit",89279,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
46,"Bad Liar","Imagine Dragons",88759,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
47,"Happy Now",Kygo,87724,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4
48,"Falling Down - Bonus Track","Lil Peep",84480,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9
49,"Body (feat. brando)","Loud Luxury",84310,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
50,"Bohemian Rhapsody - 2011 Mix",Queen,81941,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
51,"Goodbye (feat. Nicki Minaj & Willy William)","Jason Derulo",76243,https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG
52,"Kiss and Make Up","Dua Lipa",70182,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
53,Ellie,Regi,69787,https://open.spotify.com/track/0vJFpxm8SDKAzqtJyVNXFw
