,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Sweet but Psycho","Ava Max",265567,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
2,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",227448,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
3,"Rolls Sessie",Boef,221843,https://open.spotify.com/track/1mXVrp2xlVMwZ0Jm517SVh
4,"thank u, next","Ariana Grande",210989,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
5,"Be Alright","Dean Lewis",206122,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
6,"In My Mind",Dynoro,193754,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
7,Happier,Marshmello,168582,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
8,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,160029,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
9,"Verleden Tijd",Frenna,158604,https://open.spotify.com/track/7qkqUFKET2tAjVHLxlLYOe
10,Shallow,"Lady Gaga",157021,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
11,"Promises (with Sam Smith)","Calvin Harris",152831,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
12,Djadja,"Aya Nakamura",152704,https://open.spotify.com/track/7sKDftgGirHWTVFMtJoDoh
13,"Without Me",Halsey,152500,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
14,Youngblood,"5 Seconds of Summer",145465,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
15,"when the party's over","Billie Eilish",145039,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
16,Shotgun,"George Ezra",138452,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
17,"Let You Love Me","Rita Ora",136679,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP
18,"Rêves bizarres (feat. Damso)",Orelsan,135573,https://open.spotify.com/track/7lhuM9WUqdThw72dCBRmQW
19,"High Hopes","Panic! At The Disco",130145,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
20,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",123961,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
21,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",123035,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8
22,"Tout oublier",Angèle,121112,https://open.spotify.com/track/06O3hxudc6V0BOuoCFSy71
23,"Woman Like Me (feat. Nicki Minaj)","Little Mix",120108,https://open.spotify.com/track/222B3aljXx6fFwKmFjuBED
24,"Girls Like You (feat. Cardi B)","Maroon 5",114390,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
25,"come out and play","Billie Eilish",112477,https://open.spotify.com/track/7wC5eZcFS1Q1BsQ35DU6H4
