,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"In My Mind",Dynoro,271315,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
2,"Promises (with Sam Smith)","Calvin Harris",231910,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
3,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",231812,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
4,"Be Alright","Dean Lewis",230565,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
5,"Verleden Tijd",Frenna,211521,https://open.spotify.com/track/4kuexchmxuc5NXmokfo1WH
6,Happier,Marshmello,208086,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
7,Shotgun,"George Ezra",196883,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
8,"I Love It (& Lil Pump)","Kanye West",176424,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
9,Djadja,"Aya Nakamura",170132,https://open.spotify.com/track/3XfnssSD9HMQ9LhVOJvXTE
10,"MIA (feat. Drake)","Bad Bunny",160916,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
11,"Electricity (with Dua Lipa)","Silk City",153601,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
12,"Eastside (with Halsey & Khalid)","benny blanco",148989,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
13,Natural,"Imagine Dragons",145724,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
14,"Tout oublier",Angèle,144869,https://open.spotify.com/track/06O3hxudc6V0BOuoCFSy71
15,"Blah Blah Blah","Armin van Buuren",141431,https://open.spotify.com/track/0tp6mwUt99QnfY95T30Lqj
16,Rise,"Jonas Blue",140321,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
17,Shallow,"Lady Gaga",140178,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
18,Youngblood,"5 Seconds of Summer",139909,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
19,Ellie,Regi,138869,https://open.spotify.com/track/0vJFpxm8SDKAzqtJyVNXFw
20,"Girls Like You (feat. Cardi B)","Maroon 5",135846,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
21,"Falling Down - Bonus Track","Lil Peep",134743,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q
22,Moonlight,XXXTENTACION,133801,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
23,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",132223,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
24,"Goodbye (feat. Nicki Minaj & Willy William)","Jason Derulo",124796,https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG
25,"Body (feat. brando)","Loud Luxury",122695,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
26,SAD!,XXXTENTACION,116658,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
27,Better,Khalid,115417,https://open.spotify.com/track/4T3fNx3CgwDRRYgmFCbD4J
28,"In My Feelings",Drake,114932,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
29,"One Kiss (with Dua Lipa)","Calvin Harris",113969,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
30,"Solo (feat. Demi Lovato)","Clean Bandit",113928,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
31,"Let You Love Me","Rita Ora",107919,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
32,"Lucid Dreams","Juice WRLD",107344,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
33,"La thune",Angèle,105866,https://open.spotify.com/track/3iBOe7U7kRPNIoL3QLCVu2
34,RATATA,Boef,105319,https://open.spotify.com/track/27NrAjsDk7GoH6ybEXkrC5
35,"Without Me",Halsey,102127,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
36,"Like I Love You (feat. The NGHBRS)","Lost Frequencies",97741,https://open.spotify.com/track/5CvezlLZQpHWHeODmDqv0p
37,"Jackie Chan",Tiësto,97174,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
38,"Better Now","Post Malone",93926,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
39,"This Feeling (feat. Kelsea Ballerini)","The Chainsmokers",93301,https://open.spotify.com/track/15kQGEy89K8deJcZVFEn0N
