,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"I Love It (& Lil Pump)","Kanye West",55752,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
2,"In My Mind",Dynoro,55620,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
3,"Lucky You (feat. Joyner Lucas)",Eminem,42057,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
4,Natural,"Imagine Dragons",34802,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
5,"Promises (with Sam Smith)","Calvin Harris",33733,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
6,Happier,Marshmello,27816,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
7,"Eastside (with Halsey & Khalid)","benny blanco",27151,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
8,"Be Alright","Dean Lewis",23953,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
9,"The Ringer",Eminem,23623,https://open.spotify.com/track/2jt2WxXMCD4zjACthkJQVE
10,"Electricity (with Dua Lipa)","Silk City",22659,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
11,Fall,Eminem,22409,https://open.spotify.com/track/58QhkbaAkLFnn7JwAnAato
12,"Girls Like You (feat. Cardi B)","Maroon 5",21836,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
13,"Blah Blah Blah","Armin van Buuren",20717,https://open.spotify.com/track/0tp6mwUt99QnfY95T30Lqj
14,"Body (feat. brando)","Loud Luxury",19920,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
15,"Solo (feat. Demi Lovato)","Clean Bandit",19843,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
16,Thunderclouds,Sia,19377,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi
17,Rise,"Jonas Blue",19221,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
