,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Shallow,"Lady Gaga",46730,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
2,"Bad Liar","Imagine Dragons",42945,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
3,"thank u, next","Ariana Grande",37620,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
4,Natural,"Imagine Dragons",34512,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT
5,"In My Mind",Dynoro,30746,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
6,"Without Me",Halsey,27969,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
7,Nadej,Samey,27466,https://open.spotify.com/track/3DUShtksnofC5YeNqpqNLA
8,"Bohemian Rhapsody - 2011 Mix",Queen,25892,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
9,"Always Remember Us This Way","Lady Gaga",24962,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
10,"Falling Down - Bonus Track","Lil Peep",24794,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9
11,"Naháňame šťastie",Nerieš,24495,https://open.spotify.com/track/6zgLem6JNcBrSfsSyOmc0O
12,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",24478,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8
13,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",24117,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
14,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,23268,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
15,"Life is Beautiful","Lil Peep",22859,https://open.spotify.com/track/5rYpwP1dHWGVMrSZbTmt3e
16,"when the party's over","Billie Eilish",21712,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
17,"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""","Imagine Dragons",21417,https://open.spotify.com/track/2bzitsPcImYC6DZWvvLCQi
18,Machine,"Imagine Dragons",21211,https://open.spotify.com/track/4uGY9CqDtGtaTTLg1cgsWD
19,Happier,Marshmello,20153,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
20,"Woman Like Me (feat. Nicki Minaj)","Little Mix",19764,https://open.spotify.com/track/6rrTr2HEAzlpC4KWZxF3S1
21,BAD!,XXXTENTACION,19756,https://open.spotify.com/track/4CH66Rxcjcj3VBHwmIBj4T
