,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Shallow,"Lady Gaga",62613,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
2,"In My Mind",Dynoro,44835,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
3,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",30758,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
4,Motorest,Gleb,30195,https://open.spotify.com/track/1oOm7QaJ0JzJdf3DU7MrpI
5,"Venom - Music From The Motion Picture",Eminem,30101,https://open.spotify.com/track/2SL6oP2YAEQbqsrkOzRGO4
6,"Promises (with Sam Smith)","Calvin Harris",29850,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
7,"Falling Down - Bonus Track","Lil Peep",28531,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q
8,"I Love It (& Lil Pump)","Kanye West",27973,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
9,Happier,Marshmello,27597,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
10,Natural,"Imagine Dragons",26385,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
11,"Let You Love Me","Rita Ora",24290,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
12,"Without Me",Halsey,23128,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
13,"MIA (feat. Drake)","Bad Bunny",22521,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
14,"Eastside (with Halsey & Khalid)","benny blanco",22021,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
15,"Always Remember Us This Way","Lady Gaga",21712,https://open.spotify.com/track/74iZuPGwyL33VlTr6jTnab
16,Royal,Separ,21454,https://open.spotify.com/track/7oVavZggN8EK3zxBBxpur8
17,Better,Khalid,21359,https://open.spotify.com/track/4T3fNx3CgwDRRYgmFCbD4J
18,"This Feeling (feat. Kelsea Ballerini)","The Chainsmokers",20756,https://open.spotify.com/track/15kQGEy89K8deJcZVFEn0N
19,"Be Alright","Dean Lewis",18905,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
20,"Lucky You (feat. Joyner Lucas)",Eminem,18542,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
21,"Electricity (with Dua Lipa)","Silk City",18163,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
22,Rise,"Jonas Blue",17676,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
23,Thunderclouds,Sia,17348,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi
24,Nevermind,"Dennis Lloyd",16794,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
25,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",16057,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
26,"Solo (feat. Demi Lovato)","Clean Bandit",15954,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
27,"Better Now","Post Malone",15282,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
28,"Woman Like Me (feat. Nicki Minaj)","Little Mix",15269,https://open.spotify.com/track/6rrTr2HEAzlpC4KWZxF3S1
29,"Girls Like You (feat. Cardi B)","Maroon 5",15151,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
30,REMEDY,Alesso,14876,https://open.spotify.com/track/6jreFSOTUAViWjKyzOC4Kg
31,"Goodbye (feat. Nicki Minaj & Willy William)","Jason Derulo",13942,https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG
32,"Blah Blah Blah","Armin van Buuren",13927,https://open.spotify.com/track/0tp6mwUt99QnfY95T30Lqj
33,STOOPID,6ix9ine,13758,https://open.spotify.com/track/1jQvUmf16VE9WQCPuK2e8K
34,"PASS OUT (feat. 21 Savage)",Quavo,13715,https://open.spotify.com/track/3edzl4zvKFi0D3iuF6cs2f
35,"High On Life (feat. Bonn)","Martin Garrix",13461,https://open.spotify.com/track/4ut5G4rgB1ClpMTMfjoIuy
36,SAD!,XXXTENTACION,13263,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
37,"No Stylist (feat. Drake)","French Montana",13005,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A
38,"Born To Be Yours",Kygo,12932,https://open.spotify.com/track/4M3FO0ji6Lc8vwD1sgf1nc
39,"Beautiful (feat. Camila Cabello)",Bazzi,12696,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
40,"Love Someone","Lukas Graham",12565,https://open.spotify.com/track/2JqnpexlO9dmvjUMCaLCLJ
41,Moonlight,XXXTENTACION,12475,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
42,"SICKO MODE","Travis Scott",12380,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
43,"There's No Way (feat. Julia Michaels)",Lauv,11885,https://open.spotify.com/track/2hnxrRNzF74mdDzpQZQukQ
44,"Want To","Dua Lipa",11795,https://open.spotify.com/track/0CBFOvHlyqy30Q5tbyNHfQ
45,"In My Feelings",Drake,11775,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
46,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,11733,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
47,"rockstar (feat. 21 Savage)","Post Malone",11541,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
48,"I Like It","Cardi B",11315,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
49,Youngblood,"5 Seconds of Summer",11310,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
50,"Sweet but Psycho","Ava Max",11292,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
51,"One Kiss (with Dua Lipa)","Calvin Harris",11157,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
52,"Body (feat. brando)","Loud Luxury",11096,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
53,Believer,"Imagine Dragons",10881,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
