,country,date,stringency
824,LVA,2020-01-31,2.78
825,POL,2020-01-31,5.56
826,PRT,2020-01-31,11.11
827,SVK,2020-01-31,2.78
828,SVN,2020-01-31,0.0
829,FRA,2020-01-31,13.89
830,GBR,2020-01-31,8.33
831,GRC,2020-01-31,0.0
832,HRV,2020-01-31,11.11
833,IRL,2020-01-31,0.0
834,ITA,2020-01-31,19.44
835,LTU,2020-01-31,0.0
836,LUX,2020-01-31,0.0
837,SWE,2020-02-01,0.0
838,ROU,2020-02-01,5.56
839,NLD,2020-02-01,0.0
840,FIN,2020-02-01,5.56
841,EST,2020-02-01,0.0
842,ESP,2020-02-01,11.11
843,DNK,2020-02-01,0.0
844,DEU,2020-02-01,5.56
845,CZE,2020-02-01,16.67
846,BEL,2020-02-01,11.11
847,AUT,2020-02-01,0.0
848,SVN,2020-02-01,0.0
849,SVK,2020-02-01,2.78
850,PRT,2020-02-01,11.11
851,POL,2020-02-01,5.56
852,LVA,2020-02-01,2.78
853,HUN,2020-02-01,0.0
854,CYP,2020-02-01,0.0
855,BGR,2020-02-01,0.0
856,LUX,2020-02-01,0.0
857,LTU,2020-02-01,0.0
858,ITA,2020-02-01,19.44
859,IRL,2020-02-01,0.0
860,HRV,2020-02-01,11.11
861,GRC,2020-02-01,0.0
862,GBR,2020-02-01,8.33
863,FRA,2020-02-01,13.89
864,NLD,2020-02-02,0.0
865,ROU,2020-02-02,5.56
866,SWE,2020-02-02,0.0
867,AUT,2020-02-02,0.0
868,BEL,2020-02-02,11.11
869,CZE,2020-02-02,16.67
870,DEU,2020-02-02,5.56
871,DNK,2020-02-02,0.0
872,ESP,2020-02-02,11.11
873,EST,2020-02-02,0.0
874,FIN,2020-02-02,5.56
875,BGR,2020-02-02,0.0
876,CYP,2020-02-02,0.0
877,HUN,2020-02-02,0.0
878,LVA,2020-02-02,2.78
879,POL,2020-02-02,5.56
880,PRT,2020-02-02,11.11
881,SVK,2020-02-02,2.78
882,SVN,2020-02-02,0.0
883,FRA,2020-02-02,13.89
884,GBR,2020-02-02,11.11
885,GRC,2020-02-02,0.0
886,HRV,2020-02-02,11.11
887,IRL,2020-02-02,0.0
888,ITA,2020-02-02,19.44
889,LTU,2020-02-02,0.0
890,LUX,2020-02-02,0.0
891,SWE,2020-02-03,0.0
892,ROU,2020-02-03,5.56
893,NLD,2020-02-03,0.0
894,FIN,2020-02-03,5.56
895,EST,2020-02-03,0.0
896,ESP,2020-02-03,11.11
897,DNK,2020-02-03,0.0
898,DEU,2020-02-03,5.56
899,CZE,2020-02-03,16.67
900,BEL,2020-02-03,11.11
901,AUT,2020-02-03,0.0
902,SVN,2020-02-03,0.0
903,SVK,2020-02-03,2.78
904,PRT,2020-02-03,11.11
905,POL,2020-02-03,5.56
906,LVA,2020-02-03,2.78
907,HUN,2020-02-03,0.0
908,CYP,2020-02-03,0.0
909,BGR,2020-02-03,2.78
910,LUX,2020-02-03,0.0
911,LTU,2020-02-03,0.0
912,ITA,2020-02-03,19.44
913,IRL,2020-02-03,0.0
914,HRV,2020-02-03,11.11
915,GRC,2020-02-03,0.0
916,GBR,2020-02-03,11.11
917,FRA,2020-02-03,13.89
918,NLD,2020-02-04,0.0
919,ROU,2020-02-04,5.56
920,SWE,2020-02-04,0.0
921,AUT,2020-02-04,0.0
922,BEL,2020-02-04,11.11
923,CZE,2020-02-04,16.67
924,DEU,2020-02-04,5.56
925,DNK,2020-02-04,0.0
926,ESP,2020-02-04,11.11
927,EST,2020-02-04,0.0
928,FIN,2020-02-04,5.56
929,BGR,2020-02-04,2.78
930,CYP,2020-02-04,0.0
931,HUN,2020-02-04,0.0
932,LVA,2020-02-04,2.78
933,POL,2020-02-04,5.56
934,PRT,2020-02-04,11.11
935,SVK,2020-02-04,2.78
936,SVN,2020-02-04,0.0
937,FRA,2020-02-04,13.89
938,GBR,2020-02-04,11.11
939,GRC,2020-02-04,0.0
940,HRV,2020-02-04,13.89
941,IRL,2020-02-04,5.56
942,ITA,2020-02-04,19.44
943,LTU,2020-02-04,0.0
944,LUX,2020-02-04,0.0
945,SWE,2020-02-05,0.0
946,ROU,2020-02-05,5.56
947,NLD,2020-02-05,0.0
948,FIN,2020-02-05,5.56
949,EST,2020-02-05,0.0
950,ESP,2020-02-05,11.11
951,DNK,2020-02-05,0.0
952,DEU,2020-02-05,5.56
953,CZE,2020-02-05,16.67
954,BEL,2020-02-05,11.11
955,AUT,2020-02-05,0.0
956,SVN,2020-02-05,0.0
957,SVK,2020-02-05,2.78
958,PRT,2020-02-05,11.11
959,POL,2020-02-05,5.56
960,LVA,2020-02-05,2.78
961,HUN,2020-02-05,0.0
962,CYP,2020-02-05,0.0
963,BGR,2020-02-05,2.78
964,LUX,2020-02-05,0.0
965,LTU,2020-02-05,0.0
966,ITA,2020-02-05,19.44
967,IRL,2020-02-05,5.56
968,HRV,2020-02-05,13.89
969,GRC,2020-02-05,0.0
970,GBR,2020-02-05,11.11
971,FRA,2020-02-05,13.89
972,NLD,2020-02-06,0.0
973,ROU,2020-02-06,5.56
974,SWE,2020-02-06,0.0
975,AUT,2020-02-06,0.0
976,BEL,2020-02-06,11.11
977,CZE,2020-02-06,16.67
978,DEU,2020-02-06,5.56
979,DNK,2020-02-06,0.0
980,ESP,2020-02-06,11.11
981,EST,2020-02-06,0.0
982,FIN,2020-02-06,13.89
983,BGR,2020-02-06,2.78
984,CYP,2020-02-06,0.0
985,HUN,2020-02-06,0.0
986,LVA,2020-02-06,2.78
987,POL,2020-02-06,5.56
988,PRT,2020-02-06,11.11
989,SVK,2020-02-06,2.78
990,SVN,2020-02-06,0.0
991,FRA,2020-02-06,13.89
992,GBR,2020-02-06,11.11
993,GRC,2020-02-06,0.0
994,HRV,2020-02-06,13.89
995,IRL,2020-02-06,5.56
996,ITA,2020-02-06,19.44
997,LTU,2020-02-06,0.0
998,LUX,2020-02-06,0.0
999,SWE,2020-02-07,0.0
1000,ROU,2020-02-07,5.56
1001,NLD,2020-02-07,0.0
1002,FIN,2020-02-07,13.89
1003,EST,2020-02-07,0.0
1004,ESP,2020-02-07,11.11
1005,DNK,2020-02-07,0.0
1006,DEU,2020-02-07,5.56
1007,CZE,2020-02-07,16.67
1008,BEL,2020-02-07,11.11
1009,AUT,2020-02-07,0.0
1010,SVN,2020-02-07,0.0
1011,SVK,2020-02-07,2.78
1012,PRT,2020-02-07,11.11
1013,POL,2020-02-07,5.56
1014,LVA,2020-02-07,2.78
1015,HUN,2020-02-07,0.0
1016,CYP,2020-02-07,0.0
1017,BGR,2020-02-07,2.78
1018,LUX,2020-02-07,0.0
1019,LTU,2020-02-07,0.0
1020,ITA,2020-02-07,19.44
1021,IRL,2020-02-07,5.56
1022,HRV,2020-02-07,13.89
1023,GRC,2020-02-07,0.0
1024,GBR,2020-02-07,11.11
1025,FRA,2020-02-07,13.89
1026,NLD,2020-02-08,0.0
1027,ROU,2020-02-08,5.56
1028,SWE,2020-02-08,0.0
1029,AUT,2020-02-08,0.0
1030,BEL,2020-02-08,11.11
1031,CZE,2020-02-08,16.67
1032,DEU,2020-02-08,5.56
1033,DNK,2020-02-08,0.0
1034,ESP,2020-02-08,11.11
1035,EST,2020-02-08,0.0
1036,FIN,2020-02-08,13.89
1037,BGR,2020-02-08,2.78
1038,CYP,2020-02-08,0.0
1039,HUN,2020-02-08,0.0
1040,LVA,2020-02-08,2.78
1041,POL,2020-02-08,5.56
1042,PRT,2020-02-08,11.11
1043,SVK,2020-02-08,2.78
1044,SVN,2020-02-08,0.0
1045,FRA,2020-02-08,13.89
1046,GBR,2020-02-08,11.11
1047,GRC,2020-02-08,0.0
1048,HRV,2020-02-08,13.89
1049,IRL,2020-02-08,5.56
1050,ITA,2020-02-08,19.44
1051,LTU,2020-02-08,0.0
1052,LUX,2020-02-08,0.0
1053,SWE,2020-02-09,0.0
1054,ROU,2020-02-09,5.56
1055,NLD,2020-02-09,0.0
1056,FIN,2020-02-09,13.89
1057,EST,2020-02-09,0.0
1058,ESP,2020-02-09,11.11
1059,DNK,2020-02-09,0.0
1060,DEU,2020-02-09,5.56
1061,CZE,2020-02-09,16.67
1062,BEL,2020-02-09,11.11
1063,AUT,2020-02-09,0.0
1064,SVN,2020-02-09,0.0
1065,SVK,2020-02-09,2.78
1066,PRT,2020-02-09,11.11
1067,POL,2020-02-09,5.56
1068,LVA,2020-02-09,2.78
1069,HUN,2020-02-09,0.0
1070,CYP,2020-02-09,0.0
1071,BGR,2020-02-09,2.78
1072,LUX,2020-02-09,0.0
1073,LTU,2020-02-09,0.0
1074,ITA,2020-02-09,19.44
1075,IRL,2020-02-09,5.56
1076,HRV,2020-02-09,13.89
1077,GRC,2020-02-09,0.0
1078,GBR,2020-02-09,11.11
1079,FRA,2020-02-09,13.89
1080,NLD,2020-02-10,0.0
1081,ROU,2020-02-10,5.56
1082,SWE,2020-02-10,0.0
1083,AUT,2020-02-10,0.0
1084,BEL,2020-02-10,11.11
1085,CZE,2020-02-10,16.67
1086,DEU,2020-02-10,5.56
1087,DNK,2020-02-10,0.0
1088,ESP,2020-02-10,11.11
1089,EST,2020-02-10,0.0
1090,FIN,2020-02-10,13.89
1091,BGR,2020-02-10,2.78
1092,CYP,2020-02-10,0.0
1093,HUN,2020-02-10,0.0
1094,LVA,2020-02-10,2.78
1095,POL,2020-02-10,5.56
1096,PRT,2020-02-10,11.11
1097,SVK,2020-02-10,2.78
1098,SVN,2020-02-10,0.0
1099,FRA,2020-02-10,13.89
1100,GBR,2020-02-10,11.11
1101,GRC,2020-02-10,0.0
1102,HRV,2020-02-10,13.89
1103,IRL,2020-02-10,5.56
1104,ITA,2020-02-10,19.44
1105,LTU,2020-02-10,0.0
1106,LUX,2020-02-10,0.0
1107,SWE,2020-02-11,0.0
1108,ROU,2020-02-11,5.56
1109,NLD,2020-02-11,0.0
1110,FIN,2020-02-11,13.89
1111,EST,2020-02-11,0.0
1112,ESP,2020-02-11,11.11
1113,DNK,2020-02-11,0.0
1114,DEU,2020-02-11,5.56
1115,CZE,2020-02-11,16.67
1116,BEL,2020-02-11,11.11
1117,AUT,2020-02-11,0.0
1118,SVN,2020-02-11,0.0
1119,SVK,2020-02-11,2.78
1120,PRT,2020-02-11,11.11
1121,POL,2020-02-11,5.56
1122,LVA,2020-02-11,2.78
1123,HUN,2020-02-11,0.0
1124,CYP,2020-02-11,0.0
1125,BGR,2020-02-11,8.33
1126,LUX,2020-02-11,0.0
1127,LTU,2020-02-11,0.0
1128,ITA,2020-02-11,19.44
1129,IRL,2020-02-11,5.56
1130,HRV,2020-02-11,13.89
1131,GRC,2020-02-11,0.0
1132,GBR,2020-02-11,11.11
1133,FRA,2020-02-11,13.89
1134,NLD,2020-02-12,0.0
1135,ROU,2020-02-12,5.56
1136,SWE,2020-02-12,0.0
1137,AUT,2020-02-12,0.0
1138,BEL,2020-02-12,11.11
1139,CZE,2020-02-12,16.67
1140,DEU,2020-02-12,11.11
1141,DNK,2020-02-12,0.0
1142,ESP,2020-02-12,11.11
1143,EST,2020-02-12,0.0
1144,FIN,2020-02-12,13.89
1145,BGR,2020-02-12,8.33
1146,CYP,2020-02-12,0.0
1147,HUN,2020-02-12,0.0
1148,LVA,2020-02-12,2.78
1149,POL,2020-02-12,5.56
1150,PRT,2020-02-12,11.11
1151,SVK,2020-02-12,2.78
1152,SVN,2020-02-12,0.0
1153,FRA,2020-02-12,13.89
1154,GBR,2020-02-12,11.11
1155,GRC,2020-02-12,0.0
1156,HRV,2020-02-12,13.89
1157,IRL,2020-02-12,5.56
1158,ITA,2020-02-12,19.44
1159,LTU,2020-02-12,0.0
1160,LUX,2020-02-12,0.0
1161,SWE,2020-02-13,0.0
1162,ROU,2020-02-13,5.56
1163,NLD,2020-02-13,0.0
1164,FIN,2020-02-13,13.89
1165,EST,2020-02-13,0.0
1166,ESP,2020-02-13,11.11
1167,DNK,2020-02-13,0.0
1168,DEU,2020-02-13,11.11
1169,CZE,2020-02-13,16.67
1170,BEL,2020-02-13,11.11
1171,AUT,2020-02-13,0.0
1172,SVN,2020-02-13,0.0
1173,SVK,2020-02-13,2.78
1174,PRT,2020-02-13,11.11
1175,POL,2020-02-13,5.56
1176,LVA,2020-02-13,2.78
1177,HUN,2020-02-13,0.0
1178,CYP,2020-02-13,0.0
1179,BGR,2020-02-13,8.33
1180,LUX,2020-02-13,0.0
1181,LTU,2020-02-13,0.0
1182,ITA,2020-02-13,19.44
1183,IRL,2020-02-13,5.56
1184,HRV,2020-02-13,13.89
1185,GRC,2020-02-13,0.0
1186,GBR,2020-02-13,11.11
1187,FRA,2020-02-13,13.89
1188,NLD,2020-02-14,0.0
1189,ROU,2020-02-14,5.56
1190,SWE,2020-02-14,0.0
1191,AUT,2020-02-14,0.0
1192,BEL,2020-02-14,11.11
1193,CZE,2020-02-14,16.67
1194,DEU,2020-02-14,11.11
1195,DNK,2020-02-14,0.0
1196,ESP,2020-02-14,11.11
1197,EST,2020-02-14,0.0
1198,FIN,2020-02-14,13.89
1199,BGR,2020-02-14,8.33
1200,CYP,2020-02-14,0.0
1201,HUN,2020-02-14,0.0
1202,LVA,2020-02-14,2.78
1203,POL,2020-02-14,5.56
1204,PRT,2020-02-14,11.11
1205,SVK,2020-02-14,2.78
1206,SVN,2020-02-14,0.0
1207,FRA,2020-02-14,13.89
1208,GBR,2020-02-14,11.11
1209,GRC,2020-02-14,0.0
1210,HRV,2020-02-14,13.89
1211,IRL,2020-02-14,5.56
1212,ITA,2020-02-14,19.44
1213,LTU,2020-02-14,0.0
1214,LUX,2020-02-14,0.0
1215,SWE,2020-02-15,0.0
1216,ROU,2020-02-15,5.56
1217,NLD,2020-02-15,0.0
1218,FIN,2020-02-15,13.89
1219,EST,2020-02-15,0.0
1220,ESP,2020-02-15,11.11
1221,DNK,2020-02-15,0.0
1222,DEU,2020-02-15,11.11
1223,CZE,2020-02-15,16.67
1224,BEL,2020-02-15,11.11
1225,AUT,2020-02-15,0.0
1226,SVN,2020-02-15,0.0
1227,SVK,2020-02-15,2.78
1228,PRT,2020-02-15,11.11
1229,POL,2020-02-15,5.56
1230,LVA,2020-02-15,2.78
1231,HUN,2020-02-15,0.0
1232,CYP,2020-02-15,0.0
1233,BGR,2020-02-15,8.33
1234,LUX,2020-02-15,0.0
1235,LTU,2020-02-15,0.0
1236,ITA,2020-02-15,19.44
1237,IRL,2020-02-15,5.56
1238,HRV,2020-02-15,13.89
1239,GRC,2020-02-15,0.0
1240,GBR,2020-02-15,11.11
1241,FRA,2020-02-15,13.89
1242,NLD,2020-02-16,0.0
1243,ROU,2020-02-16,5.56
1244,SWE,2020-02-16,0.0
1245,AUT,2020-02-16,0.0
1246,BEL,2020-02-16,11.11
1247,CZE,2020-02-16,16.67
1248,DEU,2020-02-16,11.11
1249,DNK,2020-02-16,0.0
1250,ESP,2020-02-16,11.11
1251,EST,2020-02-16,0.0
1252,FIN,2020-02-16,13.89
1253,BGR,2020-02-16,8.33
1254,CYP,2020-02-16,0.0
1255,HUN,2020-02-16,0.0
1256,LVA,2020-02-16,2.78
1257,POL,2020-02-16,5.56
1258,PRT,2020-02-16,11.11
1259,SVK,2020-02-16,2.78
1260,SVN,2020-02-16,0.0
1261,FRA,2020-02-16,13.89
1262,GBR,2020-02-16,11.11
1263,GRC,2020-02-16,0.0
1264,HRV,2020-02-16,13.89
1265,IRL,2020-02-16,5.56
1266,ITA,2020-02-16,19.44
1267,LTU,2020-02-16,0.0
1268,LUX,2020-02-16,0.0
1269,SWE,2020-02-17,0.0
1270,ROU,2020-02-17,5.56
1271,NLD,2020-02-17,0.0
1272,FIN,2020-02-17,13.89
1273,EST,2020-02-17,0.0
1274,ESP,2020-02-17,11.11
1275,DNK,2020-02-17,0.0
1276,DEU,2020-02-17,11.11
1277,CZE,2020-02-17,16.67
1278,BEL,2020-02-17,11.11
1279,AUT,2020-02-17,0.0
1280,SVN,2020-02-17,0.0
1281,SVK,2020-02-17,2.78
1282,PRT,2020-02-17,11.11
1283,POL,2020-02-17,5.56
1284,LVA,2020-02-17,2.78
1285,HUN,2020-02-17,0.0
1286,CYP,2020-02-17,0.0
1287,BGR,2020-02-17,8.33
1288,LUX,2020-02-17,0.0
1289,LTU,2020-02-17,0.0
1290,ITA,2020-02-17,19.44
1291,IRL,2020-02-17,5.56
1292,HRV,2020-02-17,13.89
1293,GRC,2020-02-17,0.0
1294,GBR,2020-02-17,11.11
1295,FRA,2020-02-17,13.89
1296,NLD,2020-02-18,0.0
1297,ROU,2020-02-18,5.56
1298,SWE,2020-02-18,0.0
1299,AUT,2020-02-18,0.0
1300,BEL,2020-02-18,11.11
1301,CZE,2020-02-18,16.67
1302,DEU,2020-02-18,11.11
1303,DNK,2020-02-18,0.0
1304,ESP,2020-02-18,11.11
1305,EST,2020-02-18,0.0
1306,FIN,2020-02-18,13.89
1307,BGR,2020-02-18,8.33
1308,CYP,2020-02-18,0.0
1309,HUN,2020-02-18,0.0
1310,LVA,2020-02-18,2.78
1311,POL,2020-02-18,5.56
1312,PRT,2020-02-18,11.11
1313,SVK,2020-02-18,2.78
1314,SVN,2020-02-18,0.0
1315,FRA,2020-02-18,13.89
1316,GBR,2020-02-18,11.11
1317,GRC,2020-02-18,0.0
1318,HRV,2020-02-18,13.89
1319,IRL,2020-02-18,5.56
1320,ITA,2020-02-18,19.44
1321,LTU,2020-02-18,0.0
1322,LUX,2020-02-18,0.0
1323,SWE,2020-02-19,0.0
1324,ROU,2020-02-19,5.56
1325,NLD,2020-02-19,0.0
1326,FIN,2020-02-19,13.89
1327,EST,2020-02-19,0.0
1328,ESP,2020-02-19,11.11
1329,DNK,2020-02-19,0.0
1330,DEU,2020-02-19,11.11
1331,CZE,2020-02-19,16.67
1332,BEL,2020-02-19,11.11
1333,AUT,2020-02-19,0.0
1334,SVN,2020-02-19,0.0
1335,SVK,2020-02-19,2.78
1336,PRT,2020-02-19,11.11
1337,POL,2020-02-19,5.56
1338,LVA,2020-02-19,2.78
1339,HUN,2020-02-19,0.0
1340,CYP,2020-02-19,0.0
1341,BGR,2020-02-19,8.33
1342,LUX,2020-02-19,0.0
1343,LTU,2020-02-19,0.0
1344,ITA,2020-02-19,19.44
1345,IRL,2020-02-19,5.56
1346,HRV,2020-02-19,13.89
1347,GRC,2020-02-19,0.0
1348,GBR,2020-02-19,11.11
1349,FRA,2020-02-19,13.89
1350,NLD,2020-02-20,0.0
1351,ROU,2020-02-20,5.56
1352,SWE,2020-02-20,0.0
1353,AUT,2020-02-20,0.0
1354,BEL,2020-02-20,11.11
1355,CZE,2020-02-20,16.67
1356,DEU,2020-02-20,11.11
1357,DNK,2020-02-20,0.0
1358,ESP,2020-02-20,11.11
1359,EST,2020-02-20,0.0
1360,FIN,2020-02-20,13.89
1361,BGR,2020-02-20,8.33
1362,CYP,2020-02-20,0.0
1363,HUN,2020-02-20,0.0
1364,LVA,2020-02-20,2.78
1365,POL,2020-02-20,5.56
1366,PRT,2020-02-20,11.11
1367,SVK,2020-02-20,2.78
1368,SVN,2020-02-20,0.0
1369,FRA,2020-02-20,13.89
1370,GBR,2020-02-20,11.11
1371,GRC,2020-02-20,0.0
1372,HRV,2020-02-20,13.89
1373,IRL,2020-02-20,5.56
1374,ITA,2020-02-20,19.44
1375,LTU,2020-02-20,0.0
1376,LUX,2020-02-20,0.0
1377,SWE,2020-02-21,0.0
1378,ROU,2020-02-21,5.56
1379,NLD,2020-02-21,0.0
1380,FIN,2020-02-21,13.89
1381,EST,2020-02-21,0.0
1382,ESP,2020-02-21,11.11
1383,DNK,2020-02-21,0.0
1384,DEU,2020-02-21,11.11
1385,CZE,2020-02-21,16.67
1386,BEL,2020-02-21,11.11
1387,AUT,2020-02-21,0.0
1388,SVN,2020-02-21,0.0
1389,SVK,2020-02-21,2.78
1390,PRT,2020-02-21,11.11
1391,POL,2020-02-21,5.56
1392,LVA,2020-02-21,2.78
1393,HUN,2020-02-21,0.0
1394,CYP,2020-02-21,0.0
1395,BGR,2020-02-21,8.33
1396,LUX,2020-02-21,0.0
1397,LTU,2020-02-21,0.0
1398,ITA,2020-02-21,27.78
1399,IRL,2020-02-21,5.56
1400,HRV,2020-02-21,13.89
1401,GRC,2020-02-21,0.0
1402,GBR,2020-02-21,11.11
1403,FRA,2020-02-21,13.89
1404,NLD,2020-02-22,0.0
1405,ROU,2020-02-22,5.56
1406,SWE,2020-02-22,0.0
1407,AUT,2020-02-22,0.0
1408,BEL,2020-02-22,11.11
1409,CZE,2020-02-22,16.67
1410,DEU,2020-02-22,11.11
1411,DNK,2020-02-22,0.0
1412,ESP,2020-02-22,11.11
1413,EST,2020-02-22,0.0
1414,FIN,2020-02-22,13.89
1415,BGR,2020-02-22,8.33
1416,CYP,2020-02-22,0.0
1417,HUN,2020-02-22,0.0
1418,LVA,2020-02-22,2.78
1419,POL,2020-02-22,5.56
1420,PRT,2020-02-22,11.11
1421,SVK,2020-02-22,2.78
1422,SVN,2020-02-22,0.0
1423,FRA,2020-02-22,13.89
1424,GBR,2020-02-22,11.11
1425,GRC,2020-02-22,0.0
1426,HRV,2020-02-22,13.89
1427,IRL,2020-02-22,5.56
1428,ITA,2020-02-22,37.04
1429,LTU,2020-02-22,0.0
1430,LUX,2020-02-22,0.0
1431,SWE,2020-02-23,0.0
1432,ROU,2020-02-23,5.56
1433,NLD,2020-02-23,0.0
1434,FIN,2020-02-23,13.89
1435,EST,2020-02-23,0.0
1436,ESP,2020-02-23,11.11
1437,DNK,2020-02-23,0.0
1438,DEU,2020-02-23,11.11
1439,CZE,2020-02-23,16.67
1440,BEL,2020-02-23,11.11
1441,AUT,2020-02-23,0.0
1442,SVN,2020-02-23,0.0
1443,SVK,2020-02-23,2.78
1444,PRT,2020-02-23,11.11
1445,POL,2020-02-23,5.56
1446,LVA,2020-02-23,2.78
1447,HUN,2020-02-23,0.0
1448,CYP,2020-02-23,0.0
1449,BGR,2020-02-23,8.33
1450,LUX,2020-02-23,0.0
1451,LTU,2020-02-23,0.0
1452,ITA,2020-02-23,69.91
1453,IRL,2020-02-23,5.56
1454,HRV,2020-02-23,13.89
1455,GRC,2020-02-23,0.0
1456,GBR,2020-02-23,11.11
1457,FRA,2020-02-23,13.89
1458,NLD,2020-02-24,0.0
1459,ROU,2020-02-24,5.56
1460,SWE,2020-02-24,0.0
1461,AUT,2020-02-24,11.11
1462,BEL,2020-02-24,11.11
1463,CZE,2020-02-24,16.67
1464,DEU,2020-02-24,11.11
1465,DNK,2020-02-24,0.0
1466,ESP,2020-02-24,11.11
1467,EST,2020-02-24,0.0
1468,FIN,2020-02-24,13.89
1469,BGR,2020-02-24,13.89
1470,CYP,2020-02-24,0.0
1471,HUN,2020-02-24,0.0
1472,LVA,2020-02-24,2.78
1473,POL,2020-02-24,5.56
1474,PRT,2020-02-24,11.11
1475,SVK,2020-02-24,2.78
1476,SVN,2020-02-24,0.0
1477,FRA,2020-02-24,13.89
1478,GBR,2020-02-24,11.11
1479,GRC,2020-02-24,0.0
1480,HRV,2020-02-24,13.89
1481,IRL,2020-02-24,5.56
1482,ITA,2020-02-24,69.91
1483,LTU,2020-02-24,0.0
1484,LUX,2020-02-24,0.0
1485,SWE,2020-02-25,0.0
1486,ROU,2020-02-25,16.67
1487,NLD,2020-02-25,0.0
1488,FIN,2020-02-25,13.89
1489,EST,2020-02-25,0.0
1490,ESP,2020-02-25,11.11
1491,DNK,2020-02-25,0.0
1492,DEU,2020-02-25,11.11
1493,CZE,2020-02-25,16.67
1494,BEL,2020-02-25,11.11
1495,AUT,2020-02-25,11.11
1496,SVN,2020-02-25,0.0
1497,SVK,2020-02-25,2.78
1498,PRT,2020-02-25,11.11
1499,POL,2020-02-25,5.56
1500,LVA,2020-02-25,2.78
1501,HUN,2020-02-25,0.0
1502,CYP,2020-02-25,0.0
1503,BGR,2020-02-25,13.89
1504,LUX,2020-02-25,0.0
1505,LTU,2020-02-25,0.0
1506,ITA,2020-02-25,69.91
1507,IRL,2020-02-25,5.56
1508,HRV,2020-02-25,13.89
1509,GRC,2020-02-25,11.11
1510,GBR,2020-02-25,11.11
1511,FRA,2020-02-25,16.67
1512,NLD,2020-02-26,0.0
1513,ROU,2020-02-26,16.67
1514,SWE,2020-02-26,0.0
1515,AUT,2020-02-26,11.11
1516,BEL,2020-02-26,11.11
1517,CZE,2020-02-26,16.67
1518,DEU,2020-02-26,16.67
1519,DNK,2020-02-26,0.0
1520,ESP,2020-02-26,11.11
1521,EST,2020-02-26,0.0
1522,FIN,2020-02-26,13.89
1523,BGR,2020-02-26,13.89
1524,CYP,2020-02-26,0.0
1525,HUN,2020-02-26,0.0
1526,LVA,2020-02-26,2.78
1527,POL,2020-02-26,5.56
1528,PRT,2020-02-26,11.11
1529,SVK,2020-02-26,2.78
1530,SVN,2020-02-26,0.0
1531,FRA,2020-02-26,16.67
1532,GBR,2020-02-26,11.11
1533,GRC,2020-02-26,11.11
1534,HRV,2020-02-26,13.89
1535,IRL,2020-02-26,5.56
1536,ITA,2020-02-26,69.91
1537,LTU,2020-02-26,5.56
1538,LUX,2020-02-26,0.0
1539,SWE,2020-02-27,0.0
1540,ROU,2020-02-27,16.67
1541,NLD,2020-02-27,0.0
1542,FIN,2020-02-27,19.44
1543,EST,2020-02-27,0.0
1544,ESP,2020-02-27,11.11
1545,DNK,2020-02-27,11.11
1546,DEU,2020-02-27,16.67
1547,CZE,2020-02-27,16.67
1548,BEL,2020-02-27,11.11
1549,AUT,2020-02-27,11.11
1550,SVN,2020-02-27,0.0
1551,SVK,2020-02-27,2.78
1552,PRT,2020-02-27,11.11
1553,POL,2020-02-27,11.11
1554,LVA,2020-02-27,8.33
1555,HUN,2020-02-27,0.0
1556,CYP,2020-02-27,0.0
1557,BGR,2020-02-27,13.89
1558,LUX,2020-02-27,0.0
1559,LTU,2020-02-27,5.56
1560,ITA,2020-02-27,69.91
1561,IRL,2020-02-27,5.56
1562,HRV,2020-02-27,13.89
1563,GRC,2020-02-27,11.11
1564,GBR,2020-02-27,11.11
1565,FRA,2020-02-27,16.67
1566,NLD,2020-02-28,0.0
1567,ROU,2020-02-28,16.67
1568,SWE,2020-02-28,0.0
1569,AUT,2020-02-28,11.11
1570,BEL,2020-02-28,11.11
1571,CZE,2020-02-28,19.44
1572,DEU,2020-02-28,19.44
1573,DNK,2020-02-28,11.11
1574,ESP,2020-02-28,11.11
1575,EST,2020-02-28,0.0
1576,FIN,2020-02-28,19.44
1577,BGR,2020-02-28,13.89
1578,CYP,2020-02-28,0.0
1579,HUN,2020-02-28,5.56
1580,LVA,2020-02-28,8.33
1581,POL,2020-02-28,11.11
1582,PRT,2020-02-28,11.11
1583,SVK,2020-02-28,2.78
1584,SVN,2020-02-28,0.0
1585,FRA,2020-02-28,16.67
1586,GBR,2020-02-28,11.11
1587,GRC,2020-02-28,11.11
1588,HRV,2020-02-28,13.89
1589,IRL,2020-02-28,5.56
1590,ITA,2020-02-28,69.91
1591,LTU,2020-02-28,11.11
1592,LUX,2020-02-28,0.0
1593,SWE,2020-02-29,0.0
1594,ROU,2020-02-29,16.67
1595,NLD,2020-02-29,0.0
1596,FIN,2020-02-29,19.44
1597,EST,2020-02-29,0.0
1598,ESP,2020-02-29,11.11
1599,DNK,2020-02-29,11.11
1600,DEU,2020-02-29,25.0
1601,CZE,2020-02-29,19.44
1602,BEL,2020-02-29,11.11
1603,AUT,2020-02-29,11.11
1604,SVN,2020-02-29,0.0
1605,SVK,2020-02-29,2.78
1606,PRT,2020-02-29,11.11
1607,POL,2020-02-29,11.11
1608,LVA,2020-02-29,8.33
1609,HUN,2020-02-29,5.56
1610,CYP,2020-02-29,0.0
1611,BGR,2020-02-29,13.89
1612,LUX,2020-02-29,0.0
1613,LTU,2020-02-29,11.11
