,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Shallow,"Lady Gaga",1528354,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
2,"Sweet but Psycho","Ava Max",1248862,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
3,"thank u, next","Ariana Grande",1205659,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
4,"Ruin My Life","Zara Larsson",1028832,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
5,"Säga mig (feat. Jireel)",STOR,1027108,https://open.spotify.com/track/3VDYDECOg7Ku3cdJCPqS4D
6,"Happy Now",Kygo,981268,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4
7,"Be Alright","Dean Lewis",936631,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
8,Tappat,"Victor Leksell",922418,https://open.spotify.com/track/2jPCvYRyIXQf2if8CTyabC
9,"Forgive Me Friend","Smith & Thell",890194,https://open.spotify.com/track/73VW0CYIIx6xRuy4JdoXUV
10,"Always Remember Us This Way","Lady Gaga",848336,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
11,"Love Someone","Lukas Graham",766331,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r
12,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,729676,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
13,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",721904,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8
14,"Diamond Heart","Alan Walker",707809,https://open.spotify.com/track/4J4zx8xGJpuGndrVc06KaT
15,"when the party's over","Billie Eilish",697211,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
16,"Bad Liar","Imagine Dragons",661771,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
17,Happier,Marshmello,646779,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
18,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",620965,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
19,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",617967,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
20,"In My Mind",Dynoro,576079,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
21,"Let You Love Me","Rita Ora",540162,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
