,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Shallow,"Lady Gaga",1069418,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
2,Wow.,"Post Malone",975272,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
3,"Sweet but Psycho","Ava Max",803038,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
4,"thank u, next","Ariana Grande",678426,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
5,"Be Alright","Dean Lewis",650321,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
6,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",638851,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
7,"Happy Now",Kygo,632482,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4
8,"Love Someone","Lukas Graham",631223,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r
9,"Forgive Me Friend","Smith & Thell",599241,https://open.spotify.com/track/7mJKfgBVhd5lB3jweVwVQS
10,"when the party's over","Billie Eilish",576582,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
11,"Without You (feat. Sandro Cavazza)",Avicii,573199,https://open.spotify.com/track/6Pgkp4qUoTmJIPn7ReaGxL
12,Tappat,"Victor Leksell",541534,https://open.spotify.com/track/2jPCvYRyIXQf2if8CTyabC
13,"Ruin My Life","Zara Larsson",522397,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
14,"Sverige Vet",Z.E,492832,https://open.spotify.com/track/3ZHnfKXAjulpLqKJfT7DEC
15,"Always Remember Us This Way","Lady Gaga",447751,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
16,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",438504,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
17,"In My Mind",Dynoro,431871,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
18,"Better Now","Post Malone",425072,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
19,"Without Me",Halsey,421188,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
20,Everything,"Sebastian Walldén",421084,https://open.spotify.com/track/3sXHMpriGlbFhMdJT6tzao
21,"High Hopes","Panic! At The Disco",411122,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
22,Happier,Marshmello,408149,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
23,"Diamond Heart","Alan Walker",398947,https://open.spotify.com/track/0nrWZWkJM62ftQJSI8fDc0
24,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",396867,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
25,"Bad Liar","Imagine Dragons",396788,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
26,"Aqua Aura",Fricky,385062,https://open.spotify.com/track/468ooECb1oRgt4gGfLeAoH
27,"Hon dansar vidare i livet",Hov1,377483,https://open.spotify.com/track/1aEU7mcRDTYBB4ASpqbjYE
28,Sand,"Molly Sandén",377436,https://open.spotify.com/track/7CYKovD8hNKg0w902IASMi
29,"Solo (feat. Demi Lovato)","Clean Bandit",377233,https://open.spotify.com/track/3NuK5xMlSlB6K2Qp16zf3h
30,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,369983,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
31,"Wake Me Up",Avicii,367211,https://open.spotify.com/track/4h8VwCb1MTGoLKueQ1WgbD
32,"Be Your Friend‬‬",Vigiland,358417,https://open.spotify.com/track/2mSIu1ZPo22Ihx3EwS4E6h
33,"SICKO MODE","Travis Scott",355732,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
