,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Devia Ir","Wet Bed Gang",284696,https://open.spotify.com/track/1ftBvRj542ol7LT1A0EtL7
2,"In My Feelings",Drake,186967,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
3,"Lucky You (feat. Joyner Lucas)",Eminem,161356,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
4,"Mafiosa (feat. Caroliina)",Lartiste,155447,https://open.spotify.com/track/0WxiQqTcK3ZErx2mMWgtm6
5,"Te Boté - Remix","Nio Garcia",154883,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
6,"Lucid Dreams","Juice WRLD",139456,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
7,"The Ringer",Eminem,132584,https://open.spotify.com/track/2jt2WxXMCD4zjACthkJQVE
8,"Girls Like You (feat. Cardi B)","Maroon 5",117085,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
9,"Amor de Verdade","MC Kekel",116853,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
10,"Taste (feat. Offset)",Tyga,113644,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
11,SAD!,XXXTENTACION,109601,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
12,"Eastside (with Halsey & Khalid)","benny blanco",105894,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
13,"Din Din Din (Participação especial de MC Pupio e MC Doguinha)",Ludmilla,101556,https://open.spotify.com/track/78Q2gghkt8iLJ7J0Uc4QYb
14,"NÓS2 (feat. Deezy)",Bispo,100667,https://open.spotify.com/track/4Pl3vnDKIJRQ1eXjeqimBR
15,Rise,"Jonas Blue",99161,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
16,Greatest,Eminem,95657,https://open.spotify.com/track/2XTquzYQAdT1Hk78bOUwsv
17,"Better Now","Post Malone",91780,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
18,Youngblood,"5 Seconds of Summer",91394,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
19,"Mesa 8","Wet Bed Gang",90033,https://open.spotify.com/track/6ZWr4ogmKx2JlY6YOTcnON
20,"In My Mind",Dynoro,88956,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
21,"Not Alike (feat. Royce Da 5'9)",Eminem,86913,https://open.spotify.com/track/28FGV3ORH14MYORd7s5dlU
22,"Solo (feat. Demi Lovato)","Clean Bandit",86726,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
23,"God is a woman","Ariana Grande",85894,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
24,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,84885,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
25,Natural,"Imagine Dragons",84474,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
26,Cafeína,"Dj Dadda",83867,https://open.spotify.com/track/37tlhZnzXdF5en96O1j93w
27,"No Brainer","DJ Khaled",82120,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
28,"SICKO MODE","Travis Scott",81750,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
29,"Água de Coco (Prod. Lhast)",ProfJam,81586,https://open.spotify.com/track/4VXadgWrXnmHsWknVD2vgJ
30,Happier,Marshmello,80628,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
31,breathin,"Ariana Grande",80197,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
32,"One Kiss (with Dua Lipa)","Calvin Harris",78618,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
33,Fall,Eminem,78551,https://open.spotify.com/track/58QhkbaAkLFnn7JwAnAato
34,"Jackie Chan",Tiësto,78265,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
35,"Faz Gostoso",Blaya,77962,https://open.spotify.com/track/35pucCKt28NvIK88gpEEjl
36,Kamikaze,Eminem,77876,https://open.spotify.com/track/2gsNpSn7VvvJuSrIDfRoYy
37,"I Like It","Cardi B",75495,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
38,"Promises (with Sam Smith)","Calvin Harris",74294,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
39,"Dona Maria","Thiago Brava",72074,https://open.spotify.com/track/0dGqIEsFN3KakdPCMkgjre
40,Normal,Eminem,70574,https://open.spotify.com/track/0evt4UZbdhnHtcAnxkm6A1
41,"Sin Pijama","Becky G",70212,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
42,"Prova dos 9",Piruka,69581,https://open.spotify.com/track/7JSvz1VaPKZzQ0gRJkW95x
43,"Chaminé (Zara G)","Wet Bed Gang",69062,https://open.spotify.com/track/53kn2KqWSG9neh5H3YQqxt
44,"Beautiful (feat. Camila Cabello)",Bazzi,68088,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
45,"God's Plan",Drake,67500,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
46,"Não Sinto","Wet Bed Gang",66984,https://open.spotify.com/track/0YC2GENi574LpUCPEHk8qy
47,"Stepping Stone",Eminem,66030,https://open.spotify.com/track/60Z57Wdrn0pEVpHI7d7GAX
48,Rain,mishlawi,65114,https://open.spotify.com/track/65GMCfqsrFRDSX7OWNoJeS
49,Moonlight,XXXTENTACION,62477,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
50,"Body (feat. brando)","Loud Luxury",59169,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
51,"Paul - Skit","Paul Rosenberg",58389,https://open.spotify.com/track/0Uv5Kp8sEnriJjkX4oLfNI
52,Nevermind,"Dennis Lloyd",57280,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
53,"Coração Não Tem Idade (Vou Beijar)",Toy,55041,https://open.spotify.com/track/42RynyXHcGYj6Cvwrh7eIZ
54,"Vaina Loca",Ozuna,54519,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
55,"X (feat. Maluma & Ozuna) - Remix","Nicky Jam",54429,https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw
56,"Venom - Music From The Motion Picture",Eminem,52635,https://open.spotify.com/track/2SL6oP2YAEQbqsrkOzRGO4
57,"1100 Cegonhas",Dillaz,51642,https://open.spotify.com/track/2z8miBNCvH52PnK5vfeXm8
58,"Vai malandra (feat. Tropkillaz & DJ Yuri Martins)",Anitta,51152,https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
59,Medicina,Anitta,50886,https://open.spotify.com/track/4R5xvs5X0phd0EYWyGigju
60,STARGAZING,"Travis Scott",50585,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
61,Aleluia,"Wet Bed Gang",50337,https://open.spotify.com/track/3nOdmaNfqskNaYpBGPLDdG
62,"Be Alright","Dean Lewis",49783,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
63,"Jocelyn Flores",XXXTENTACION,49448,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
64,"Em Calls Paul - Skit",Eminem,49353,https://open.spotify.com/track/6B3zy3LOKHndqsviCr2z15
65,"Ocean (feat. Khalid)","Martin Garrix",49288,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
66,"Happy Now",Zedd,49188,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
67,"Salto Alto",Piruka,49182,https://open.spotify.com/track/3sIXzuNgN9HrC7amkEQWiP
68,"Good Guy (feat. Jessie Reyez)",Eminem,49090,https://open.spotify.com/track/4g32MdRoqwGKQd3NXIRhpU
69,changes,XXXTENTACION,48660,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
70,X,"Nicky Jam",48522,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
