,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Devia Ir","Wet Bed Gang",266733,https://open.spotify.com/track/1ftBvRj542ol7LT1A0EtL7
2,"Lucky You (feat. Joyner Lucas)",Eminem,149053,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
3,"Te Boté - Remix","Nio Garcia",147279,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
4,"In My Feelings",Drake,144204,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
5,"I Love It (& Lil Pump)","Kanye West",139380,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
6,"Mafiosa (feat. Caroliina)",Lartiste,136652,https://open.spotify.com/track/0WxiQqTcK3ZErx2mMWgtm6
7,"Lucid Dreams","Juice WRLD",130023,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
8,Cafeína,"Dj Dadda",128102,https://open.spotify.com/track/37tlhZnzXdF5en96O1j93w
9,"O Bebê","MC Kevinho",124872,https://open.spotify.com/track/51HrDv54pSe1IqynORNXBd
10,Natural,"Imagine Dragons",110185,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
11,"Eastside (with Halsey & Khalid)","benny blanco",109510,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
12,"Amor de Verdade","MC Kekel",108502,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
13,"In My Mind",Dynoro,104710,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
14,"Girls Like You (feat. Cardi B)","Maroon 5",101289,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
15,SAD!,XXXTENTACION,100034,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
16,"NÓS2 (feat. Deezy)",Bispo,100026,https://open.spotify.com/track/4Pl3vnDKIJRQ1eXjeqimBR
17,"Promises (with Sam Smith)","Calvin Harris",97823,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
18,Happier,Marshmello,97626,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
19,"Din Din Din (Participação especial de MC Pupio e MC Doguinha)",Ludmilla,91360,https://open.spotify.com/track/78Q2gghkt8iLJ7J0Uc4QYb
20,"Taste (feat. Offset)",Tyga,91114,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
21,"Água de Coco (Prod. Lhast)",ProfJam,91078,https://open.spotify.com/track/4VXadgWrXnmHsWknVD2vgJ
22,"Mesa 8","Wet Bed Gang",88250,https://open.spotify.com/track/6ZWr4ogmKx2JlY6YOTcnON
23,"Better Now","Post Malone",84357,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
24,Youngblood,"5 Seconds of Summer",83721,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
25,Rise,"Jonas Blue",81460,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
26,"Faz Gostoso",Blaya,77840,https://open.spotify.com/track/35pucCKt28NvIK88gpEEjl
27,"Solo (feat. Demi Lovato)","Clean Bandit",77461,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
28,Better,Khalid,76606,https://open.spotify.com/track/4T3fNx3CgwDRRYgmFCbD4J
29,"SICKO MODE","Travis Scott",72868,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
30,breathin,"Ariana Grande",72441,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
31,"One Kiss (with Dua Lipa)","Calvin Harris",70115,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
32,"Sin Pijama","Becky G",70041,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
33,Sauce,Sippinpurpp,69739,https://open.spotify.com/track/4v5cpw1zIlqShprCCgL5UL
34,"I Like It","Cardi B",68154,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
35,"No Brainer","DJ Khaled",67951,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
36,"Dona Maria","Thiago Brava",67572,https://open.spotify.com/track/0dGqIEsFN3KakdPCMkgjre
37,"Vaina Loca",Ozuna,67120,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
38,"Beautiful (feat. Camila Cabello)",Bazzi,66672,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
39,"Chaminé (Zara G)","Wet Bed Gang",66354,https://open.spotify.com/track/53kn2KqWSG9neh5H3YQqxt
40,"Prova dos 9",Piruka,66200,https://open.spotify.com/track/7JSvz1VaPKZzQ0gRJkW95x
41,Rain,mishlawi,65695,https://open.spotify.com/track/65GMCfqsrFRDSX7OWNoJeS
42,"Coração Não Tem Idade (Vou Beijar)",Toy,65505,https://open.spotify.com/track/42RynyXHcGYj6Cvwrh7eIZ
43,"Não Sinto","Wet Bed Gang",64343,https://open.spotify.com/track/0YC2GENi574LpUCPEHk8qy
44,"Jackie Chan",Tiësto,64197,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
45,"Be Alright","Dean Lewis",62636,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
46,"Electricity (with Dua Lipa)","Silk City",62444,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
47,"God is a woman","Ariana Grande",61845,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
48,Nevermind,"Dennis Lloyd",59823,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
49,"The Ringer",Eminem,59611,https://open.spotify.com/track/2jt2WxXMCD4zjACthkJQVE
50,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,58840,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
51,BEBE,6ix9ine,57872,https://open.spotify.com/track/7ATATJztoWLcqDAcVVof0C
52,"Wake Up in the Sky","Gucci Mane",55673,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq
53,"God's Plan",Drake,55466,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
