,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"thank u, next","Ariana Grande",177980,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
2,"Devia Ir","Wet Bed Gang",171155,https://open.spotify.com/track/1ftBvRj542ol7LT1A0EtL7
3,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",168211,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
4,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,167463,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
5,Cafeína,"Dj Dadda",157188,https://open.spotify.com/track/37tlhZnzXdF5en96O1j93w
6,"MIA (feat. Drake)","Bad Bunny",148607,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
7,"Without Me",Halsey,147089,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
8,"Teu Eternamente","Slow J",145630,https://open.spotify.com/track/5nXOacZiLz7b5Nds2Ouq9h
9,Shallow,"Lady Gaga",143759,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
10,Happier,Marshmello,126670,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
11,Better,Khalid,126020,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
12,Sauce,Sippinpurpp,125107,https://open.spotify.com/track/4v5cpw1zIlqShprCCgL5UL
13,"Tou Bem (feat. Lhast)",ProfJam,117120,https://open.spotify.com/track/4c5yphfLxbguggPnS6Wibq
14,"Água de Coco (Prod. Lhast)",ProfJam,116649,https://open.spotify.com/track/4VXadgWrXnmHsWknVD2vgJ
15,"O Bebê","MC Kevinho",110821,https://open.spotify.com/track/51HrDv54pSe1IqynORNXBd
16,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",109194,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
17,"Te Boté - Remix","Nio Garcia",107236,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
18,"All I Want for Christmas Is You","Mariah Carey",105906,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
19,Miúda,"Holly Hood",98257,https://open.spotify.com/track/1DHQcaZMENKPt8KBQgIr25
20,Natural,"Imagine Dragons",97514,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT
21,"Sou Favela","MC Bruninho",95323,https://open.spotify.com/track/4r0K5FOCCyuAEb6BsR2ziw
22,"Agora é Tudo Meu","Dennis DJ",93326,https://open.spotify.com/track/5yH8pYxNckOU1cxfPsMIaz
23,Moonlight,XXXTENTACION,91899,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
24,"Lucid Dreams","Juice WRLD",89160,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
25,"Happy Day","Deejay Telio",88796,https://open.spotify.com/track/4HkmUlLklTFzOIufppSf0e
26,SAD!,XXXTENTACION,87077,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
27,"Eastside (with Halsey & Khalid)","benny blanco",86229,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
28,imagine,"Ariana Grande",85977,https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F
29,"NÓS2 (feat. Deezy)",Bispo,84367,https://open.spotify.com/track/4Pl3vnDKIJRQ1eXjeqimBR
