,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Devia Ir","Wet Bed Gang",275525,https://open.spotify.com/track/1ftBvRj542ol7LT1A0EtL7
2,"O Bebê","MC Kevinho",167210,https://open.spotify.com/track/51HrDv54pSe1IqynORNXBd
3,Cafeína,"Dj Dadda",161509,https://open.spotify.com/track/37tlhZnzXdF5en96O1j93w
4,"Te Boté - Remix","Nio Garcia",152521,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
5,"I Love It (& Lil Pump)","Kanye West",144345,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
6,"Lucid Dreams","Juice WRLD",143482,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
7,"Mafiosa (feat. Caroliina)",Lartiste,139935,https://open.spotify.com/track/0WxiQqTcK3ZErx2mMWgtm6
8,"In My Feelings",Drake,138783,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
9,"Falling Down - Bonus Track","Lil Peep",138749,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q
10,"Lucky You (feat. Joyner Lucas)",Eminem,120505,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
11,Natural,"Imagine Dragons",117388,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
12,Happier,Marshmello,112845,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
13,"Amor de Verdade","MC Kekel",112461,https://open.spotify.com/track/76KDy62J99FKu6ZsxMJy3j
14,"Eastside (with Halsey & Khalid)","benny blanco",112179,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
15,"In My Mind",Dynoro,112131,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
16,"NÓS2 (feat. Deezy)",Bispo,107816,https://open.spotify.com/track/4Pl3vnDKIJRQ1eXjeqimBR
17,"Água de Coco (Prod. Lhast)",ProfJam,107333,https://open.spotify.com/track/4VXadgWrXnmHsWknVD2vgJ
18,SAD!,XXXTENTACION,105964,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
19,"Promises (with Sam Smith)","Calvin Harris",101125,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
20,"Mesa 8","Wet Bed Gang",94819,https://open.spotify.com/track/6ZWr4ogmKx2JlY6YOTcnON
21,Better,Khalid,94301,https://open.spotify.com/track/4T3fNx3CgwDRRYgmFCbD4J
22,"Din Din Din (Participação especial de MC Pupio e MC Doguinha)",Ludmilla,91836,https://open.spotify.com/track/78Q2gghkt8iLJ7J0Uc4QYb
23,Sauce,Sippinpurpp,91636,https://open.spotify.com/track/4v5cpw1zIlqShprCCgL5UL
24,Youngblood,"5 Seconds of Summer",90005,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
25,"Taste (feat. Offset)",Tyga,89589,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
26,"Better Now","Post Malone",89072,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
27,"Girls Like You (feat. Cardi B)","Maroon 5",87696,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
28,Rise,"Jonas Blue",83789,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
29,"Solo (feat. Demi Lovato)","Clean Bandit",75890,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
30,"Faz Gostoso",Blaya,74311,https://open.spotify.com/track/35pucCKt28NvIK88gpEEjl
31,"SICKO MODE","Travis Scott",73501,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
32,BEBE,6ix9ine,73480,https://open.spotify.com/track/7ATATJztoWLcqDAcVVof0C
33,"One Kiss (with Dua Lipa)","Calvin Harris",72904,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
34,"Chaminé (Zara G)","Wet Bed Gang",71242,https://open.spotify.com/track/53kn2KqWSG9neh5H3YQqxt
35,"Be Alright","Dean Lewis",71125,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
36,"Vaina Loca",Ozuna,70402,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
37,"Prova dos 9",Piruka,70055,https://open.spotify.com/track/7JSvz1VaPKZzQ0gRJkW95x
38,Rain,mishlawi,69208,https://open.spotify.com/track/65GMCfqsrFRDSX7OWNoJeS
