,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Sweet but Psycho","Ava Max",413319,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
2,"Diamond Heart","Alan Walker",328029,https://open.spotify.com/track/4J4zx8xGJpuGndrVc06KaT
3,Dracula,SANNI,322703,https://open.spotify.com/track/7mYWSi9EXUnXdp6uPNqCPv
4,Lumi,Gasellit,302375,https://open.spotify.com/track/4rs41LGZD258N9nOf9a3rg
5,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,300877,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
6,"Loppuun Asti",Elastinen,300182,https://open.spotify.com/track/2DZEeHq94eVl4b2pkDuu5G
7,"Falling Down - Bonus Track","Lil Peep",292455,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q
8,"Kappas Vaan","Nikke Ankara",269464,https://open.spotify.com/track/53puyd2W8tJ626KKyE2tkB
9,"Polta se pois",TIPPA,244305,https://open.spotify.com/track/4AbSADTsmaUIqyXk64m8c9
10,"Mä haluun sut tänään","Pete Parkkonen",242040,https://open.spotify.com/track/4KKYXxyJS7hlMNVe31YRDY
11,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",234013,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
12,Shallow,"Lady Gaga",228029,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
13,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",227909,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
14,"thank u, next","Ariana Grande",225423,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
15,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",219527,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8
16,"Happy Now",Kygo,211334,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4
17,Valoo,Kasmir,210345,https://open.spotify.com/track/0a4gZac0HfpUPcPID1PaUn
18,"Tyhjää (feat. Jenna Alexa)",Juno,196357,https://open.spotify.com/track/3O8wREdosF8kHyd6KgUpEj
19,"Kiss and Make Up","Dua Lipa",193573,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
20,"Monta nimee",Vesala,191565,https://open.spotify.com/track/5JELeL7vfKmFQeE7Rncc3Y
21,"Ruin My Life","Zara Larsson",189830,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
22,"Let You Love Me","Rita Ora",186668,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
23,"Be Alright","Dean Lewis",178898,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
24,"Aamu - Vain Elämää Kausi 9",Evelina,175903,https://open.spotify.com/track/6xSi8KVmp6KmmS4BOsdWwq
25,"Baby (feat. MARINA & Luis Fonsi)","Clean Bandit",174837,https://open.spotify.com/track/1fLhGF1JfGQYj6EZLndD86
26,Happier,Marshmello,172135,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
27,"In My Mind",Dynoro,171312,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
28,"when the party's over","Billie Eilish",168812,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
29,Cowboy,ALMA,162507,https://open.spotify.com/track/0SMcxocirwIw1L6LKcjhW5
30,"Vastaaja (feat. Mira Luoti)",Aste,162019,https://open.spotify.com/track/18mfNQTfkx3vjZGAmH8bX4
31,Planeetat,"Ida Paul & Kalle Lindroth",157395,https://open.spotify.com/track/5T0V37aEWjTmR1EKDVrCT1
32,"Say My Name","David Guetta",157252,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6
33,"Without Me",Halsey,152541,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
34,"Mulkut - Vain Elämää Kausi 9",Pyhimys,149511,https://open.spotify.com/track/2kby1hpTWuRzTfM20T9mrq
35,"Perutaan Häät - Vain Elämää Kausi 9","Teflon Brothers",147452,https://open.spotify.com/track/6lz4EdYV6oWYdAADxOleEz
36,"Niin Kuin Ennenkin","Portion Boys",146145,https://open.spotify.com/track/43iKi7hvbAkoVNJdC0UKU2
37,"Promises (with Sam Smith)","Calvin Harris",145462,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
38,"Kaksi Jotka Pelkää","Jannika B",144845,https://open.spotify.com/track/4mid9QDxBUzpO7r5RrQJYR
39,"MIA (feat. Drake)","Bad Bunny",144049,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
40,XTC,"Lukas Leon",143933,https://open.spotify.com/track/17OUBczN4xbjuCDcx0xmXL
41,"Se Ei Kuulu Sulle",Gasellit,143361,https://open.spotify.com/track/4A7ZeiV3LKUDTXEcJMvaPD
42,"Lucid Dreams","Juice WRLD",139308,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
43,"Kaunis koti",SANNI,134880,https://open.spotify.com/track/1cmVb5s7EGC8sGbIFPNJV7
44,"Kyynelten virta","Reino Nordin",131487,https://open.spotify.com/track/363JrcPMzb2x6lHCTjf9WM
45,"Ota varovasti",Vesta,129267,https://open.spotify.com/track/46wULtWD6WHdbYNXk2KLMJ
46,"Mitä Mä Malagas?",Gasellit,128394,https://open.spotify.com/track/4Q1ixIPlK5hR16qZgRNKcN
47,"Aina ku Aira (Vain elämää kausi 9)",Ellinoora,126407,https://open.spotify.com/track/7Heo6ppyE5geqOCIbcArIl
48,"I Love It (& Lil Pump)","Kanye West",123577,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
49,"Forza Italia",Spekti,118951,https://open.spotify.com/track/7JEv9Hj3qJbFqcNqwsVMUh
50,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",117758,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
51,"Mä Voisin Olla Se","Eino ja Aapeli",114257,https://open.spotify.com/track/4jigaQg4yJmIxMXrLCr1yq
52,SAD!,XXXTENTACION,106365,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
53,Jättiläinen,Pyhimys,106221,https://open.spotify.com/track/3bEc0e8OHd73jfhSjXMoKb
54,"Hey Baby (feat. A7S)",Raaban,104239,https://open.spotify.com/track/6SzbkrY8OH3fHlLwdni592
55,"Made in Heaven","Jenni Vartiainen",103061,https://open.spotify.com/track/5V7QO5EdUB91ksf7FgBcCc
56,"Better Now","Post Malone",102130,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
57,"Sun syliin",YOUNGHEARTED,101334,https://open.spotify.com/track/2UHPRxhffXaN5GERGbaVSK
58,Natural,"Imagine Dragons",100632,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
59,Dreamer,"Martin Garrix",100415,https://open.spotify.com/track/0wUxh6XMc698xPCfgBaPRV
60,"Tällä kadulla (Vain elämää kausi 9)",Ellinoora,99968,https://open.spotify.com/track/5ujELTGSs5IDutlHy4svDm
61,"Funeral Song (Vain elämää kausi 9)",Ellinoora,98832,https://open.spotify.com/track/7KCQCgw903m8P7PEbHrOZi
62,"3 Hulluu Sanaa",Ollie,98083,https://open.spotify.com/track/754Z5dLH8PtRfljKr6gcmT
63,"Woman Like Me (feat. Nicki Minaj)","Little Mix",97700,https://open.spotify.com/track/6rrTr2HEAzlpC4KWZxF3S1
64,"rockstar (feat. 21 Savage)","Post Malone",93746,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
65,"Vierasta Miestä",Mäkki,92728,https://open.spotify.com/track/6tQaEvr7u3NLRGqaIBjb0V
66,Darkside,"Alan Walker",92720,https://open.spotify.com/track/1snWlbcbgQpJfknoI30DWG
67,"Bohemian Rhapsody - 2011 Mix",Queen,92665,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
68,"Bam Bam (feat. Raappana)",Aurora,92455,https://open.spotify.com/track/0bkkQc76Nnl18Jjz2QZW17
69,"SICKO MODE","Travis Scott",92403,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
70,"Asfalttiviidakko - Vain Elämää Kausi 9",Evelina,92394,https://open.spotify.com/track/7FCxlHGvfI7FvuTJWDBwJB
71,"I Found You (with Calvin Harris)","benny blanco",91756,https://open.spotify.com/track/5sdb5pMhcK44SSLsj1moUh
72,"Lucky You (feat. Joyner Lucas)",Eminem,91331,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
73,"Solo (feat. Demi Lovato)","Clean Bandit",90883,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
