,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"thank u, next","Ariana Grande",378283,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
2,"Sweet but Psycho","Ava Max",366959,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
3,"Falling Down - Bonus Track","Lil Peep",302638,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9
4,"Diamond Heart","Alan Walker",276947,https://open.spotify.com/track/4J4zx8xGJpuGndrVc06KaT
5,"Loppuun Asti",Elastinen,267827,https://open.spotify.com/track/2DZEeHq94eVl4b2pkDuu5G
6,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,267384,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
7,Dracula,SANNI,264117,https://open.spotify.com/track/7mYWSi9EXUnXdp6uPNqCPv
8,Lumi,Gasellit,253898,https://open.spotify.com/track/4rs41LGZD258N9nOf9a3rg
9,"Suomen muotoisen pilven alla","Arttu Wiskari",241383,https://open.spotify.com/track/2lvZlCIDkDHWc2Q9Y51GUJ
10,"Adoptoi Mun Sydän","SINI YASEMIN",223710,https://open.spotify.com/track/6VRi6NpPX52YTdCSqpKhRP
11,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",219292,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
12,"Polta se pois",TIPPA,210001,https://open.spotify.com/track/4AbSADTsmaUIqyXk64m8c9
13,Palasina,"Vilma Alina",207505,https://open.spotify.com/track/4zdSpPwmYl5s4kcfPPRn72
14,"Happy Now",Kygo,206563,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4
15,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",205701,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
16,BAD!,XXXTENTACION,204983,https://open.spotify.com/track/4CH66Rxcjcj3VBHwmIBj4T
17,"Bad Liar","Imagine Dragons",204625,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
18,"Kappas Vaan","Nikke Ankara",202516,https://open.spotify.com/track/53puyd2W8tJ626KKyE2tkB
19,Shallow,"Lady Gaga",198918,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
20,"Kiss and Make Up","Dua Lipa",193277,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
21,Valoo,Kasmir,187027,https://open.spotify.com/track/0a4gZac0HfpUPcPID1PaUn
22,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",186013,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8
23,"Monta nimee",Vesala,182358,https://open.spotify.com/track/5JELeL7vfKmFQeE7Rncc3Y
24,"when the party's over","Billie Eilish",180496,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
25,Toivon,costee,175742,https://open.spotify.com/track/6oDaoVLBj6eMxTUqNJJ7PW
26,"Ruin My Life","Zara Larsson",175703,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
27,"Mä haluun sut tänään","Pete Parkkonen",175359,https://open.spotify.com/track/4KKYXxyJS7hlMNVe31YRDY
