,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Loppuun Asti",Elastinen,434118,https://open.spotify.com/track/2DZEeHq94eVl4b2pkDuu5G
2,"Sweet but Psycho","Ava Max",422243,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
3,"Polta se pois",TIPPA,377568,https://open.spotify.com/track/4AbSADTsmaUIqyXk64m8c9
4,"Falling Down - Bonus Track","Lil Peep",368698,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q
5,"Diamond Heart","Alan Walker",354336,https://open.spotify.com/track/4J4zx8xGJpuGndrVc06KaT
6,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",325936,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8
7,"Tyhjää (feat. Jenna Alexa)",Juno,275282,https://open.spotify.com/track/3O8wREdosF8kHyd6KgUpEj
8,"Vastaaja (feat. Mira Luoti)",Aste,253358,https://open.spotify.com/track/0nfFuuvpT54RdZkujGNgDV
9,"Kaunis koti",SANNI,246361,https://open.spotify.com/track/1cmVb5s7EGC8sGbIFPNJV7
10,"Monta nimee",Vesala,245813,https://open.spotify.com/track/5JELeL7vfKmFQeE7Rncc3Y
11,"Aamu - Vain Elämää Kausi 9",Evelina,242937,https://open.spotify.com/track/6xSi8KVmp6KmmS4BOsdWwq
12,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",233107,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
13,"Sireenit - Vain Elämää Kausi 9",Pyhimys,230794,https://open.spotify.com/track/5F1RfHOisyYLFggwIwjnip
14,"In My Mind",Dynoro,226711,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
15,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",226545,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
16,"Ruin My Life","Zara Larsson",214085,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
17,Shallow,"Lady Gaga",207094,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
18,"Perutaan Häät - Vain Elämää Kausi 9","Teflon Brothers",205239,https://open.spotify.com/track/6lz4EdYV6oWYdAADxOleEz
19,Cowboy,ALMA,201400,https://open.spotify.com/track/3M8hpAyg2ZZtFfKcPqlMYk
20,"Mulkut - Vain Elämää Kausi 9",Pyhimys,197438,https://open.spotify.com/track/2kby1hpTWuRzTfM20T9mrq
21,"Mä Voisin Olla Se","Eino ja Aapeli",194915,https://open.spotify.com/track/4jigaQg4yJmIxMXrLCr1yq
22,"Se Ei Kuulu Sulle",Gasellit,194116,https://open.spotify.com/track/3sINFCu6OAeEqGxqs70EWw
23,"Let You Love Me","Rita Ora",187122,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
24,"Promises (with Sam Smith)","Calvin Harris",187067,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
25,Happier,Marshmello,181763,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
26,"I Love It (& Lil Pump)","Kanye West",176315,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
