,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"I Love It (& Lil Pump)","Kanye West",67187,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
2,"Lucky You (feat. Joyner Lucas)",Eminem,59621,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
3,"In My Feelings",Drake,40959,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
4,"Promises (with Sam Smith)","Calvin Harris",37853,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
5,"SICKO MODE","Travis Scott",33898,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
6,"In My Mind",Dynoro,31789,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
7,breathin,"Ariana Grande",30865,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
8,Happier,Marshmello,30830,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
9,"Eastside (with Halsey & Khalid)","benny blanco",30722,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
10,Natural,"Imagine Dragons",28909,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
11,"Be Alright","Dean Lewis",28816,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
12,"Wake Up in the Sky","Gucci Mane",28783,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq
13,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,27702,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
14,"The Ringer",Eminem,26247,https://open.spotify.com/track/2jt2WxXMCD4zjACthkJQVE
15,"Electricity (with Dua Lipa)","Silk City",25814,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
16,Fall,Eminem,25486,https://open.spotify.com/track/58QhkbaAkLFnn7JwAnAato
17,"God is a woman","Ariana Grande",25180,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
18,Nonstop,Drake,25130,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
19,"Not Alike (feat. Royce Da 5'9)",Eminem,24702,https://open.spotify.com/track/28FGV3ORH14MYORd7s5dlU
20,Better,Khalid,24666,https://open.spotify.com/track/4T3fNx3CgwDRRYgmFCbD4J
21,Thunderclouds,Sia,23881,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi
22,"Girls Like You (feat. Cardi B)","Maroon 5",23712,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
23,"I Like It","Cardi B",23295,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
24,"Taste (feat. Offset)",Tyga,22169,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
25,"no tears left to cry","Ariana Grande",21438,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
26,"Body (feat. brando)","Loud Luxury",19963,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
27,Kamikaze,Eminem,19274,https://open.spotify.com/track/2gsNpSn7VvvJuSrIDfRoYy
28,"Lucid Dreams","Juice WRLD",19051,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
29,Greatest,Eminem,18675,https://open.spotify.com/track/2XTquzYQAdT1Hk78bOUwsv
30,"Beautiful (feat. Camila Cabello)",Bazzi,18529,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
31,"No Brainer","DJ Khaled",18175,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
32,SAD!,XXXTENTACION,18032,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
33,"Whenever (feat. Conor Maynard)","Kris Kross Amsterdam",17571,https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z
34,"Goodbye (feat. Nicki Minaj & Willy William)","Jason Derulo",17564,https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG
35,Moonlight,XXXTENTACION,17068,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
36,"Solo (feat. Demi Lovato)","Clean Bandit",16833,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
37,STARGAZING,"Travis Scott",16766,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
38,"God's Plan",Drake,16758,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
39,"Better Now","Post Malone",16175,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
40,"rockstar (feat. 21 Savage)","Post Malone",15770,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
41,"One Kiss (with Dua Lipa)","Calvin Harris",15532,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
42,REMEDY,Alesso,15421,https://open.spotify.com/track/6jreFSOTUAViWjKyzOC4Kg
43,"RAP DEVIL","Machine Gun Kelly",15136,https://open.spotify.com/track/63TyoT9Ee03rQxv8xmdJ2l
