,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"thank u, next","Ariana Grande",52300,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
2,"Without Me",Halsey,38958,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
3,"SICKO MODE","Travis Scott",34897,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
4,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",33416,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
5,"All I Want for Christmas Is You","Mariah Carey",33109,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
6,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",32088,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
7,"Going Bad (feat. Drake)","Meek Mill",30128,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
8,"whoa (mind in awe)",XXXTENTACION,29448,https://open.spotify.com/track/7pdF27mSDuPWhppnHAmWHa
9,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",27784,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
10,"Mo Bamba","Sheck Wes",27667,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
11,"Last Christmas",Wham!,27635,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
12,BAD!,XXXTENTACION,27517,https://open.spotify.com/track/22An65gG31JLf9n18qjdhZ
13,Shallow,"Lady Gaga",26169,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
14,"Jingle Bell Rock","Bobby Helms",25710,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya
15,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,24241,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
16,"Rockin' Around The Christmas Tree","Brenda Lee",23557,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
17,"Santa Tell Me","Ariana Grande",23451,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
18,"It's the Most Wonderful Time of the Year","Andy Williams",23069,https://open.spotify.com/track/5hslUAKq9I9CG2bAulFkHN
19,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",21714,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8
20,KIKA,6ix9ine,21636,https://open.spotify.com/track/6Gy7rXB6Ku5vIWC7WGWsl3
21,"TIC TOC",6ix9ine,21303,https://open.spotify.com/track/4m5Cd9kAbIxg6t9sMrQWtk
22,"Better Now","Post Malone",20386,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
23,"De Me Theloun",Fy,19944,https://open.spotify.com/track/5z8K92vYj0FH6C05HAT2Ve
24,"MIA (feat. Drake)","Bad Bunny",19598,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
25,"It's Beginning to Look a Lot like Christmas","Michael Bublé",19233,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
26,"when the party's over","Billie Eilish",19137,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
27,"Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","Frank Sinatra",18875,https://open.spotify.com/track/7inXu0Eaeg02VsM8kHNvzM
28,SAD!,XXXTENTACION,18113,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
29,Nonstop,Drake,17904,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
30,"Do They Know It's Christmas? - 1984 Version","Band Aid",17847,https://open.spotify.com/track/0247StOpd3AkeBQzANX4Zf
31,Better,Khalid,17650,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
32,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",17205,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
33,Happier,Marshmello,17118,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
34,"Guardian angel",XXXTENTACION,17058,https://open.spotify.com/track/7uqcLJFlSYjVPLUz1vPxkY
35,"Bohemian Rhapsody - 2011 Mix",Queen,16515,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
36,"no tears left to cry","Ariana Grande",16469,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
37,Moonlight,XXXTENTACION,16420,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
38,Mosca,Light,16395,https://open.spotify.com/track/7Es7jQlj2l3MMkEXCNHFnJ
39,"In My Feelings",Drake,16224,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
40,GANGSTA,SNIK,16159,https://open.spotify.com/track/56hwvng962V4BzUvAuVtAC
41,"Girls Like You (feat. Cardi B)","Maroon 5",15913,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
42,"rockstar (feat. 21 Savage)","Post Malone",15881,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
43,"In My Mind",Dynoro,15880,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
44,"Lucid Dreams","Juice WRLD",15815,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
45,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",15758,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
46,"Leave Me Alone","Flipp Dinero",15525,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g
47,MAMA,6ix9ine,15444,https://open.spotify.com/track/1oJ8EDr2pv94IvSd6ZmDgo
48,FEFE,6ix9ine,15409,https://open.spotify.com/track/4QIyEq7TcTdAcxjI2AFlAK
49,"I don’t let go",XXXTENTACION,15256,https://open.spotify.com/track/4axYWgXASdsCBHuwInAubT
50,"I Like It","Cardi B",15176,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
51,"No Stylist (feat. Drake)","French Montana",15103,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A
52,"God is a woman","Ariana Grande",14924,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
53,"Let You Love Me","Rita Ora",14880,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP
54,lovely,"Billie Eilish",14868,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf
55,"Wake Up in the Sky","Gucci Mane",14836,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud
56,"Woman Like Me (feat. Nicki Minaj)","Little Mix",14734,https://open.spotify.com/track/222B3aljXx6fFwKmFjuBED
57,"Say My Name","David Guetta",14694,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6
58,"Taste (feat. Offset)",Tyga,14644,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
59,"Bad Liar","Imagine Dragons",14469,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
60,"God's Plan",Drake,14457,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
61,"One Minute (feat. Kanye West & Travis Barker)",XXXTENTACION,14447,https://open.spotify.com/track/0T6RSXxFhW8dRTWHI604ld
62,"Sweet but Psycho","Ava Max",14014,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
63,"Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version","Paul McCartney",13971,https://open.spotify.com/track/7Lbxvt42JsNSKVCaN63qhD
64,"A Holly Jolly Christmas - Single Version","Burl Ives",13753,https://open.spotify.com/track/65Q2mv3UlVi9eO70OpsmSe
65,Mistletoe,"Justin Bieber",13738,https://open.spotify.com/track/7xapw9Oy21WpfEcib2ErSA
66,"Ksero Mana",Saske,13616,https://open.spotify.com/track/5HWolqY3ip2Bh7rS6UJ5c0
67,"White Christmas","Bing Crosby",13596,https://open.spotify.com/track/4so0Wek9Ig1p6CRCHuINwW
68,"I Love It (& Lil Pump)","Kanye West",13586,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
69,"come out and play","Billie Eilish",13451,https://open.spotify.com/track/7wC5eZcFS1Q1BsQ35DU6H4
70,"Saturday Nights",Khalid,13419,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
71,"Eastside (with Halsey & Khalid)","benny blanco",13338,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
72,Money,"Cardi B",13131,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e
73,"Promises (with Sam Smith)","Calvin Harris",13049,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
74,"Train food",XXXTENTACION,13043,https://open.spotify.com/track/5lar0mCUejpILVkAz50s2J
75,"Kiss and Make Up","Dua Lipa",12904,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
76,"Lucky You (feat. Joyner Lucas)",Eminem,12799,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
77,"Falling Down - Bonus Track","Lil Peep",12723,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9
78,"Let It Snow! Let It Snow! Let It Snow!","Dean Martin",12694,https://open.spotify.com/track/2uFaJJtFpPDc5Pa95XzTvg
79,"Happy Xmas (War Is Over) - Remastered 2010","John Lennon",12676,https://open.spotify.com/track/3zJw3rugfpVrmBeDDnUYzy
80,"Ruin My Life","Zara Larsson",12567,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
81,bellyache,"Billie Eilish",12203,https://open.spotify.com/track/51NFxnQvaosfDDutk0tams
82,"Sleigh Ride","The Ronettes",12184,https://open.spotify.com/track/4rERoP56GEEjKmshbphPBK
83,breathin,"Ariana Grande",12157,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
84,"The Christmas Song (Merry Christmas To You)","Nat King Cole",12134,https://open.spotify.com/track/4PS1e8f2LvuTFgUs1Cn3ON
85,"Happy Now",Kygo,12075,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4
86,"what are you so afraid of",XXXTENTACION,12030,https://open.spotify.com/track/57nOpVSc3j9o03Cr928ZM4
87,"It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)","Perry Como",12022,https://open.spotify.com/track/2pXpURmn6zC5ZYDMms6fwa
88,"Feliz Navidad","José Feliciano",11930,https://open.spotify.com/track/7taXf5odg9xCAZERYfyOkS
89,Youngblood,"5 Seconds of Summer",11863,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
90,"difference (interlude)",XXXTENTACION,11840,https://open.spotify.com/track/5itzep0nGnq7hxCfFNsTIR
91,"STARING AT THE SKY",XXXTENTACION,11827,https://open.spotify.com/track/4KpKyRFwN0gcwj58Uqjv7q
92,Believer,"Imagine Dragons",11747,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
93,Medusa,SNIK,11698,https://open.spotify.com/track/4dZsxlUWfHgpmIKIGQy9kR
94,IDGAF,"Dua Lipa",11555,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
95,"Baby, It's Cold Outside (feat. Meghan Trainor)","Brett Eldredge",11513,https://open.spotify.com/track/5Q2P43CJra0uRAogjHyJDK
96,"Be Alright","Dean Lewis",11090,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
97,"Have Yourself A Merry Little Christmas","Sam Smith",11025,https://open.spotify.com/track/1Qi2wh8fFgDV7tl4Sj3f2K
98,"Call Out My Name","The Weeknd",11008,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
99,"Venom - Music From The Motion Picture",Eminem,10957,https://open.spotify.com/track/2SL6oP2YAEQbqsrkOzRGO4
100,Natural,"Imagine Dragons",10899,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT
101,FRIENDS,Marshmello,10750,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
102,"Jocelyn Flores",XXXTENTACION,10597,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
103,"Underneath the Tree","Kelly Clarkson",10567,https://open.spotify.com/track/3nAp4IvdMPPWEH9uuXFFV5
104,"High Hopes","Panic! At The Disco",10529,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
105,"Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky",10500,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
106,"Never Recover (Lil Baby & Gunna, Drake)","Lil Baby",10480,https://open.spotify.com/track/6wWaVoUOzLQJHd3bWAUpdZ
107,"Tora Ti Na To Kano","Nikos Oikonomopoulos",10477,https://open.spotify.com/track/6aZEcKdTM0o1EmNTnVEPmY
108,Nevermind,"Dennis Lloyd",10375,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
109,"Solo (feat. Demi Lovato)","Clean Bandit",10375,https://open.spotify.com/track/3NuK5xMlSlB6K2Qp16zf3h
110,"Holly Jolly Christmas","Michael Bublé",10318,https://open.spotify.com/track/6tjituizSxwSmBB5vtgHZE
111,"Look Alive (feat. Drake)","BlocBoy JB",10303,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
112,Thunder,"Imagine Dragons",10294,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
113,"Blue Christmas","Elvis Presley",10200,https://open.spotify.com/track/3QiAAp20rPC3dcAtKtMaqQ
114,"Another One Bites The Dust - Remastered 2011",Queen,10198,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
115,"Ti Na To Kano","Konstantinos Argiros",10035,https://open.spotify.com/track/4SrNCId1Y1AtV8T374FeiI
116,"Rewrite The Stars (with James Arthur & Anne-Marie)","James Arthur",9997,https://open.spotify.com/track/6mQLN3zRtAp6ovjusyYKrV
117,"Havana (feat. Young Thug)","Camila Cabello",9990,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
118,"Driving Home for Christmas","Chris Rea",9913,https://open.spotify.com/track/3Z3QhZAZpqwZa1phsbQ3JZ
119,"Santa Baby","Ariana Grande",9881,https://open.spotify.com/track/6YJdPrH3i2POzu7hdHIRrb
120,"Christmas (Baby Please Come Home)","Mariah Carey",9778,https://open.spotify.com/track/3PIDciSFdrQxSQSihim3hN
121,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",9666,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
122,"Hurts Like Hell (feat. Offset)","Madison Beer",9643,https://open.spotify.com/track/3WefHNGtjexZvi66ZEx9u4
123,"Beautiful (feat. Camila Cabello)",Bazzi,9479,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
124,"Jingle Bell Rock - Daryl's Version","Daryl Hall & John Oates",9454,https://open.spotify.com/track/6pVW5LRWgeLaHudxauOTJU
125,"One Kiss (with Dua Lipa)","Calvin Harris",9431,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
126,"New Rules","Dua Lipa",9392,https://open.spotify.com/track/2xJCMIJfcNYDc5iR0sAm2O
127,HUMBLE.,"Kendrick Lamar",9361,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
128,"Santa Claus Is Coming to Town","Michael Bublé",9340,https://open.spotify.com/track/5Ber68jZ7ytegr2UISEdb7
129,"10 Freaky Girls (with 21 Savage)","Metro Boomin",9297,https://open.spotify.com/track/0AluA5RNsa4Cx6XRhf2hWZ
130,Tómame,"Eleni Foureira",9222,https://open.spotify.com/track/3W1zKHubKEMhjjt2PM3lNc
131,"My Only Wish (This Year)","Britney Spears",9211,https://open.spotify.com/track/75zwAkyhjTb6CVX9gMJSU4
132,goosebumps,"Travis Scott",9169,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
133,STARGAZING,"Travis Scott",9090,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
134,"In My Head","Peter Manos",9066,https://open.spotify.com/track/1tT55K6VEyO6XFDxK4lDQe
135,"The Middle",Zedd,9047,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
136,Kinitro,"Mad Clip",8899,https://open.spotify.com/track/75LKhuJQZbT0cudT1e38y8
137,2002,Anne-Marie,8845,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
138,changes,XXXTENTACION,8809,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
139,SOLO,JENNIE,8725,https://open.spotify.com/track/2wVDWtLKXunswWecARNILj
140,Flames,"David Guetta",8723,https://open.spotify.com/track/66BjcDhhwWCcQIBxHMpKXh
141,"Santa Baby","Eartha Kitt",8540,https://open.spotify.com/track/1foCxQtxBweJtZmdxhEHVO
142,Thunderclouds,Sia,8512,https://open.spotify.com/track/2c7GlMNmF7pbohjykutmLP
143,"Armed And Dangerous","Juice WRLD",8478,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX
144,"Don't Stop Me Now - 2011 Mix",Queen,8417,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7
145,"Body (feat. brando)","Loud Luxury",8365,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
146,"Santa Baby","Kylie Minogue",8362,https://open.spotify.com/track/2SBr3MK1sdMs8IxdRcN6qz
147,"Look At Me!",XXXTENTACION,8340,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
148,Viomatiko,Slogan,8330,https://open.spotify.com/track/36EDLzYzCuIB9hVWf7hxBL
149,"'Till I Collapse",Eminem,8312,https://open.spotify.com/track/4xkOaSrkexMciUUogZKVTS
150,idontwannabeyouanymore,"Billie Eilish",8299,https://open.spotify.com/track/40T5GIqQ1CegGm2PTEl8Bu
151,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975","Bruce Springsteen",8272,https://open.spotify.com/track/6s2wpWPFPAgKg2LXxi1Oee
152,STOOPID,6ix9ine,8242,https://open.spotify.com/track/6k2iq1yULhXILe0i8xQqPF
153,"I Like Me Better",Lauv,8175,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
154,"BiPolar (feat. Quavo)","Gucci Mane",8116,https://open.spotify.com/track/5Ta1sXtO9tXOaUacYm7tH8
155,"Winter Wonderland","Tony Bennett",8106,https://open.spotify.com/track/4ricyQVd20UQde1jpXCSuJ
156,YOSEMITE,"Travis Scott",8085,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR
157,Killshot,Eminem,8043,https://open.spotify.com/track/1jo3TwNGCXfNdB5uba3ZVv
158,"XO Tour Llif3","Lil Uzi Vert",7968,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
159,Unforgettable,"French Montana",7940,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
160,"SICKO MODE - Skrillex Remix","Travis Scott",7896,https://open.spotify.com/track/0u695M7KyzXaPIjpEbxOkB
161,"Ric Flair Drip (& Metro Boomin)",Offset,7888,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
162,"Shape of You","Ed Sheeran",7855,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
163,"Let You Down",NF,7854,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL
