,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Lucky You (feat. Joyner Lucas)",Eminem,61240,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
2,"I Love It (& Lil Pump)","Kanye West",51304,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
3,"In My Feelings",Drake,47818,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
4,"The Ringer",Eminem,38809,https://open.spotify.com/track/2jt2WxXMCD4zjACthkJQVE
5,"Promises (with Sam Smith)","Calvin Harris",38481,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
6,"SICKO MODE","Travis Scott",37881,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
7,breathin,"Ariana Grande",36103,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
8,Fall,Eminem,35482,https://open.spotify.com/track/58QhkbaAkLFnn7JwAnAato
9,"Eastside (with Halsey & Khalid)","benny blanco",33981,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
10,"Not Alike (feat. Royce Da 5'9)",Eminem,33677,https://open.spotify.com/track/28FGV3ORH14MYORd7s5dlU
11,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,32758,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
12,"In My Mind",Dynoro,30972,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
13,"God is a woman","Ariana Grande",30669,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
14,Nonstop,Drake,29330,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
15,Natural,"Imagine Dragons",28319,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
16,Greatest,Eminem,27624,https://open.spotify.com/track/2XTquzYQAdT1Hk78bOUwsv
17,"Electricity (with Dua Lipa)","Silk City",27592,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
18,"Be Alright","Dean Lewis",27403,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
19,Happier,Marshmello,27249,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
20,Kamikaze,Eminem,27208,https://open.spotify.com/track/2gsNpSn7VvvJuSrIDfRoYy
21,"Girls Like You (feat. Cardi B)","Maroon 5",26304,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
22,"I Like It","Cardi B",25918,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
23,"Taste (feat. Offset)",Tyga,25808,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
24,"No Brainer","DJ Khaled",23227,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
25,Thunderclouds,Sia,22961,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi
26,"no tears left to cry","Ariana Grande",22669,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
27,"Whenever (feat. Conor Maynard)","Kris Kross Amsterdam",20931,https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z
28,"Beautiful (feat. Camila Cabello)",Bazzi,20848,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
29,"Lucid Dreams","Juice WRLD",20677,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
30,"Body (feat. brando)","Loud Luxury",20494,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
31,"Venom - Music From The Motion Picture",Eminem,20246,https://open.spotify.com/track/2SL6oP2YAEQbqsrkOzRGO4
32,"Solo (feat. Demi Lovato)","Clean Bandit",19010,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
33,SAD!,XXXTENTACION,18609,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
34,Moonlight,XXXTENTACION,18569,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
35,STARGAZING,"Travis Scott",18555,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
36,"Happy Now",Zedd,18310,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
37,"Stepping Stone",Eminem,18299,https://open.spotify.com/track/60Z57Wdrn0pEVpHI7d7GAX
38,Rise,"Jonas Blue",18070,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
