,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"thank u, next","Ariana Grande",48974,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
2,"SICKO MODE","Travis Scott",38986,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
3,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",38150,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
4,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",34621,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
5,"Without Me",Halsey,33622,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
6,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,33588,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
7,"Mo Bamba","Sheck Wes",31438,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
8,Shallow,"Lady Gaga",29969,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
9,Read,"Josh Jips",29297,https://open.spotify.com/track/71iTq4X8ZtBuIDMqyYDUYA
10,"I'LL BE THERE","Leoni Jut",28298,https://open.spotify.com/track/4W4Wp1W6goghy1O2wpxnUj
11,"come out and play","Billie Eilish",27262,https://open.spotify.com/track/7wC5eZcFS1Q1BsQ35DU6H4
12,DANG,"Rube Claws",26066,https://open.spotify.com/track/6DOvGwYNlyeSrgoSkuFIeP
13,"when the party's over","Billie Eilish",25821,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
14,BAD!,XXXTENTACION,25285,https://open.spotify.com/track/4CH66Rxcjcj3VBHwmIBj4T
15,"All I Want for Christmas Is You","Mariah Carey",24021,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
16,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",23138,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8
17,"MIA (feat. Drake)","Bad Bunny",22893,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
18,"Woman Like Me (feat. Nicki Minaj)","Little Mix",22706,https://open.spotify.com/track/222B3aljXx6fFwKmFjuBED
19,"Bohemian Rhapsody - 2011 Mix",Queen,21196,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
20,Better,Khalid,20829,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
21,Mosca,Light,20506,https://open.spotify.com/track/7Es7jQlj2l3MMkEXCNHFnJ
22,"Better Now","Post Malone",19580,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
23,GANGSTA,SNIK,19137,https://open.spotify.com/track/56hwvng962V4BzUvAuVtAC
24,"Let You Love Me","Rita Ora",18985,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP
25,"Kiss and Make Up","Dua Lipa",18925,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
26,Happier,Marshmello,18500,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
27,"Last Christmas",Wham!,17724,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
28,"Bad Liar","Imagine Dragons",17465,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
29,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",17443,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
30,"Happy Now",Kygo,17394,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4
31,"Santa Tell Me","Ariana Grande",17359,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
32,"In My Mind",Dynoro,17077,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
33,"Ruin My Life","Zara Larsson",17038,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
34,Nonstop,Drake,16978,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
35,"Girls Like You (feat. Cardi B)","Maroon 5",16868,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
36,"Ksero Mana",Saske,16712,https://open.spotify.com/track/5HWolqY3ip2Bh7rS6UJ5c0
37,"Rockin' Around The Christmas Tree - Single Version","Brenda Lee",16669,https://open.spotify.com/track/1XBc4r6ltXjkFJBrsttwIF
38,"No Stylist (feat. Drake)","French Montana",16635,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A
39,"In My Feelings",Drake,16529,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
40,Money,"Cardi B",16470,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e
41,"lovely (with Khalid)","Billie Eilish",16457,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
42,"Falling Down - Bonus Track","Lil Peep",16379,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9
43,"Sweet but Psycho","Ava Max",16332,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
44,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,16181,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
45,"Jingle Bell Rock","Bobby Helms",16112,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya
46,SAD!,XXXTENTACION,16028,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
47,bellyache,"Billie Eilish",15792,https://open.spotify.com/track/51NFxnQvaosfDDutk0tams
48,"Lucid Dreams","Juice WRLD",15557,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
49,MAMA,6ix9ine,15550,https://open.spotify.com/track/1oJ8EDr2pv94IvSd6ZmDgo
50,"Promises (with Sam Smith)","Calvin Harris",15469,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
