,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"thank u, next","Ariana Grande",50116,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
2,"Without Me",Halsey,42981,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
3,imagine,"Ariana Grande",38950,https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F
4,"SICKO MODE","Travis Scott",37098,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
5,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",35021,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
6,"All I Want for Christmas Is You","Mariah Carey",34583,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
7,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",33547,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
8,"Going Bad (feat. Drake)","Meek Mill",33295,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
9,"Mo Bamba","Sheck Wes",30325,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
10,"Last Christmas",Wham!,29596,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
11,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",28243,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
12,"Santa Tell Me","Ariana Grande",26786,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
13,"Jingle Bell Rock","Bobby Helms",26781,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya
14,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",26704,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
15,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,25974,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
16,"Rockin' Around The Christmas Tree","Brenda Lee",25541,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
17,"It's the Most Wonderful Time of the Year","Andy Williams",24779,https://open.spotify.com/track/5hslUAKq9I9CG2bAulFkHN
18,Shallow,"Lady Gaga",24270,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
19,"De Me Theloun",Fy,23098,https://open.spotify.com/track/5z8K92vYj0FH6C05HAT2Ve
20,"whoa (mind in awe)",XXXTENTACION,22157,https://open.spotify.com/track/7pdF27mSDuPWhppnHAmWHa
21,GANGO,SNIK,21921,https://open.spotify.com/track/0szvRsnq2OTYhZwQUKX3Bt
22,"It's Beginning to Look a Lot like Christmas","Michael Bublé",20976,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
23,KIKA,6ix9ine,20552,https://open.spotify.com/track/6Gy7rXB6Ku5vIWC7WGWsl3
