,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"In My Mind",Dynoro,64878,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
2,"Bohemian Rhapsody - 2011 Mix",Queen,58346,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
3,"thank u, next","Ariana Grande",57730,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
4,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",57652,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
5,Shallow,"Lady Gaga",54083,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
6,"Without Me",Halsey,50507,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
7,"Maradok Távol","Follow The Flow",47378,https://open.spotify.com/track/6rp8bq0lhkIosumUPlTFfB
8,Natural,"Imagine Dragons",45840,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT
9,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,45180,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
10,"Another One Bites The Dust - Remastered 2011",Queen,43862,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
11,Happier,Marshmello,43149,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
12,Posztolj,USNK,42532,https://open.spotify.com/track/5LRnTgBR4JTYvzv0oum9yB
13,"Nem Tudja Senki","Follow The Flow",42241,https://open.spotify.com/track/0XlgY6Jrh51dY2Bfepj9hK
14,"Bad Liar","Imagine Dragons",41948,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
15,"when the party's over","Billie Eilish",41857,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
16,"come out and play","Billie Eilish",41571,https://open.spotify.com/track/7wC5eZcFS1Q1BsQ35DU6H4
17,"Let You Love Me","Rita Ora",41359,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP
18,"Happy Now",Kygo,41346,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4
