,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"In My Mind",Dynoro,92331,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
2,Shallow,"Lady Gaga",87064,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
3,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",74793,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
4,"Venom - Music From The Motion Picture",Eminem,70789,https://open.spotify.com/track/2SL6oP2YAEQbqsrkOzRGO4
5,"Promises (with Sam Smith)","Calvin Harris",61818,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
6,Happier,Marshmello,61498,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
7,Natural,"Imagine Dragons",57220,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
8,"Falling Down - Bonus Track","Lil Peep",54546,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q
9,"I Love It (& Lil Pump)","Kanye West",51956,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
10,"Without Me",Halsey,50344,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
11,"Solo (feat. Demi Lovato)","Clean Bandit",49452,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
12,"Let You Love Me","Rita Ora",48879,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
13,"MIA (feat. Drake)","Bad Bunny",47004,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
14,Füttyös,Majka,45577,https://open.spotify.com/track/6bsERSsjVL4Cpt0e2t77Vx
15,"Nem Tudja Senki","Follow The Flow",44492,https://open.spotify.com/track/0XlgY6Jrh51dY2Bfepj9hK
16,"Eastside (with Halsey & Khalid)","benny blanco",44083,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
17,"This Feeling (feat. Kelsea Ballerini)","The Chainsmokers",39880,https://open.spotify.com/track/15kQGEy89K8deJcZVFEn0N
18,Better,Khalid,39087,https://open.spotify.com/track/4T3fNx3CgwDRRYgmFCbD4J
19,"Maradok Távol","Follow The Flow",38942,https://open.spotify.com/track/6rp8bq0lhkIosumUPlTFfB
20,"Girls Like You (feat. Cardi B)","Maroon 5",37270,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
21,"Be Alright","Dean Lewis",37168,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
22,"Lucky You (feat. Joyner Lucas)",Eminem,36604,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
23,"Electricity (with Dua Lipa)","Silk City",36579,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
24,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",36502,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
25,Nevermind,"Dennis Lloyd",36173,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
26,Rise,"Jonas Blue",36024,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
27,Thunderclouds,Sia,35193,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi
28,"Hol van az a lány","DR BRS",35141,https://open.spotify.com/track/5qmqZ2Fh9dHhDT82afD08n
29,REMEDY,Alesso,34276,https://open.spotify.com/track/6jreFSOTUAViWjKyzOC4Kg
30,Youngblood,"5 Seconds of Summer",34233,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
31,"Say My Name","David Guetta",34090,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6
32,"Blah Blah Blah","Armin van Buuren",33430,https://open.spotify.com/track/0tp6mwUt99QnfY95T30Lqj
33,"Better Now","Post Malone",33039,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
34,"Woman Like Me (feat. Nicki Minaj)","Little Mix",31643,https://open.spotify.com/track/6rrTr2HEAzlpC4KWZxF3S1
35,"Goodbye (feat. Nicki Minaj & Willy William)","Jason Derulo",31027,https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG
36,"Hajtól Szívig","Halott Pénz",30926,https://open.spotify.com/track/3EUmMPmhhpICaQ6ubu4hle
37,Believer,"Imagine Dragons",30344,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
38,"Born To Be Yours",Kygo,29370,https://open.spotify.com/track/4M3FO0ji6Lc8vwD1sgf1nc
39,Thunder,"Imagine Dragons",28218,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
40,"Lucid Dreams","Juice WRLD",28138,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
41,"One Kiss (with Dua Lipa)","Calvin Harris",27467,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
42,"rockstar (feat. 21 Savage)","Post Malone",27334,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
43,"High On Life (feat. Bonn)","Martin Garrix",27099,https://open.spotify.com/track/4ut5G4rgB1ClpMTMfjoIuy
44,FRIENDS,Marshmello,26505,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
45,"In My Feelings",Drake,25659,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
46,SAD!,XXXTENTACION,25275,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
47,"Always Remember Us This Way","Lady Gaga",25202,https://open.spotify.com/track/74iZuPGwyL33VlTr6jTnab
48,"PASS OUT (feat. 21 Savage)",Quavo,25044,https://open.spotify.com/track/3edzl4zvKFi0D3iuF6cs2f
49,Moonlight,XXXTENTACION,24964,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
50,Killshot,Eminem,24848,https://open.spotify.com/track/1jo3TwNGCXfNdB5uba3ZVv
51,"Jackie Chan",Tiësto,24656,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
52,"No Stylist (feat. Drake)","French Montana",24297,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A
53,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",23454,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
54,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,22831,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
55,"I Like It","Cardi B",22644,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
56,"Sweet but Psycho","Ava Max",22358,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
57,"Love Someone","Lukas Graham",21845,https://open.spotify.com/track/2JqnpexlO9dmvjUMCaLCLJ
58,"SICKO MODE","Travis Scott",21805,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
59,"Beautiful (feat. Camila Cabello)",Bazzi,21285,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
60,"no tears left to cry","Ariana Grande",20930,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
