,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"I Love It (& Lil Pump)","Kanye West",44348,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
2,"Promises (with Sam Smith)","Calvin Harris",36901,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
3,"In My Mind",Dynoro,33806,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
4,"Lucky You (feat. Joyner Lucas)",Eminem,28166,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
5,Happier,Marshmello,22453,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
6,"Eastside (with Halsey & Khalid)","benny blanco",21722,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
7,"Be Alright","Dean Lewis",21054,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
8,Natural,"Imagine Dragons",20389,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
9,Thunderclouds,Sia,19305,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi
10,"Electricity (with Dua Lipa)","Silk City",18894,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
11,breathin,"Ariana Grande",17960,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
12,"Wake Up in the Sky","Gucci Mane",17895,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq
13,Better,Khalid,17853,https://open.spotify.com/track/4T3fNx3CgwDRRYgmFCbD4J
14,"Body (feat. brando)","Loud Luxury",17378,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
15,"Whenever (feat. Conor Maynard)","Kris Kross Amsterdam",14681,https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z
16,"In My Feelings",Drake,14275,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
17,"SICKO MODE","Travis Scott",14238,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
18,Shotgun,"George Ezra",14165,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
19,"Girls Like You (feat. Cardi B)","Maroon 5",13827,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
20,REMEDY,Alesso,13684,https://open.spotify.com/track/6jreFSOTUAViWjKyzOC4Kg
21,"Beautiful (feat. Camila Cabello)",Bazzi,12872,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
22,Nevermind,"Dennis Lloyd",12817,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
23,"The Ringer",Eminem,12457,https://open.spotify.com/track/2jt2WxXMCD4zjACthkJQVE
24,"Solo (feat. Demi Lovato)","Clean Bandit",12327,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
25,Fall,Eminem,12099,https://open.spotify.com/track/58QhkbaAkLFnn7JwAnAato
26,"Goodbye (feat. Nicki Minaj & Willy William)","Jason Derulo",11920,https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG
27,"Lucid Dreams","Juice WRLD",11424,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
28,"Happy Now",Zedd,11336,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
29,"SLOW DANCING IN THE DARK",Joji,10804,https://open.spotify.com/track/0UyljEbX9dqI1K0sqdv6B6
30,"One Kiss (with Dua Lipa)","Calvin Harris",10801,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
31,"No Brainer","DJ Khaled",10736,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
32,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,10647,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
33,Youngblood,"5 Seconds of Summer",10569,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
34,SAD!,XXXTENTACION,10476,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
35,"Don't Leave Me Alone (feat. Anne-Marie)","David Guetta",10381,https://open.spotify.com/track/2zy9TMoZlYGuCNY4TLqG24
36,"Feels Like Summer","Childish Gambino",10133,https://open.spotify.com/track/7p4vHnYXkxlzvfePJVpcTr
37,"Jackie Chan",Tiësto,10079,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
38,"Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky",10074,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
39,"Better Now","Post Malone",10032,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
40,"God is a woman","Ariana Grande",9917,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
41,Nonstop,Drake,9905,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
42,Moonlight,XXXTENTACION,9898,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
43,"Want To","Dua Lipa",9779,https://open.spotify.com/track/0CBFOvHlyqy30Q5tbyNHfQ
44,Rise,"Jonas Blue",9752,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
45,"Taste (feat. Offset)",Tyga,9717,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
46,"Side Effects (feat. Emily Warren)","The Chainsmokers",9504,https://open.spotify.com/track/5hrXLJJrnKraxRQntH0Vv9
47,"Not Alike (feat. Royce Da 5'9)",Eminem,9208,https://open.spotify.com/track/28FGV3ORH14MYORd7s5dlU
48,Darkside,"Alan Walker",8750,https://open.spotify.com/track/1snWlbcbgQpJfknoI30DWG
49,"Falling Down - Bonus Track","Lil Peep",8673,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q
50,"Love Someone","Lukas Graham",8619,https://open.spotify.com/track/2JqnpexlO9dmvjUMCaLCLJ
51,"Self Care","Mac Miller",8543,https://open.spotify.com/track/5bJ1DrEM4hNCafcDd1oxHx
52,"Say My Name","David Guetta",8500,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6
53,"Don’t Matter To Me (with Michael Jackson)",Drake,8370,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0
