,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"All I Want for Christmas Is You","Mariah Carey",25818,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
2,"thank u, next","Ariana Grande",25604,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
3,"Last Christmas",Wham!,23994,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
4,Shallow,"Lady Gaga",23003,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
5,"Jingle Bell Rock","Bobby Helms",22798,https://open.spotify.com/track/7vQbuQcyTflfCIOu3Uzzya
6,"Rockin' Around The Christmas Tree","Brenda Lee",22352,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97
7,"Without Me",Halsey,21473,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
8,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",21381,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
9,"Santa Tell Me","Ariana Grande",19788,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb
10,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",19544,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
11,"It's the Most Wonderful Time of the Year","Andy Williams",19439,https://open.spotify.com/track/5hslUAKq9I9CG2bAulFkHN
12,"It's Beginning to Look a Lot like Christmas","Michael Bublé",19162,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI
13,imagine,"Ariana Grande",18996,https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F
14,"when the party's over","Billie Eilish",17723,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
15,"Sweet but Psycho","Ava Max",16741,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
16,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",15205,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
17,"Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet)","Frank Sinatra",14821,https://open.spotify.com/track/7inXu0Eaeg02VsM8kHNvzM
18,"Let It Snow! Let It Snow! Let It Snow!","Dean Martin",14688,https://open.spotify.com/track/2uFaJJtFpPDc5Pa95XzTvg
19,"Do They Know It's Christmas? - 1984 Version","Band Aid",14469,https://open.spotify.com/track/0247StOpd3AkeBQzANX4Zf
20,"Bohemian Rhapsody - 2011 Mix",Queen,14390,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
21,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,14303,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
22,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",13985,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
23,"Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version","Paul McCartney",13981,https://open.spotify.com/track/7Lbxvt42JsNSKVCaN63qhD
24,"SICKO MODE","Travis Scott",12728,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
25,"Happy Xmas (War Is Over) - Remastered 2010","John Lennon",12637,https://open.spotify.com/track/3zJw3rugfpVrmBeDDnUYzy
26,"Going Bad (feat. Drake)","Meek Mill",12617,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
