,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"thank u, next","Ariana Grande",30679,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
2,Shallow,"Lady Gaga",28656,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
3,"when the party's over","Billie Eilish",24591,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
4,"Bohemian Rhapsody - 2011 Mix",Queen,22072,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
5,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,20691,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
6,"Without Me",Halsey,19973,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
7,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",19228,https://open.spotify.com/track/1A6OTy97kk0mMdm78rHsm8
8,"Another One Bites The Dust - Remastered 2011",Queen,18343,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
9,"Woman Like Me (feat. Nicki Minaj)","Little Mix",16780,https://open.spotify.com/track/222B3aljXx6fFwKmFjuBED
10,"SICKO MODE","Travis Scott",16710,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
11,BAD!,XXXTENTACION,16522,https://open.spotify.com/track/4CH66Rxcjcj3VBHwmIBj4T
12,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",16191,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
13,"Let You Love Me","Rita Ora",16155,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
14,"Bad Liar","Imagine Dragons",16127,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
15,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",16064,https://open.spotify.com/track/7l3E7lcozEodtVsSTCkcaA
16,"Falling Down - Bonus Track","Lil Peep",15486,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9
17,"In My Mind",Dynoro,15180,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
18,"Promises (with Sam Smith)","Calvin Harris",15100,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
19,"Sweet but Psycho","Ava Max",14970,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
20,Better,Khalid,14744,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
21,"Always Remember Us This Way","Lady Gaga",14391,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
22,"Happy Now",Kygo,13896,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4
23,"Ruin My Life","Zara Larsson",13587,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
24,Happier,Marshmello,13138,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
25,"Mo Bamba","Sheck Wes",13088,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
