,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Wow.,"Post Malone",28417,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
2,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",21311,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
3,Shallow,"Lady Gaga",21244,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
4,"thank u, next","Ariana Grande",20950,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
5,"Without Me",Halsey,19463,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
6,"Sweet but Psycho","Ava Max",17822,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
7,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",17616,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
8,"when the party's over","Billie Eilish",15343,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
9,"Close To Me (with Diplo) (feat. Swae Lee)","Ellie Goulding",15219,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA
10,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",14533,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
11,"Going Bad (feat. Drake)","Meek Mill",13559,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
12,"SICKO MODE","Travis Scott",13547,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
13,"Bohemian Rhapsody - 2011 Mix",Queen,13272,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
14,imagine,"Ariana Grande",13053,https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F
15,"In My Mind",Dynoro,12999,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
16,"Promises (with Sam Smith)","Calvin Harris",12284,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
17,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,12175,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
18,"Bad Liar","Imagine Dragons",11408,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
19,"Saturday Nights",Khalid,11280,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
20,"Mo Bamba","Sheck Wes",11080,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
21,"High Hopes","Panic! At The Disco",11063,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
22,"whoa (mind in awe)",XXXTENTACION,10594,https://open.spotify.com/track/7pdF27mSDuPWhppnHAmWHa
23,"Better Now","Post Malone",10555,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
24,"Another One Bites The Dust - Remastered 2011",Queen,10382,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
25,"Eastside (with Halsey & Khalid)","benny blanco",10348,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
26,monster,"21 Savage",10227,https://open.spotify.com/track/2FUNBaa5DwItJtYEBgAblU
27,"rockstar (feat. 21 Savage)","Post Malone",10040,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
28,SAD!,XXXTENTACION,9996,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
29,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",9578,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
30,Happier,Marshmello,9436,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
31,"Tu Maivais","Free Finga",9277,https://open.spotify.com/track/5xfm1GSz2tHXM8GMfBpWk2
32,"One Kiss (with Dua Lipa)","Calvin Harris",9256,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
33,"Be Alright","Dean Lewis",9157,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
34,"Kiss and Make Up","Dua Lipa",9140,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3
35,"Ruin My Life","Zara Larsson",9105,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
36,Better,Khalid,9048,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
37,"Lucid Dreams","Juice WRLD",9046,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
38,"Look Back at It","A Boogie Wit da Hoodie",8809,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8
39,"Don't Stop Me Now - 2011 Mix",Queen,8793,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7
40,Moonlight,XXXTENTACION,8676,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
41,"Let You Love Me","Rita Ora",8605,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP
42,Youngblood,"5 Seconds of Summer",8532,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
43,"Happy Now",Kygo,8338,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4
44,"Leave Me Alone","Flipp Dinero",8016,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g
45,"Body (feat. brando)","Loud Luxury",7955,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
46,idontwannabeyouanymore,"Billie Eilish",7911,https://open.spotify.com/track/40T5GIqQ1CegGm2PTEl8Bu
47,"Solo (feat. Demi Lovato)","Clean Bandit",7847,https://open.spotify.com/track/3NuK5xMlSlB6K2Qp16zf3h
48,"Arenos [365 Dienos] - feat. OG Version",Retro,7702,https://open.spotify.com/track/78N0MOtWDgGZGr3cgY8678
49,lovely,"Billie Eilish",7690,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf
50,"Always Remember Us This Way","Lady Gaga",7643,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk
51,"God's Plan",Drake,7254,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
52,"I Like It","Cardi B",7218,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
53,"Under Pressure - Remastered",Queen,7175,https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x
54,Thunderclouds,Sia,7126,https://open.spotify.com/track/2c7GlMNmF7pbohjykutmLP
55,Nevermind,"Dennis Lloyd",7115,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
